0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
Swansea,Stoke,Arsenal,A,Southampton,H,Sunderland,H,West Ham,D,Cardiff,H,Norwich,A,Fulham,H,West Brom,D,Man United,H,Southampton,D,16019.0,1,1,2,3,2,0,0,0,2,0,3,1,0,0,1,4,0,1,2,0,0,1,0,0,1,3,0,0,0,1,0,1,1,0,1,1,0,1,2,1,0,0,0,1,0,3,2,0,0,1,0,0,1,0,0,0,0,3,2,2,6,0,0,1,1,1,3,1,0,0,D
Tottenham,Newcastle,Chelsea,D,West Ham,A,Aston Villa,A,Hull,H,Everton,D,Everton,H,Cardiff,A,Liverpool,D,Sunderland,H,Chelsea,H,16019.0,1,1,1,5,1,0,1,1,0,3,0,0,0,0,0,0,2,3,4,0,0,1,1,0,3,3,0,0,0,0,0,4,1,0,0,0,3,2,3,1,0,0,0,1,2,1,0,0,0,1,2,2,2,3,1,0,0,2,1,1,1,0,0,1,2,0,2,2,0,0,A
West Ham,Chelsea,Tottenham,A,Man City,A,Swansea,D,Aston Villa,D,Norwich,H,Norwich,A,Cardiff,H,Man City,H,Newcastle,H,West Brom,D,16032.0,0,0,3,0,0,0,0,1,1,3,1,2,0,0,0,0,0,1,3,0,0,1,0,0,0,2,0,0,0,3,1,1,1,0,0,0,1,3,1,1,0,0,1,4,1,1,2,0,0,1,2,1,2,3,0,0,0,2,0,2,2,0,0,1,2,2,3,7,0,0,A
Stoke,Sunderland,Fulham,H,West Brom,D,Man United,H,Southampton,D,Swansea,D,Man United,A,Swansea,H,Newcastle,H,Hull,H,Man City,H,16032.0,0,1,0,3,2,0,0,1,0,0,1,0,0,0,0,3,2,2,6,0,0,1,1,1,3,1,0,0,0,3,3,5,3,0,0,1,1,2,2,4,0,0,0,4,0,1,2,0,0,1,2,1,1,1,0,0,0,1,0,2,0,0,2,1,1,0,0,1,0,0,H
Newcastle,Norwich,Cardiff,A,Liverpool,D,Sunderland,H,Chelsea,H,Tottenham,A,Chelsea,A,Arsenal,H,Cardiff,D,Man City,H,West Ham,H,16032.0,0,1,2,1,0,0,0,1,2,2,2,3,1,0,0,2,1,1,1,0,0,1,2,0,2,2,0,0,0,0,1,1,2,0,0,1,1,3,1,1,0,0,0,4,1,0,0,0,0,1,0,0,1,1,0,0,0,7,0,1,1,0,0,1,3,1,1,1,0,0,H
Everton,Liverpool,Man City,H,Hull,H,Aston Villa,A,Tottenham,D,Crystal Palace,D,Crystal Palace,H,Newcastle,D,West Brom,H,Arsenal,H,Fulham,H,16032.0,0,3,1,5,4,0,0,1,2,1,3,1,0,0,0,0,2,0,2,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,1,3,1,2,1,0,0,0,2,2,2,3,1,0,1,4,1,0,2,0,0,0,2,0,2,1,0,0,1,4,0,0,1,0,0,D
Fulham,Swansea,Stoke,H,Crystal Palace,A,Southampton,H,Man United,A,Liverpool,H,Southampton,H,Sunderland,H,West Ham,D,Cardiff,H,Stoke,D,16032.0,1,1,0,3,2,0,0,0,1,4,0,1,0,0,0,2,0,0,2,0,0,1,1,3,2,1,0,0,0,4,0,0,1,0,0,0,2,0,3,1,0,0,1,4,0,1,2,0,0,1,0,0,1,3,0,0,0,1,0,1,1,0,1,1,3,3,5,3,0,0,A
Arsenal,Southampton,West Brom,D,Norwich,H,Crystal Palace,A,Liverpool,H,Man United,H,Swansea,H,Man United,D,Fulham,H,Stoke,D,Hull,H,16032.0,0,1,1,1,2,0,0,1,4,1,0,0,0,0,0,0,2,0,0,0,1,1,2,0,2,1,0,0,0,1,0,2,3,0,0,1,2,0,3,1,0,0,0,1,1,2,3,0,0,1,2,0,0,2,0,0,0,1,1,3,1,0,0,1,4,1,1,2,0,0,H
Hull,Crystal Palace,Aston Villa,D,Everton,H,Tottenham,H,Sunderland,H,Southampton,H,Liverpool,H,Fulham,A,Arsenal,A,West Brom,H,Everton,D,16032.0,1,0,0,2,1,0,0,0,2,1,3,1,0,0,0,1,0,3,3,0,0,1,1,0,2,0,0,2,0,4,1,1,2,0,0,0,3,1,2,1,0,0,1,1,4,0,1,0,0,1,0,2,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,A
Cardiff,Man United,Newcastle,A,Chelsea,H,Norwich,D,Swansea,H,Aston Villa,H,Sunderland,A,Southampton,D,Stoke,H,Fulham,A,Arsenal,H,16033.0,1,1,2,1,0,0,0,0,4,1,1,2,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,2,0,1,1,0,0,0,1,2,2,4,0,0,1,1,1,2,3,0,0,1,3,2,2,6,0,0,0,1,3,2,1,0,0,1,1,0,2,3,0,0,D
Man City,Tottenham,Everton,H,West Ham,A,Chelsea,H,Norwich,H,Sunderland,H,West Ham,A,Aston Villa,A,Hull,H,Everton,D,Newcastle,A,16033.0,1,3,1,5,4,0,0,0,1,3,1,2,0,0,0,2,1,2,3,0,0,1,7,0,1,1,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,2,3,4,0,0,1,1,0,3,3,0,0,0,0,0,4,1,0,0,1,0,1,1,2,0,0,H
West Brom,Aston Villa,Arsenal,D,Stoke,D,Liverpool,H,Crystal Palace,H,Chelsea,D,Hull,D,Tottenham,A,Everton,A,West Ham,D,Cardiff,H,16034.0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,4,1,0,2,0,0,1,2,0,0,1,0,0,0,2,2,3,7,0,0,0,0,0,2,1,0,0,1,0,2,3,4,0,0,1,0,2,0,2,0,0,0,0,0,0,2,0,0,1,2,0,1,1,0,0,D
Aston Villa,Sunderland,Tottenham,A,Everton,A,West Ham,D,Cardiff,H,West Brom,D,Swansea,H,Newcastle,H,Hull,H,Man City,H,Stoke,H,16039.0,1,0,2,3,4,0,0,1,0,2,0,2,0,0,0,0,0,0,2,0,0,1,2,0,1,1,0,0,0,2,2,1,2,0,0,0,4,0,1,2,0,0,1,2,1,1,1,0,0,0,1,0,2,0,0,2,1,1,0,0,1,0,0,0,2,0,2,1,0,1,D
Cardiff,Arsenal,Chelsea,H,Norwich,D,Swansea,H,Aston Villa,H,Man United,D,Norwich,H,Crystal Palace,A,Liverpool,H,Man United,H,Southampton,H,16039.0,0,4,1,1,2,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,2,0,1,1,0,0,1,2,2,4,2,0,0,1,4,1,0,0,0,0,0,0,2,0,0,0,1,1,2,0,2,1,0,0,0,1,0,2,3,0,0,1,2,0,0,3,0,0,A
Everton,Stoke,Hull,H,Aston Villa,A,Tottenham,D,Crystal Palace,D,Liverpool,D,West Brom,D,Man United,H,Southampton,D,Swansea,D,Sunderland,H,16039.0,1,2,1,3,1,0,0,0,0,2,0,2,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,1,3,3,4,3,0,0,1,0,0,1,0,0,0,0,3,2,2,6,0,0,1,1,1,3,1,0,0,0,3,3,5,3,0,0,1,2,0,2,1,0,1,H
Newcastle,West Brom,Liverpool,D,Sunderland,H,Chelsea,H,Tottenham,A,Norwich,H,Stoke,D,Liverpool,H,Crystal Palace,H,Chelsea,D,Aston Villa,D,16039.0,1,2,2,2,3,1,0,0,2,1,1,1,0,0,1,2,0,2,2,0,0,0,0,1,1,2,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,2,0,0,1,2,0,0,1,0,0,0,2,2,3,7,0,0,1,2,2,1,2,0,0,H
Norwich,Crystal Palace,Arsenal,H,Cardiff,D,Man City,H,West Ham,H,Newcastle,H,Fulham,A,Arsenal,A,West Brom,H,Everton,D,Hull,A,16039.0,0,4,1,0,0,0,0,1,0,0,1,1,0,0,0,7,0,1,1,0,0,1,3,1,1,1,0,0,0,2,1,0,1,0,0,1,1,4,0,1,0,0,1,0,2,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,1,H
West Ham,Fulham,Man City,A,Swansea,D,Aston Villa,D,Norwich,H,Chelsea,A,Crystal Palace,A,Southampton,H,Man United,A,Liverpool,H,Swansea,A,16039.0,1,1,3,1,2,0,0,0,0,0,1,3,0,0,1,0,0,0,2,0,0,0,3,1,1,1,0,0,1,0,3,0,0,0,0,0,1,4,0,1,0,0,0,2,0,0,2,0,0,1,1,3,2,1,0,0,0,4,0,0,1,0,0,1,1,2,3,1,0,0,H
Man City,Swansea,West Ham,A,Chelsea,H,Norwich,H,Sunderland,H,Tottenham,H,Sunderland,H,West Ham,D,Cardiff,H,Stoke,D,Fulham,A,16040.0,0,1,3,1,2,0,0,0,2,1,2,3,0,0,1,7,0,1,1,0,0,0,1,0,0,1,0,0,1,6,0,1,3,0,0,1,4,0,1,2,0,0,1,0,0,1,3,0,0,0,1,0,1,1,0,1,1,3,3,5,3,0,0,0,1,2,3,1,0,0,H
Chelsea,Southampton,Cardiff,H,Man City,H,Newcastle,H,West Brom,D,West Ham,A,Man United,D,Fulham,H,Stoke,D,Hull,H,Arsenal,H,16040.0,1,4,1,1,2,0,0,1,2,1,2,3,0,0,0,2,0,2,2,0,0,1,2,2,3,7,0,0,0,0,3,0,0,0,0,0,1,1,2,3,0,0,1,2,0,0,2,0,0,0,1,1,3,1,0,0,1,4,1,1,2,0,0,0,2,0,0,3,0,0,H
Hull,Liverpool,Everton,H,Tottenham,H,Sunderland,H,Southampton,H,Crystal Palace,A,Newcastle,D,West Brom,H,Arsenal,H,Fulham,H,Everton,D,16040.0,0,2,1,3,1,0,0,0,1,0,3,3,0,0,1,1,0,2,0,0,2,0,4,1,1,2,0,0,1,0,1,2,1,0,1,0,2,2,2,3,1,0,1,4,1,0,2,0,0,0,2,0,2,1,0,0,1,4,0,0,1,0,0,0,3,3,4,3,0,0,H
Tottenham,Man United,Aston Villa,A,Hull,H,Everton,D,Newcastle,A,Man City,H,Southampton,D,Stoke,H,Fulham,A,Arsenal,H,Cardiff,D,16040.0,0,0,2,3,4,0,0,1,1,0,3,3,0,0,0,0,0,4,1,0,0,1,0,1,1,2,0,0,0,6,0,1,3,0,0,1,1,1,2,3,0,0,1,3,2,2,6,0,0,0,1,3,2,1,0,0,1,1,0,2,3,0,0,0,2,2,4,2,0,0,D
Crystal Palace,West Ham,Arsenal,A,West Brom,H,Everton,D,Hull,A,Norwich,H,Swansea,D,Aston Villa,D,Norwich,H,Chelsea,A,Fulham,H,16042.0,1,0,2,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,1,0,1,0,1,2,0,0,0,0,0,1,3,0,0,1,0,0,0,2,0,0,0,3,1,1,1,0,0,1,0,3,0,0,0,0,1,3,0,3,2,0,0,H
Arsenal,Hull,Crystal Palace,A,Liverpool,H,Man United,H,Southampton,H,Cardiff,A,Tottenham,H,Sunderland,H,Southampton,H,Crystal Palace,A,Liverpool,H,16043.0,0,0,2,0,0,0,1,1,2,0,2,1,0,0,0,1,0,2,3,0,0,1,2,0,0,3,0,0,0,0,3,0,3,0,0,0,1,0,3,3,0,0,1,1,0,2,0,0,2,0,4,1,1,2,0,0,1,0,1,2,1,0,1,1,3,1,2,0,0,0,H
Fulham,Tottenham,Southampton,H,Man United,A,Liverpool,H,Swansea,A,West Ham,H,Hull,H,Everton,D,Newcastle,A,Man City,H,Man United,D,16043.0,0,2,0,0,2,0,0,1,1,3,2,1,0,0,0,4,0,0,1,0,0,1,1,2,3,1,0,0,0,3,0,3,2,0,0,1,1,0,3,3,0,0,0,0,0,4,1,0,0,1,0,1,1,2,0,0,0,6,0,1,3,0,0,1,2,2,1,3,0,0,A
Liverpool,Norwich,West Brom,H,Arsenal,H,Fulham,H,Everton,D,Hull,H,Cardiff,D,Man City,H,West Ham,H,Newcastle,H,Crystal Palace,H,16043.0,1,4,1,0,2,0,0,0,2,0,2,1,0,0,1,4,0,0,1,0,0,0,3,3,4,3,0,0,0,3,1,2,0,0,0,1,0,0,1,1,0,0,0,7,0,1,1,0,0,1,3,1,1,1,0,0,0,2,1,0,1,0,0,1,1,0,1,2,0,0,H
Man United,Everton,Stoke,H,Fulham,A,Arsenal,H,Cardiff,D,Tottenham,D,Aston Villa,A,Tottenham,D,Crystal Palace,D,Liverpool,D,Stoke,H,16043.0,1,3,2,2,6,0,0,0,1,3,2,1,0,0,1,1,0,2,3,0,0,0,2,2,4,2,0,0,0,2,2,1,3,0,0,0,0,2,0,2,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,1,3,3,4,3,0,0,1,4,0,0,3,0,0,A
Southampton,Aston Villa,Fulham,H,Stoke,D,Hull,H,Arsenal,H,Chelsea,H,Everton,A,West Ham,D,Cardiff,H,West Brom,D,Sunderland,D,16043.0,1,2,0,0,2,0,0,0,1,1,3,1,0,0,1,4,1,1,2,0,0,0,2,0,0,3,0,0,0,3,1,1,4,0,0,1,0,2,0,2,0,0,0,0,0,0,2,0,0,1,2,0,1,1,0,0,0,2,2,1,2,0,0,1,0,0,2,1,0,0,A
Stoke,Cardiff,Man United,H,Southampton,D,Swansea,D,Sunderland,H,Everton,H,Norwich,D,Swansea,H,Aston Villa,H,Man United,D,Arsenal,A,16043.0,0,3,2,2,6,0,0,1,1,1,3,1,0,0,0,3,3,5,3,0,0,1,2,0,2,1,0,1,0,4,0,0,3,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,2,0,1,1,0,0,1,2,2,4,2,0,0,1,0,3,0,3,0,0,D
Sunderland,Chelsea,Newcastle,H,Hull,H,Man City,H,Stoke,H,Aston Villa,D,Man City,H,Newcastle,H,West Brom,D,West Ham,A,Southampton,H,16043.0,1,2,1,1,1,0,0,0,1,0,2,0,0,2,1,1,0,0,1,0,0,0,2,0,2,1,0,1,0,0,0,2,1,0,0,1,2,1,2,3,0,0,0,2,0,2,2,0,0,1,2,2,3,7,0,0,0,0,3,0,0,0,0,1,3,1,1,4,0,0,A
Swansea,Newcastle,West Ham,D,Cardiff,H,Stoke,D,Fulham,A,Man City,H,Sunderland,H,Chelsea,H,Tottenham,A,Norwich,H,West Brom,H,16043.0,1,0,0,1,3,0,0,0,1,0,1,1,0,1,1,3,3,5,3,0,0,0,1,2,3,1,0,0,0,3,0,1,0,0,0,0,2,1,1,1,0,0,1,2,0,2,2,0,0,0,0,1,1,2,0,0,1,2,1,0,1,0,0,1,2,1,1,2,0,0,H
West Brom,Man City,Liverpool,H,Crystal Palace,H,Chelsea,D,Aston Villa,D,Newcastle,H,Chelsea,H,Norwich,H,Sunderland,H,Tottenham,H,Swansea,H,16043.0,0,4,1,0,2,0,0,1,2,0,0,1,0,0,0,2,2,3,7,0,0,1,2,2,1,2,0,0,0,2,1,1,2,0,0,0,2,1,2,3,0,0,1,7,0,1,1,0,0,0,1,0,0,1,0,0,1,6,0,1,3,0,0,1,3,0,1,0,0,0,A
Sunderland,Tottenham,Hull,H,Man City,H,Stoke,H,Aston Villa,D,Chelsea,A,Everton,D,Newcastle,A,Man City,H,Man United,D,Fulham,A,16046.0,0,1,0,2,0,0,2,1,1,0,0,1,0,0,0,2,0,2,1,0,1,0,0,0,2,1,0,0,1,3,4,4,3,0,0,0,0,0,4,1,0,0,1,0,1,1,2,0,0,0,6,0,1,3,0,0,1,2,2,1,3,0,0,0,1,2,2,1,0,0,A
Stoke,Chelsea,Southampton,D,Swansea,D,Sunderland,H,Everton,H,Cardiff,D,Newcastle,H,West Brom,D,West Ham,A,Southampton,H,Sunderland,A,16046.0,1,1,1,3,1,0,0,0,3,3,5,3,0,0,1,2,0,2,1,0,1,0,4,0,0,3,0,0,1,0,0,2,2,0,0,0,2,0,2,2,0,0,1,2,2,3,7,0,0,0,0,3,0,0,0,0,1,3,1,1,4,0,0,0,3,4,4,3,0,0,H
Southampton,Man City,Stoke,D,Hull,H,Arsenal,H,Chelsea,H,Aston Villa,A,Norwich,H,Sunderland,H,Tottenham,H,Swansea,H,West Brom,A,16046.0,0,1,1,3,1,0,0,1,4,1,1,2,0,0,0,2,0,0,3,0,0,0,3,1,1,4,0,0,1,2,3,3,2,0,0,1,7,0,1,1,0,0,0,1,0,0,1,0,0,1,6,0,1,3,0,0,1,3,0,1,0,0,0,0,2,3,1,1,0,0,D
West Brom,Norwich,Crystal Palace,H,Chelsea,D,Aston Villa,D,Newcastle,H,Man City,A,Man City,H,West Ham,H,Newcastle,H,Crystal Palace,H,Liverpool,H,16046.0,1,2,0,0,1,0,0,0,2,2,3,7,0,0,1,2,2,1,2,0,0,0,2,1,1,2,0,0,1,2,3,1,1,0,0,0,7,0,1,1,0,0,1,3,1,1,1,0,0,0,2,1,0,1,0,0,1,1,0,1,2,0,0,0,5,1,3,1,0,0,A
Liverpool,West Ham,Arsenal,H,Fulham,H,Everton,D,Hull,H,Norwich,H,Aston Villa,D,Norwich,H,Chelsea,A,Fulham,H,Crystal Palace,H,16046.0,0,2,0,2,1,0,0,1,4,0,0,1,0,0,0,3,3,4,3,0,0,0,3,1,2,0,0,0,1,5,1,3,1,0,0,1,0,0,0,2,0,0,0,3,1,1,1,0,0,1,0,3,0,0,0,0,1,3,0,3,2,0,0,0,1,0,1,2,0,0,H
Crystal Palace,Cardiff,West Brom,H,Everton,D,Hull,A,Norwich,H,West Ham,H,Swansea,H,Aston Villa,H,Man United,D,Arsenal,A,Stoke,D,16046.0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,1,0,1,0,1,2,0,0,1,1,0,1,2,0,0,1,1,0,1,1,0,1,0,2,0,1,1,0,0,1,2,2,4,2,0,0,1,0,3,0,3,0,0,0,0,0,2,2,0,0,H
Man United,Newcastle,Fulham,A,Arsenal,H,Cardiff,D,Tottenham,D,Everton,A,Chelsea,H,Tottenham,A,Norwich,H,West Brom,H,Swansea,H,16046.0,0,1,3,2,1,0,0,1,1,0,2,3,0,0,0,2,2,4,2,0,0,0,2,2,1,3,0,0,1,0,1,2,0,0,0,1,2,0,2,2,0,0,0,0,1,1,2,0,0,1,2,1,0,1,0,0,1,2,1,1,2,0,0,0,3,0,0,2,0,0,A
Arsenal,Everton,Liverpool,H,Man United,H,Southampton,H,Cardiff,A,Hull,H,Tottenham,D,Crystal Palace,D,Liverpool,D,Stoke,H,Man United,A,16047.0,1,2,0,2,1,0,0,0,1,0,2,3,0,0,1,2,0,0,3,0,0,0,0,3,0,3,0,0,1,2,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,1,3,3,4,3,0,0,1,4,0,0,3,0,0,0,0,1,2,0,0,0,D
Fulham,Aston Villa,Man United,A,Liverpool,H,Swansea,A,West Ham,H,Tottenham,A,West Ham,D,Cardiff,H,West Brom,D,Sunderland,D,Southampton,A,16047.0,1,1,3,2,1,0,0,0,4,0,0,1,0,0,1,1,2,3,1,0,0,0,3,0,3,2,0,0,1,1,2,2,1,0,0,0,0,0,0,2,0,0,1,2,0,1,1,0,0,0,2,2,1,2,0,0,1,0,0,2,1,0,0,0,2,3,3,2,0,0,H
Swansea,Hull,Cardiff,H,Stoke,D,Fulham,A,Man City,H,Newcastle,H,Sunderland,H,Southampton,H,Crystal Palace,A,Liverpool,H,Arsenal,H,16048.0,0,1,0,1,1,0,1,1,3,3,5,3,0,0,0,1,2,3,1,0,0,0,3,0,1,0,0,0,1,3,0,0,2,0,0,1,1,0,2,0,0,2,0,4,1,1,2,0,0,1,0,1,2,1,0,1,1,3,1,2,0,0,0,0,2,0,0,0,0,0,D
West Ham,Sunderland,Norwich,H,Chelsea,A,Fulham,H,Crystal Palace,H,Liverpool,H,Man City,H,Stoke,H,Aston Villa,D,Chelsea,A,Tottenham,A,16053.0,0,3,1,1,1,0,0,1,0,3,0,0,0,0,1,3,0,3,2,0,0,0,1,0,1,2,0,0,0,4,1,0,3,0,1,1,1,0,0,1,0,0,0,2,0,2,1,0,1,0,0,0,2,1,0,0,1,3,4,4,3,0,0,1,1,2,2,0,0,0,D
Newcastle,Southampton,Tottenham,A,Norwich,H,West Brom,H,Swansea,H,Man United,A,Hull,H,Arsenal,H,Chelsea,H,Aston Villa,A,Man City,D,16053.0,0,0,1,1,2,0,0,1,2,1,0,1,0,0,1,2,1,1,2,0,0,0,3,0,0,2,0,0,0,0,1,0,2,0,0,1,4,1,1,2,0,0,0,2,0,0,3,0,0,0,3,1,1,4,0,0,1,2,3,3,2,0,0,1,1,1,0,2,0,0,D
Man City,Arsenal,Sunderland,H,Tottenham,H,Swansea,H,West Brom,A,Southampton,D,Man United,H,Southampton,H,Cardiff,A,Hull,H,Everton,D,16053.0,0,1,0,0,1,0,0,1,6,0,1,3,0,0,1,3,0,1,0,0,0,0,2,3,1,1,0,0,0,1,1,0,2,0,0,0,1,0,2,3,0,0,1,2,0,0,3,0,0,0,0,3,0,3,0,0,1,2,0,0,0,0,0,1,1,1,0,4,0,0,H
Hull,Stoke,Southampton,H,Crystal Palace,A,Liverpool,H,Arsenal,H,Swansea,D,Swansea,D,Sunderland,H,Everton,H,Cardiff,D,Chelsea,H,16053.0,0,4,1,1,2,0,0,1,0,1,2,1,0,1,1,3,1,2,0,0,0,0,2,0,0,0,0,0,0,1,1,3,3,0,0,0,3,3,5,3,0,0,1,2,0,2,1,0,1,0,4,0,0,3,0,0,1,0,0,2,2,0,0,1,3,2,4,1,0,0,D
Chelsea,Crystal Palace,West Brom,D,West Ham,A,Southampton,H,Sunderland,A,Stoke,H,Everton,D,Hull,A,Norwich,H,West Ham,H,Cardiff,H,16053.0,1,2,2,3,7,0,0,0,0,3,0,0,0,0,1,3,1,1,4,0,0,0,3,4,4,3,0,0,0,3,2,4,1,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,1,0,1,0,1,2,0,0,1,1,0,1,2,0,0,1,2,0,0,0,0,0,H
Cardiff,West Brom,Aston Villa,H,Man United,D,Arsenal,A,Stoke,D,Crystal Palace,H,Chelsea,D,Aston Villa,D,Newcastle,H,Man City,A,Norwich,A,16053.0,0,2,0,1,1,0,0,1,2,2,4,2,0,0,1,0,3,0,3,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,2,3,7,0,0,1,2,2,1,2,0,0,0,2,1,1,2,0,0,1,2,3,1,1,0,0,1,0,2,1,3,0,0,H
Everton,Fulham,Crystal Palace,D,Liverpool,D,Stoke,H,Man United,A,Arsenal,D,Liverpool,H,Swansea,A,West Ham,H,Tottenham,A,Aston Villa,H,16053.0,0,0,0,1,0,0,0,1,3,3,4,3,0,0,1,4,0,0,3,0,0,0,0,1,2,0,0,0,0,1,1,0,4,0,0,0,4,0,0,1,0,0,1,1,2,3,1,0,0,0,3,0,3,2,0,0,1,1,2,2,1,0,0,1,2,0,0,2,0,0,H
Aston Villa,Man United,Cardiff,H,West Brom,D,Sunderland,D,Southampton,A,Fulham,H,Arsenal,H,Cardiff,D,Tottenham,D,Everton,A,Newcastle,A,16054.0,1,2,0,1,1,0,0,0,2,2,1,2,0,0,1,0,0,2,1,0,0,0,2,3,3,2,0,0,0,2,0,0,2,0,0,1,1,0,2,3,0,0,0,2,2,4,2,0,0,0,2,2,1,3,0,0,1,0,1,2,0,0,0,1,0,1,0,2,0,0,A
Norwich,Swansea,West Ham,H,Newcastle,H,Crystal Palace,H,Liverpool,H,West Brom,A,Stoke,D,Fulham,A,Man City,H,Newcastle,H,Hull,D,16054.0,1,3,1,1,1,0,0,0,2,1,0,1,0,0,1,1,0,1,2,0,0,0,5,1,3,1,0,0,0,0,2,1,3,0,0,1,3,3,5,3,0,0,0,1,2,3,1,0,0,0,3,0,1,0,0,0,1,3,0,0,2,0,0,1,1,1,3,3,0,0,D
Tottenham,Liverpool,Newcastle,A,Man City,H,Man United,D,Fulham,A,Sunderland,A,Fulham,H,Everton,D,Hull,H,Norwich,H,West Ham,H,16054.0,1,0,1,1,2,0,0,0,6,0,1,3,0,0,1,2,2,1,3,0,0,0,1,2,2,1,0,0,0,1,2,2,0,0,0,1,4,0,0,1,0,0,0,3,3,4,3,0,0,0,3,1,2,0,0,0,1,5,1,3,1,0,0,1,4,1,0,3,0,1,A
Sunderland,Norwich,Stoke,H,Aston Villa,D,Chelsea,A,Tottenham,A,West Ham,D,Newcastle,H,Crystal Palace,H,Liverpool,H,West Brom,A,Swansea,D,16060.0,0,2,0,2,1,0,1,0,0,0,2,1,0,0,1,3,4,4,3,0,0,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,1,1,0,1,2,0,0,0,5,1,3,1,0,0,0,0,2,1,3,0,0,1,1,1,0,3,0,0,D
West Brom,Hull,Aston Villa,D,Newcastle,H,Man City,A,Norwich,A,Cardiff,H,Crystal Palace,A,Liverpool,H,Arsenal,H,Swansea,D,Stoke,D,16060.0,1,2,2,1,2,0,0,0,2,1,1,2,0,0,1,2,3,1,1,0,0,1,0,2,1,3,0,0,0,1,0,2,1,0,0,1,0,1,2,1,0,1,1,3,1,2,0,0,0,0,2,0,0,0,0,0,0,1,1,3,3,0,0,1,0,0,1,0,0,0,D
Stoke,Aston Villa,Sunderland,H,Everton,H,Cardiff,D,Chelsea,H,Hull,D,West Brom,D,Sunderland,D,Southampton,A,Fulham,H,Man United,A,16060.0,1,2,0,2,1,0,1,0,4,0,0,3,0,0,1,0,0,2,2,0,0,1,3,2,4,1,0,0,0,0,0,1,0,0,0,0,2,2,1,2,0,0,1,0,0,2,1,0,0,0,2,3,3,2,0,0,0,2,0,0,2,0,0,1,0,3,4,2,0,0,H
Liverpool,Cardiff,Everton,D,Hull,H,Norwich,H,West Ham,H,Tottenham,A,Man United,D,Arsenal,A,Stoke,D,Crystal Palace,H,West Brom,H,16060.0,0,3,3,4,3,0,0,0,3,1,2,0,0,0,1,5,1,3,1,0,0,1,4,1,0,3,0,1,0,0,5,3,0,1,0,1,2,2,4,2,0,0,1,0,3,0,3,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,1,0,2,1,0,0,H
Fulham,Man City,Swansea,A,West Ham,H,Tottenham,A,Aston Villa,H,Everton,H,Tottenham,H,Swansea,H,West Brom,A,Southampton,D,Arsenal,H,16060.0,1,1,2,3,1,0,0,0,3,0,3,2,0,0,1,1,2,2,1,0,0,1,2,0,0,2,0,0,0,4,1,1,2,0,0,1,6,0,1,3,0,0,1,3,0,1,0,0,0,0,2,3,1,1,0,0,0,1,1,0,2,0,0,1,6,3,2,1,0,0,A
Crystal Palace,Newcastle,Hull,A,Norwich,H,West Ham,H,Cardiff,H,Chelsea,H,Norwich,H,West Brom,H,Swansea,H,Man United,A,Southampton,D,16060.0,0,0,1,2,1,0,1,0,1,0,1,2,0,0,1,1,0,1,2,0,0,1,2,0,0,0,0,0,0,2,1,2,1,0,0,1,2,1,0,1,0,0,1,2,1,1,2,0,0,0,3,0,0,2,0,0,0,0,1,0,2,0,0,1,1,1,1,2,0,0,A
Man United,West Ham,Cardiff,D,Tottenham,D,Everton,A,Newcastle,A,Aston Villa,A,Chelsea,A,Fulham,H,Crystal Palace,H,Liverpool,H,Sunderland,D,16060.0,0,2,2,4,2,0,0,0,2,2,1,3,0,0,1,0,1,2,0,0,0,1,0,1,0,2,0,0,0,0,3,4,2,0,0,1,0,3,0,0,0,0,1,3,0,3,2,0,0,0,1,0,1,2,0,0,0,4,1,0,3,0,1,1,0,0,1,0,0,0,H
