0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
Arsenal,Newcastle,Swansea,H,Man United,A,West Brom,A,Southampton,H,Stoke,H,West Brom,A,QPR,H,West Ham,H,Burnley,D,Chelsea,H,16417.0,0,2,1,5,5,0,0,1,1,2,2,1,0,0,0,0,1,2,1,0,0,1,1,0,0,2,0,0,0,3,2,3,2,0,1,0,0,2,0,0,0,0,1,1,0,2,3,0,0,0,1,0,3,2,0,1,0,1,1,2,2,0,0,1,2,1,2,3,1,0,H
Burnley,Southampton,Hull,H,Stoke,A,Aston Villa,D,Newcastle,D,QPR,H,Leicester,H,Aston Villa,D,Man City,A,Arsenal,H,Man United,A,16417.0,1,1,0,6,4,0,0,0,1,2,2,2,0,0,1,1,1,3,4,0,0,1,1,1,2,2,0,0,0,2,0,1,1,1,0,1,2,0,2,2,0,0,0,1,1,1,2,0,0,1,0,3,1,2,0,1,0,1,0,0,2,0,0,1,1,2,2,1,0,0,H
Chelsea,Hull,Liverpool,A,West Brom,H,Sunderland,D,Tottenham,H,Newcastle,H,Burnley,H,Tottenham,A,Man United,H,Everton,D,West Brom,D,16417.0,0,1,2,2,5,0,0,1,2,0,1,0,0,1,0,0,0,3,2,0,0,1,3,0,1,1,0,0,0,2,1,2,3,1,0,0,1,0,6,4,0,0,1,1,2,3,1,1,0,0,3,0,2,2,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,H
Crystal Palace,Stoke,Man United,H,Liverpool,H,Swansea,D,Aston Villa,A,Tottenham,D,Tottenham,A,Burnley,A,Liverpool,H,Man United,H,Arsenal,H,16417.0,0,1,0,1,3,0,0,1,3,1,1,2,0,0,0,1,1,0,2,0,0,1,0,1,2,2,0,0,0,0,0,1,0,0,0,0,1,2,3,2,1,0,1,1,2,2,2,0,0,0,1,0,0,3,0,0,0,2,1,2,4,0,0,1,3,2,3,2,0,1,D
Leicester,Man City,Southampton,H,Sunderland,D,QPR,H,Liverpool,A,Aston Villa,H,QPR,D,Swansea,H,Southampton,A,Sunderland,A,Everton,H,16417.0,0,2,0,2,2,0,0,1,0,0,2,3,0,0,0,3,2,3,2,0,0,1,1,3,1,2,1,0,0,2,1,4,4,0,1,0,2,2,4,2,0,0,1,2,1,2,1,0,0,0,0,3,1,2,0,1,0,1,4,1,1,0,0,1,1,0,3,3,0,0,A
Sunderland,West Ham,Everton,D,Leicester,D,Chelsea,D,Man City,A,Liverpool,D,Aston Villa,D,Everton,H,Newcastle,H,West Brom,A,Swansea,H,16417.0,1,1,1,1,2,0,0,0,0,0,2,3,0,0,1,0,0,3,2,0,0,1,1,4,1,1,0,0,0,0,0,1,3,0,0,1,0,0,0,3,0,0,0,2,1,2,3,0,0,1,1,0,3,2,0,1,0,1,2,2,1,0,0,1,3,1,0,1,0,1,D
West Brom,Aston Villa,Newcastle,A,Chelsea,H,Arsenal,A,West Ham,A,Hull,D,West Ham,D,Southampton,D,Burnley,D,Crystal Palace,A,Leicester,H,16417.0,1,0,2,0,0,0,0,0,2,0,1,0,0,1,1,0,1,2,1,0,0,1,1,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,1,1,1,2,0,0,0,1,1,3,4,0,0,0,0,1,2,2,0,0,1,2,1,4,4,0,1,H
Swansea,Tottenham,Arsenal,H,Man City,H,Crystal Palace,D,QPR,H,West Ham,H,Stoke,A,Hull,A,Everton,H,Chelsea,H,Crystal Palace,D,16418.0,1,2,1,5,5,0,0,0,2,1,2,1,0,0,1,1,1,0,2,0,0,1,2,0,2,2,0,0,0,3,1,0,1,0,1,1,1,2,3,2,1,0,0,1,2,3,1,1,0,1,2,1,5,1,0,0,0,3,0,1,1,0,0,1,0,0,1,0,0,0,A
Man United,Liverpool,Crystal Palace,H,Arsenal,A,Hull,H,Stoke,H,Southampton,A,Chelsea,A,Crystal Palace,H,Stoke,H,Leicester,A,Sunderland,D,16418.0,1,1,0,1,3,0,0,0,1,2,2,1,0,0,1,3,0,2,2,0,0,1,2,1,2,4,0,0,0,1,2,2,1,0,0,1,1,2,2,5,0,0,0,3,1,1,2,0,0,1,1,0,0,3,0,0,0,1,3,1,2,1,0,1,0,0,1,3,0,0,H
Everton,QPR,Sunderland,D,West Ham,H,Tottenham,H,Hull,D,Man City,H,Man City,D,Newcastle,H,Leicester,H,Swansea,H,Burnley,H,16419.0,0,1,1,1,2,0,0,1,2,1,2,3,0,0,0,2,1,5,1,0,0,1,1,1,1,1,0,0,0,1,0,3,3,0,0,1,2,2,4,2,0,0,0,1,0,2,3,0,0,1,3,2,3,2,0,0,0,2,0,2,2,0,0,1,2,0,1,1,1,0,H
Aston Villa,Man United,Southampton,D,Burnley,D,Crystal Palace,A,Leicester,H,West Brom,H,Arsenal,A,Hull,H,Stoke,H,Southampton,A,Liverpool,H,16424.0,1,1,1,1,2,0,0,0,1,1,3,4,0,0,0,0,1,2,2,0,0,1,2,1,4,4,0,1,0,1,0,4,2,0,1,0,1,2,2,1,0,0,1,3,0,2,2,0,0,1,2,1,2,4,0,0,0,1,2,2,1,0,0,1,3,0,4,3,0,0,D
Hull,Swansea,Tottenham,A,Man United,H,Everton,D,West Brom,D,Chelsea,H,Man City,H,Crystal Palace,D,QPR,H,West Ham,H,Tottenham,A,16424.0,1,1,2,3,1,1,0,0,3,0,2,2,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,2,0,3,3,0,1,0,2,1,2,1,0,0,1,1,1,0,2,0,0,1,2,0,2,2,0,0,0,3,1,0,1,0,1,1,1,2,3,4,0,0,A
Man City,Crystal Palace,Swansea,H,Southampton,A,Sunderland,A,Everton,H,Leicester,A,Liverpool,H,Swansea,D,Aston Villa,A,Tottenham,D,Stoke,D,16424.0,1,2,1,2,1,0,0,0,0,3,1,2,0,1,0,1,4,1,1,0,0,1,1,0,3,3,0,0,0,0,1,0,2,0,0,1,3,1,1,2,0,0,0,1,1,0,2,0,0,1,0,1,2,2,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,H
QPR,West Brom,Newcastle,H,Leicester,H,Swansea,H,Burnley,H,Everton,H,Chelsea,H,Arsenal,A,West Ham,A,Hull,D,Aston Villa,H,16424.0,0,1,0,2,3,0,0,1,3,2,3,2,0,0,0,2,0,2,2,0,0,1,2,0,1,1,1,0,0,3,1,1,1,0,0,0,2,0,1,0,0,1,1,0,1,2,1,0,0,1,1,2,2,1,0,0,0,0,0,1,1,0,0,1,1,0,4,2,0,1,H
Southampton,Everton,Aston Villa,D,Man City,A,Arsenal,H,Man United,A,Burnley,H,West Ham,H,Tottenham,H,Hull,D,Man City,H,QPR,H,16424.0,0,1,1,1,2,0,0,1,0,3,1,2,0,1,0,1,0,0,2,0,0,1,1,2,2,1,0,0,0,1,0,1,3,0,0,1,2,1,2,3,0,0,0,2,1,5,1,0,0,1,1,1,1,1,0,0,0,1,0,3,3,0,0,1,3,1,1,1,0,0,H
Tottenham,Burnley,Hull,A,Everton,H,Chelsea,H,Crystal Palace,D,Swansea,A,Stoke,A,Aston Villa,D,Newcastle,D,QPR,H,Southampton,H,16424.0,0,1,2,3,1,1,0,1,2,1,5,1,0,0,0,3,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2,3,4,0,0,0,1,2,2,2,0,0,1,1,1,3,4,0,0,1,1,1,2,2,0,0,0,2,0,1,1,1,0,1,1,0,1,3,0,0,H
West Ham,Leicester,Everton,H,Newcastle,H,West Brom,A,Swansea,H,Sunderland,D,Sunderland,D,QPR,H,Liverpool,A,Aston Villa,H,Man City,A,16424.0,0,2,1,2,3,0,0,1,1,0,3,2,0,1,0,1,2,2,1,0,0,1,3,1,0,1,0,1,0,1,1,2,2,0,0,1,0,0,2,3,0,0,0,3,2,3,2,0,0,1,1,3,1,2,1,0,0,2,1,4,4,0,1,1,0,1,0,2,0,0,H
Liverpool,Arsenal,Crystal Palace,H,Stoke,H,Leicester,A,Sunderland,D,Man United,H,Man United,A,West Brom,A,Southampton,H,Stoke,H,Newcastle,H,16425.0,0,3,1,1,2,0,0,1,1,0,0,3,0,0,0,1,3,1,2,1,0,1,0,0,1,3,0,0,0,3,0,4,3,0,0,1,1,2,2,1,0,0,0,0,1,2,1,0,0,1,1,0,0,2,0,0,0,3,2,3,2,0,1,1,4,1,2,2,0,0,D
Newcastle,Sunderland,QPR,H,West Ham,H,Burnley,D,Chelsea,H,Arsenal,H,Leicester,D,Chelsea,D,Man City,A,Liverpool,D,West Ham,D,16425.0,1,1,0,2,3,0,0,0,1,0,3,2,0,1,0,1,1,2,2,0,0,1,2,1,2,3,1,0,0,4,1,2,2,0,0,0,0,0,2,3,0,0,1,0,0,3,2,0,0,1,1,4,1,1,0,0,0,0,0,1,3,0,0,1,1,1,2,2,0,0,A
Stoke,Chelsea,Burnley,A,Liverpool,H,Man United,H,Arsenal,H,Crystal Palace,D,West Brom,H,Sunderland,D,Tottenham,H,Newcastle,H,Hull,H,16426.0,1,1,2,2,2,0,0,0,1,0,0,3,0,0,0,2,1,2,4,0,0,1,3,2,3,2,0,1,0,1,1,2,0,0,0,1,2,0,1,0,0,1,0,0,0,3,2,0,0,1,3,0,1,1,0,0,0,2,1,2,3,1,0,1,2,0,3,3,0,1,A
Sunderland,Hull,Chelsea,D,Man City,A,Liverpool,D,West Ham,D,Newcastle,A,Man United,H,Everton,D,West Brom,D,Chelsea,H,Swansea,A,16430.0,1,0,0,3,2,0,0,1,1,4,1,1,0,0,0,0,0,1,3,0,0,1,1,1,2,2,0,0,0,0,1,4,4,0,0,0,3,0,2,2,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,2,0,3,3,0,1,1,0,1,2,2,0,0,A
West Brom,Man City,Arsenal,A,West Ham,A,Hull,D,Aston Villa,H,QPR,H,Southampton,A,Sunderland,A,Everton,H,Leicester,A,Crystal Palace,H,16430.0,1,0,1,2,1,0,0,1,1,2,2,1,0,0,0,0,0,1,1,0,0,1,1,0,4,2,0,1,0,3,2,1,0,0,0,0,0,3,1,2,0,1,0,1,4,1,1,0,0,1,1,0,3,3,0,0,0,0,1,0,2,0,0,1,3,0,2,1,0,0,A
Swansea,Aston Villa,Crystal Palace,D,QPR,H,West Ham,H,Tottenham,A,Hull,A,Burnley,D,Crystal Palace,A,Leicester,H,West Brom,H,Man United,D,16430.0,1,1,1,0,2,0,0,1,2,0,2,2,0,0,0,3,1,0,1,0,1,1,1,2,3,4,0,0,0,0,1,2,2,0,0,0,1,1,3,4,0,0,0,0,1,2,2,0,0,1,2,1,4,4,0,1,0,1,0,4,2,0,1,1,1,1,1,1,1,0,H
Leicester,Tottenham,QPR,H,Liverpool,A,Aston Villa,H,Man City,A,West Ham,H,Everton,H,Chelsea,H,Crystal Palace,D,Swansea,A,Burnley,H,16430.0,0,3,2,3,2,0,0,1,1,3,1,2,1,0,0,2,1,4,4,0,1,1,0,1,0,2,0,0,0,2,0,0,3,0,0,1,2,1,5,1,0,0,0,3,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2,3,4,0,0,1,2,1,1,0,0,0,A
Man United,Newcastle,Hull,H,Stoke,H,Southampton,A,Liverpool,H,Aston Villa,D,West Ham,H,Burnley,D,Chelsea,H,Arsenal,H,Sunderland,A,16430.0,1,3,0,2,2,0,0,1,2,1,2,4,0,0,0,1,2,2,1,0,0,1,3,0,4,3,0,0,0,1,1,1,1,1,0,0,1,0,3,2,0,1,0,1,1,2,2,0,0,1,2,1,2,3,1,0,0,4,1,2,2,0,0,1,0,1,4,4,0,0,H
Crystal Palace,Southampton,Swansea,D,Aston Villa,A,Tottenham,D,Stoke,D,Man City,H,Man City,A,Arsenal,H,Man United,A,Burnley,H,Everton,H,16430.0,0,1,1,0,2,0,0,1,0,1,2,2,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,3,0,2,1,0,0,1,0,3,1,2,0,1,0,1,0,0,2,0,0,1,1,2,2,1,0,0,0,1,0,1,3,0,0,1,3,0,1,1,0,0,A
Everton,Stoke,Tottenham,H,Hull,D,Man City,H,QPR,H,Southampton,H,Liverpool,H,Man United,H,Arsenal,H,Crystal Palace,D,Chelsea,A,16430.0,0,2,1,5,1,0,0,1,1,1,1,1,0,0,0,1,0,3,3,0,0,1,3,1,1,1,0,0,0,3,0,1,1,0,0,0,1,0,0,3,0,0,0,2,1,2,4,0,0,1,3,2,3,2,0,1,0,1,1,2,0,0,0,1,0,2,3,0,0,0,A
Chelsea,West Ham,Sunderland,D,Tottenham,H,Newcastle,H,Hull,H,Stoke,A,Newcastle,H,West Brom,A,Swansea,H,Sunderland,D,Leicester,H,16430.0,0,0,0,3,2,0,0,1,3,0,1,1,0,0,0,2,1,2,3,1,0,1,2,0,3,3,0,1,0,0,2,3,0,0,0,1,1,0,3,2,0,1,0,1,2,2,1,0,0,1,3,1,0,1,0,1,0,1,1,2,2,0,0,1,2,0,0,3,0,0,H
Burnley,Liverpool,Aston Villa,D,Newcastle,D,QPR,H,Southampton,H,Tottenham,H,Stoke,H,Leicester,A,Sunderland,D,Man United,H,Arsenal,D,16430.0,1,1,1,3,4,0,0,1,1,1,2,2,0,0,0,2,0,1,1,1,0,1,1,0,1,3,0,0,0,2,1,1,0,0,0,1,1,0,0,3,0,0,0,1,3,1,2,1,0,1,0,0,1,3,0,0,0,3,0,4,3,0,0,1,2,2,0,3,1,0,A
Arsenal,QPR,West Brom,A,Southampton,H,Stoke,H,Newcastle,H,Liverpool,D,Leicester,H,Swansea,H,Burnley,H,Everton,H,West Brom,H,16430.0,0,0,1,2,1,0,0,1,1,0,0,2,0,0,0,3,2,3,2,0,1,1,4,1,2,2,0,0,0,2,2,0,3,1,0,1,3,2,3,2,0,0,0,2,0,2,2,0,0,1,2,0,1,1,1,0,0,3,1,1,1,0,0,1,3,2,1,0,0,0,H
West Ham,Arsenal,West Brom,A,Swansea,H,Sunderland,D,Leicester,H,Chelsea,H,Southampton,H,Stoke,H,Newcastle,H,Liverpool,D,QPR,H,16432.0,0,1,2,2,1,0,0,1,3,1,0,1,0,1,0,1,1,2,2,0,0,1,2,0,0,3,0,0,0,2,0,0,3,0,0,1,1,0,0,2,0,0,0,3,2,3,2,0,1,1,4,1,2,2,0,0,0,2,2,0,3,1,0,1,2,1,1,4,1,0,A
Tottenham,Man United,Chelsea,H,Crystal Palace,D,Swansea,A,Burnley,H,Leicester,A,Stoke,H,Southampton,A,Liverpool,H,Aston Villa,D,Newcastle,H,16432.0,0,3,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2,3,4,0,0,1,2,1,1,0,0,0,0,1,2,1,2,0,0,1,2,1,2,4,0,0,0,1,2,2,1,0,0,1,3,0,4,3,0,0,0,1,1,1,1,1,0,1,3,1,1,2,0,0,D
Stoke,West Brom,Man United,H,Arsenal,H,Crystal Palace,D,Chelsea,A,Everton,A,West Ham,A,Hull,D,Aston Villa,H,QPR,H,Man City,A,16432.0,0,2,1,2,4,0,0,1,3,2,3,2,0,1,0,1,1,2,0,0,0,1,0,2,3,0,0,0,0,0,1,2,3,0,0,1,1,2,2,1,0,0,0,0,0,1,1,0,0,1,1,0,4,2,0,1,0,3,2,1,0,0,0,1,1,3,0,1,0,0,H
Southampton,Chelsea,Arsenal,H,Man United,A,Burnley,H,Everton,H,Crystal Palace,A,Tottenham,H,Newcastle,H,Hull,H,Stoke,A,West Ham,H,16432.0,0,1,0,0,2,0,0,1,1,2,2,1,0,0,0,1,0,1,3,0,0,1,3,0,1,1,0,0,0,1,3,1,0,0,0,1,3,0,1,1,0,0,0,2,1,2,3,1,0,1,2,0,3,3,0,1,0,0,2,3,0,0,0,1,2,0,0,3,0,0,D
QPR,Crystal Palace,Swansea,H,Burnley,H,Everton,H,West Brom,H,Arsenal,H,Aston Villa,A,Tottenham,D,Stoke,D,Man City,H,Southampton,A,16432.0,0,2,0,2,2,0,0,1,2,0,1,1,1,0,0,3,1,1,1,0,0,1,3,2,1,0,0,0,0,2,1,1,4,1,0,1,0,1,2,2,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,3,0,2,1,0,0,1,1,3,1,0,0,0,D
Newcastle,Everton,Burnley,D,Chelsea,H,Arsenal,H,Sunderland,A,Man United,H,Hull,D,Man City,H,QPR,H,Southampton,H,Stoke,A,16432.0,0,1,1,2,2,0,0,1,2,1,2,3,1,0,0,4,1,2,2,0,0,1,0,1,4,4,0,0,0,3,1,1,2,0,0,1,1,1,1,1,0,0,0,1,0,3,3,0,0,1,3,1,1,1,0,0,0,3,0,1,1,0,0,1,0,1,2,3,0,0,H
Man City,Burnley,Sunderland,A,Everton,H,Leicester,A,Crystal Palace,H,West Brom,A,Newcastle,D,QPR,H,Southampton,H,Tottenham,H,Liverpool,A,16432.0,0,1,4,1,1,0,0,1,1,0,3,3,0,0,0,0,1,0,2,0,0,1,3,0,2,1,0,0,0,1,3,0,1,0,0,1,1,1,2,2,0,0,0,2,0,1,1,1,0,1,1,0,1,3,0,0,0,2,1,1,0,0,0,1,0,1,0,1,0,0,D
Hull,Leicester,Everton,D,West Brom,D,Chelsea,H,Swansea,A,Sunderland,A,Liverpool,A,Aston Villa,H,Man City,A,West Ham,H,Tottenham,A,16432.0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,2,0,3,3,0,1,1,0,1,2,2,0,0,0,1,3,4,2,0,0,1,1,3,1,2,1,0,0,2,1,4,4,0,1,1,0,1,0,2,0,0,0,2,0,0,3,0,0,1,1,2,1,2,0,0,A
Aston Villa,Sunderland,Crystal Palace,A,Leicester,H,West Brom,H,Man United,D,Swansea,H,Man City,A,Liverpool,D,West Ham,D,Newcastle,A,Hull,A,16432.0,0,0,1,2,2,0,0,1,2,1,4,4,0,1,0,1,0,4,2,0,1,1,1,1,1,1,1,0,0,1,0,1,4,0,0,1,1,4,1,1,0,0,0,0,0,1,3,0,0,1,1,1,2,2,0,0,0,0,1,4,4,0,0,1,1,3,4,2,0,0,D
Liverpool,Swansea,Leicester,A,Sunderland,D,Man United,H,Arsenal,D,Burnley,A,QPR,H,West Ham,H,Tottenham,A,Hull,A,Aston Villa,H,16433.0,0,1,3,1,2,1,0,1,0,0,1,3,0,0,0,3,0,4,3,0,0,1,2,2,0,3,1,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,3,1,0,1,0,1,1,1,2,3,4,0,0,0,0,1,2,2,0,0,1,1,0,1,4,0,0,H
Tottenham,Chelsea,Crystal Palace,D,Swansea,A,Burnley,H,Leicester,A,Man United,D,Newcastle,H,Hull,H,Stoke,A,West Ham,H,Southampton,D,16436.0,1,0,0,1,0,0,0,0,1,2,3,4,0,0,1,2,1,1,0,0,0,0,1,2,1,2,0,0,1,0,0,2,4,0,0,0,2,1,2,3,1,0,1,2,0,3,3,0,1,0,0,2,3,0,0,0,1,2,0,0,3,0,0,0,1,1,2,2,1,0,H
West Ham,West Brom,Swansea,H,Sunderland,D,Leicester,H,Chelsea,H,Arsenal,A,Hull,D,Aston Villa,H,QPR,H,Man City,A,Stoke,H,16436.0,1,3,1,0,1,0,1,0,1,1,2,2,0,0,1,2,0,0,3,0,0,0,2,0,0,3,0,0,1,1,2,3,3,0,0,0,0,0,1,1,0,0,1,1,0,4,2,0,1,0,3,2,1,0,0,0,1,1,3,0,1,0,0,0,2,0,0,2,0,0,D
Stoke,Man United,Arsenal,H,Crystal Palace,D,Chelsea,A,Everton,A,West Brom,H,Southampton,A,Liverpool,H,Aston Villa,D,Newcastle,H,Tottenham,D,16436.0,1,3,2,3,2,0,1,0,1,1,2,0,0,0,1,0,2,3,0,0,0,0,0,1,2,3,0,0,1,2,0,0,2,0,0,0,1,2,2,1,0,0,1,3,0,4,3,0,0,0,1,1,1,1,1,0,1,3,1,1,2,0,0,0,0,0,2,4,0,0,D
Southampton,Arsenal,Man United,A,Burnley,H,Everton,H,Crystal Palace,A,Chelsea,D,Stoke,H,Newcastle,H,Liverpool,D,QPR,H,West Ham,A,16436.0,1,1,2,2,1,0,0,0,1,0,1,3,0,0,1,3,0,1,1,0,0,0,1,3,1,0,0,0,1,1,1,2,2,1,0,0,3,2,3,2,0,1,1,4,1,2,2,0,0,0,2,2,0,3,1,0,1,2,1,1,4,1,0,0,1,2,3,3,0,0,H
QPR,Swansea,Burnley,H,Everton,H,West Brom,H,Arsenal,H,Crystal Palace,D,West Ham,H,Tottenham,A,Hull,A,Aston Villa,H,Liverpool,H,16436.0,1,2,0,1,1,1,0,0,3,1,1,1,0,0,1,3,2,1,0,0,0,0,2,1,1,4,1,0,1,0,0,2,1,0,0,0,3,1,0,1,0,1,1,1,2,3,4,0,0,0,0,1,2,2,0,0,1,1,0,1,4,0,0,0,4,1,1,0,0,0,D
Hull,Everton,West Brom,D,Chelsea,H,Swansea,A,Sunderland,A,Leicester,A,Man City,H,QPR,H,Southampton,H,Stoke,A,Newcastle,H,16436.0,1,0,0,1,1,0,0,0,2,0,3,3,0,1,1,0,1,2,2,0,0,0,1,3,4,2,0,0,1,0,1,0,1,1,1,0,1,0,3,3,0,0,1,3,1,1,1,0,0,0,3,0,1,1,0,0,1,0,1,2,3,0,0,0,3,2,2,2,0,0,H
Man City,Sunderland,Everton,H,Leicester,A,Crystal Palace,H,West Brom,A,Burnley,D,Liverpool,D,West Ham,D,Newcastle,A,Hull,A,Aston Villa,D,16436.0,1,1,0,3,3,0,0,0,0,1,0,2,0,0,1,3,0,2,1,0,0,0,1,3,0,1,0,0,1,2,2,4,1,0,0,0,0,0,1,3,0,0,1,1,1,2,2,0,0,0,0,1,4,4,0,0,1,1,3,4,2,0,0,0,0,0,1,4,1,0,H
Liverpool,Leicester,Sunderland,D,Man United,H,Arsenal,D,Burnley,A,Swansea,H,Aston Villa,H,Man City,A,West Ham,H,Tottenham,A,Hull,A,16436.0,1,0,0,1,3,0,0,0,3,0,4,3,0,0,1,2,2,0,3,1,0,0,0,1,0,1,0,0,1,4,1,1,0,0,0,0,2,1,4,4,0,1,1,0,1,0,2,0,0,0,2,0,0,3,0,0,1,1,2,1,2,0,0,0,0,1,0,1,1,1,D
Aston Villa,Crystal Palace,Leicester,H,West Brom,H,Man United,D,Swansea,H,Sunderland,D,Tottenham,D,Stoke,D,Man City,H,Southampton,A,QPR,D,16436.0,1,2,1,4,4,0,1,0,1,0,4,2,0,1,1,1,1,1,1,1,0,0,1,0,1,4,0,0,1,0,0,1,4,1,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,3,0,2,1,0,0,1,1,3,1,0,0,0,0,0,0,2,1,0,0,D
Newcastle,Burnley,Chelsea,H,Arsenal,H,Sunderland,A,Man United,H,Everton,H,QPR,H,Southampton,H,Tottenham,H,Liverpool,A,Man City,D,16436.0,1,2,1,2,3,1,0,0,4,1,2,2,0,0,1,0,1,4,4,0,0,0,3,1,1,2,0,0,1,3,2,2,2,0,0,0,2,0,1,1,1,0,1,1,0,1,3,0,0,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,2,2,4,1,0,0,D
West Brom,Hull,Aston Villa,H,QPR,H,Man City,A,Stoke,H,West Ham,D,Chelsea,H,Swansea,A,Sunderland,A,Leicester,A,Everton,H,16445.0,1,1,0,4,2,0,1,0,3,2,1,0,0,0,1,1,3,0,1,0,0,0,2,0,0,2,0,0,0,1,1,1,0,0,0,0,2,0,3,3,0,1,1,0,1,2,2,0,0,0,1,3,4,2,0,0,1,0,1,0,1,1,1,1,2,0,2,3,0,1,H
Burnley,QPR,Southampton,H,Tottenham,H,Liverpool,A,Man City,D,Newcastle,D,Everton,H,West Brom,H,Arsenal,H,Crystal Palace,D,Swansea,D,16445.0,1,1,0,1,3,0,0,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,2,2,4,1,0,0,0,3,3,2,4,0,0,0,3,1,1,1,0,0,1,3,2,1,0,0,0,0,2,1,1,4,1,0,1,0,0,2,1,0,0,1,1,1,4,0,0,1,H
Chelsea,Newcastle,Hull,H,Stoke,A,West Ham,H,Southampton,D,Tottenham,H,Arsenal,H,Sunderland,A,Man United,H,Everton,H,Burnley,D,16445.0,1,2,0,3,3,0,1,0,0,2,3,0,0,0,1,2,0,0,3,0,0,0,1,1,2,2,1,0,0,5,3,3,1,0,0,0,4,1,2,2,0,0,1,0,1,4,4,0,0,0,3,1,1,2,0,0,1,3,2,2,2,0,0,1,3,3,2,4,0,0,H
Crystal Palace,Tottenham,Stoke,D,Man City,H,Southampton,A,QPR,D,Aston Villa,D,Swansea,A,Burnley,H,Leicester,A,Man United,D,Chelsea,H,16445.0,1,1,1,2,0,0,0,0,3,0,2,1,0,0,1,1,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,1,2,3,4,0,0,1,2,1,1,0,0,0,0,1,2,1,2,0,0,1,0,0,2,4,0,0,1,5,3,3,1,0,0,H
Everton,Man City,QPR,H,Southampton,H,Stoke,A,Newcastle,H,Hull,H,Leicester,A,Crystal Palace,H,West Brom,A,Burnley,D,Sunderland,H,16445.0,1,3,1,1,1,0,0,0,3,0,1,1,0,0,1,0,1,2,3,0,0,0,3,2,2,2,0,0,0,2,0,2,3,0,1,0,0,1,0,2,0,0,1,3,0,2,1,0,0,0,1,3,0,1,0,0,1,2,2,4,1,0,0,1,3,2,2,3,0,0,D
Leicester,Aston Villa,Man City,A,West Ham,H,Tottenham,A,Hull,A,Liverpool,D,West Brom,H,Man United,D,Swansea,H,Sunderland,D,Crystal Palace,D,16445.0,1,0,1,0,2,0,0,0,2,0,0,3,0,0,1,1,2,1,2,0,0,0,0,1,0,1,1,1,0,2,2,2,2,0,0,0,1,0,4,2,0,1,1,1,1,1,1,1,0,0,1,0,1,4,0,0,1,0,0,1,4,1,0,1,0,0,1,1,0,0,H
Sunderland,Liverpool,West Ham,D,Newcastle,A,Hull,A,Aston Villa,D,Man City,H,Man United,H,Arsenal,D,Burnley,A,Swansea,H,Leicester,D,16445.0,1,1,1,2,2,0,0,0,0,1,4,4,0,0,1,1,3,4,2,0,0,0,0,0,1,4,1,0,0,3,2,2,3,0,0,0,3,0,4,3,0,0,1,2,2,0,3,1,0,0,0,1,0,1,0,0,1,4,1,1,0,0,0,1,2,2,2,2,0,0,A
Swansea,West Ham,Tottenham,A,Hull,A,Aston Villa,H,Liverpool,H,QPR,D,Sunderland,D,Leicester,H,Chelsea,H,Arsenal,A,West Brom,D,16445.0,1,1,2,3,4,0,0,0,0,1,2,2,0,0,1,1,0,1,4,0,0,0,4,1,1,0,0,0,0,1,1,4,0,0,1,0,1,1,2,2,0,0,1,2,0,0,3,0,0,0,2,0,0,3,0,0,1,1,2,3,3,0,0,1,1,1,1,0,0,0,D
Man United,Southampton,Liverpool,H,Aston Villa,D,Newcastle,H,Tottenham,D,Stoke,D,Burnley,H,Everton,H,Crystal Palace,A,Chelsea,D,Arsenal,H,16446.0,1,3,0,4,3,0,0,0,1,1,1,1,1,0,1,3,1,1,2,0,0,0,0,0,2,4,0,0,0,1,1,0,0,0,0,0,1,0,1,3,0,0,1,3,0,1,1,0,0,0,1,3,1,0,0,0,1,1,1,2,2,1,0,1,2,0,2,1,0,0,A
