home,away,Referee,time,hw,hd,hl,hscore,hconcede,HY,HR,hw2,hd2,hl2,hscore2,hconcede2,HY2,HR2,aw,ad,al,ascore,aconcede,AH,AR,aw2,ad2,al2,ascore2,aconcede2,AH2,AR2,y
West Brom,West Ham,M Jones,16406.0,1.0,1.0,3.0,3.0,7.0,6.0,1.0,1.0,2.0,2.0,8.0,7.0,7.0,0.0,2.0,2.0,1.0,6.0,5.0,9.0,0.0,1.0,2.0,2.0,9.0,9.0,9.0,0.0,A
Man United,Stoke,J Moss,16406.0,3.0,1.0,1.0,7.0,3.0,8.0,1.0,4.0,1.0,0.0,9.0,3.0,11.0,1.0,1.0,1.0,3.0,5.0,7.0,10.0,0.0,1.0,1.0,3.0,5.0,8.0,15.0,0.0,H
Swansea,QPR,K Friend,16406.0,2.0,2.0,1.0,6.0,4.0,9.0,1.0,2.0,2.0,1.0,7.0,5.0,6.0,1.0,2.0,1.0,2.0,8.0,7.0,10.0,0.0,0.0,0.0,5.0,2.0,11.0,6.0,0.0,H
Crystal Palace,Aston Villa,M Oliver,16406.0,1.0,2.0,2.0,7.0,8.0,7.0,1.0,2.0,1.0,2.0,7.0,6.0,4.0,2.0,0.0,3.0,2.0,3.0,6.0,13.0,1.0,0.0,2.0,3.0,1.0,9.0,13.0,0.0,A
Leicester,Liverpool,L Mason,16406.0,0.0,1.0,4.0,2.0,8.0,6.0,0.0,1.0,3.0,1.0,8.0,7.0,8.0,0.0,1.0,1.0,3.0,3.0,6.0,10.0,0.0,2.0,0.0,3.0,8.0,9.0,13.0,0.0,A
Burnley,Newcastle,P Dowd,16406.0,2.0,1.0,2.0,5.0,8.0,16.0,0.0,1.0,2.0,2.0,4.0,7.0,14.0,0.0,4.0,0.0,1.0,6.0,2.0,12.0,1.0,2.0,1.0,2.0,6.0,5.0,11.0,1.0,D
Arsenal,Southampton,A Marriner,16407.0,3.0,0.0,2.0,8.0,4.0,11.0,0.0,1.0,3.0,1.0,9.0,7.0,10.0,0.0,3.0,1.0,1.0,5.0,4.0,5.0,0.0,3.0,1.0,1.0,6.0,3.0,8.0,0.0,H
Chelsea,Tottenham,M Dean,16407.0,3.0,2.0,0.0,7.0,3.0,13.0,1.0,5.0,0.0,0.0,13.0,3.0,7.0,0.0,3.0,0.0,2.0,8.0,7.0,14.0,1.0,2.0,2.0,1.0,8.0,9.0,13.0,1.0,H
Everton,Hull,R Madley,16407.0,2.0,2.0,1.0,7.0,5.0,9.0,0.0,2.0,1.0,2.0,10.0,10.0,9.0,0.0,0.0,1.0,4.0,1.0,7.0,12.0,1.0,0.0,3.0,2.0,4.0,8.0,12.0,0.0,D
Sunderland,Man City,C Pawson,16407.0,1.0,3.0,1.0,4.0,4.0,13.0,0.0,1.0,3.0,1.0,4.0,4.0,12.0,0.0,3.0,1.0,1.0,9.0,5.0,10.0,1.0,3.0,1.0,1.0,12.0,6.0,8.0,1.0,A
Tottenham,Crystal Palace,L Mason,16410.0,3.0,0.0,2.0,7.0,8.0,13.0,1.0,2.0,0.0,3.0,5.0,6.0,14.0,1.0,1.0,1.0,3.0,5.0,7.0,8.0,1.0,1.0,2.0,2.0,6.0,8.0,10.0,0.0,D
Stoke,Arsenal,A Taylor,16410.0,1.0,1.0,3.0,6.0,8.0,12.0,0.0,2.0,1.0,2.0,6.0,6.0,11.0,0.0,3.0,0.0,2.0,7.0,4.0,8.0,0.0,3.0,0.0,2.0,7.0,4.0,15.0,0.0,H
QPR,Burnley,J Moss,16410.0,1.0,1.0,3.0,6.0,9.0,12.0,0.0,2.0,2.0,1.0,11.0,9.0,11.0,0.0,2.0,2.0,1.0,5.0,6.0,14.0,0.0,1.0,2.0,2.0,4.0,10.0,10.0,0.0,H
Man City,Everton,A Marriner,16410.0,4.0,1.0,0.0,12.0,4.0,10.0,1.0,3.0,1.0,1.0,8.0,4.0,11.0,1.0,1.0,3.0,1.0,5.0,5.0,8.0,0.0,1.0,2.0,2.0,7.0,7.0,9.0,0.0,H
Liverpool,Sunderland,N Swarbrick,16410.0,2.0,0.0,3.0,6.0,7.0,9.0,0.0,2.0,2.0,1.0,5.0,4.0,9.0,0.0,1.0,3.0,1.0,5.0,6.0,11.0,0.0,1.0,2.0,2.0,3.0,10.0,13.0,0.0,D
Hull,West Brom,M Oliver,16410.0,0.0,1.0,4.0,2.0,8.0,11.0,1.0,1.0,1.0,3.0,7.0,9.0,8.0,1.0,1.0,0.0,4.0,2.0,7.0,5.0,1.0,2.0,0.0,3.0,3.0,7.0,7.0,1.0,D
Newcastle,Chelsea,M Atkinson,16410.0,3.0,1.0,1.0,5.0,2.0,10.0,1.0,3.0,2.0,0.0,8.0,5.0,11.0,0.0,4.0,1.0,0.0,9.0,2.0,9.0,0.0,2.0,3.0,0.0,6.0,4.0,17.0,2.0,H
Aston Villa,Leicester,C Pawson,16411.0,1.0,3.0,1.0,4.0,4.0,13.0,1.0,1.0,1.0,3.0,4.0,9.0,6.0,1.0,0.0,1.0,4.0,3.0,9.0,7.0,1.0,0.0,0.0,5.0,2.0,10.0,9.0,0.0,H
West Ham,Swansea,C Foy,16411.0,2.0,2.0,1.0,6.0,5.0,8.0,0.0,4.0,1.0,0.0,8.0,2.0,11.0,0.0,2.0,2.0,1.0,6.0,4.0,11.0,1.0,0.0,2.0,3.0,4.0,8.0,9.0,2.0,H
Southampton,Man United,K Friend,16412.0,2.0,1.0,2.0,4.0,5.0,7.0,0.0,4.0,0.0,1.0,13.0,4.0,6.0,0.0,4.0,0.0,1.0,8.0,3.0,7.0,1.0,1.0,2.0,2.0,7.0,9.0,7.0,2.0,A
Sunderland,West Ham,P Dowd,16417.0,0.0,4.0,1.0,2.0,5.0,11.0,0.0,1.0,2.0,2.0,5.0,8.0,11.0,0.0,3.0,1.0,1.0,7.0,4.0,7.0,0.0,2.0,1.0,2.0,9.0,8.0,9.0,0.0,D
West Brom,Aston Villa,M Dean,16417.0,0.0,1.0,4.0,1.0,7.0,5.0,1.0,0.0,2.0,3.0,5.0,9.0,8.0,0.0,2.0,3.0,0.0,5.0,3.0,14.0,0.0,1.0,2.0,2.0,2.0,6.0,13.0,0.0,H
Leicester,Man City,J Moss,16417.0,0.0,1.0,4.0,4.0,10.0,11.0,2.0,1.0,2.0,2.0,8.0,9.0,6.0,1.0,4.0,1.0,0.0,12.0,4.0,10.0,1.0,3.0,1.0,1.0,12.0,5.0,7.0,1.0,A
Crystal Palace,Stoke,K Friend,16417.0,1.0,2.0,2.0,4.0,4.0,8.0,0.0,2.0,0.0,3.0,7.0,7.0,4.0,2.0,2.0,0.0,3.0,7.0,8.0,14.0,0.0,1.0,0.0,4.0,4.0,8.0,15.0,0.0,D
Chelsea,Hull,C Foy,16417.0,3.0,1.0,1.0,8.0,3.0,12.0,0.0,5.0,0.0,0.0,12.0,1.0,8.0,0.0,0.0,2.0,3.0,2.0,7.0,11.0,1.0,0.0,3.0,2.0,3.0,7.0,11.0,0.0,H
Burnley,Southampton,M Clattenburg,16417.0,2.0,2.0,1.0,5.0,5.0,14.0,0.0,1.0,2.0,2.0,5.0,8.0,15.0,0.0,1.0,1.0,3.0,4.0,7.0,9.0,0.0,2.0,1.0,2.0,3.0,3.0,9.0,0.0,H
Arsenal,Newcastle,L Mason,16417.0,2.0,0.0,3.0,6.0,7.0,10.0,1.0,2.0,2.0,1.0,8.0,5.0,7.0,0.0,3.0,1.0,1.0,6.0,3.0,8.0,2.0,2.0,2.0,1.0,7.0,5.0,11.0,1.0,H
Man United,Liverpool,M Atkinson,16418.0,5.0,0.0,0.0,10.0,3.0,7.0,0.0,4.0,1.0,0.0,9.0,3.0,12.0,0.0,2.0,1.0,2.0,6.0,6.0,7.0,0.0,2.0,0.0,3.0,8.0,10.0,11.0,0.0,H
Swansea,Tottenham,R Madley,16418.0,2.0,1.0,2.0,7.0,7.0,9.0,1.0,3.0,2.0,0.0,9.0,4.0,8.0,0.0,2.0,1.0,2.0,5.0,7.0,11.0,1.0,2.0,1.0,2.0,6.0,10.0,13.0,1.0,A
Everton,QPR,N Swarbrick,16419.0,1.0,2.0,2.0,5.0,6.0,9.0,0.0,2.0,2.0,1.0,8.0,5.0,9.0,0.0,2.0,1.0,2.0,7.0,7.0,13.0,1.0,0.0,0.0,5.0,2.0,9.0,8.0,0.0,H
West Ham,Leicester,M Atkinson,16424.0,3.0,1.0,1.0,8.0,5.0,9.0,0.0,4.0,1.0,0.0,8.0,2.0,7.0,0.0,0.0,1.0,4.0,4.0,9.0,9.0,2.0,0.0,0.0,5.0,3.0,10.0,11.0,1.0,H
Tottenham,Burnley,M Jones,16424.0,3.0,1.0,1.0,6.0,6.0,12.0,0.0,2.0,1.0,2.0,5.0,5.0,13.0,1.0,2.0,2.0,1.0,5.0,5.0,9.0,0.0,1.0,1.0,3.0,4.0,12.0,8.0,0.0,H
Southampton,Everton,J Moss,16424.0,0.0,1.0,4.0,2.0,8.0,10.0,0.0,3.0,0.0,2.0,12.0,5.0,6.0,0.0,2.0,1.0,2.0,7.0,6.0,8.0,0.0,1.0,1.0,3.0,6.0,7.0,11.0,0.0,H
QPR,West Brom,C Pawson,16424.0,2.0,0.0,3.0,6.0,8.0,10.0,1.0,3.0,1.0,1.0,11.0,7.0,10.0,1.0,1.0,1.0,3.0,2.0,5.0,9.0,1.0,2.0,1.0,2.0,3.0,4.0,6.0,1.0,H
Man City,Crystal Palace,P Dowd,16424.0,5.0,0.0,0.0,11.0,2.0,10.0,1.0,4.0,1.0,0.0,9.0,3.0,12.0,1.0,1.0,3.0,1.0,5.0,4.0,7.0,0.0,0.0,3.0,2.0,3.0,6.0,8.0,0.0,H
Hull,Swansea,M Clattenburg,16424.0,0.0,2.0,3.0,2.0,8.0,10.0,2.0,1.0,1.0,3.0,5.0,7.0,6.0,1.0,1.0,1.0,3.0,6.0,8.0,7.0,1.0,0.0,2.0,3.0,3.0,7.0,7.0,3.0,A
Aston Villa,Man United,L Mason,16424.0,2.0,2.0,1.0,5.0,4.0,13.0,1.0,1.0,1.0,3.0,4.0,9.0,9.0,1.0,5.0,0.0,0.0,12.0,3.0,10.0,0.0,2.0,1.0,2.0,9.0,10.0,6.0,2.0,D
Liverpool,Arsenal,M Oliver,16425.0,2.0,1.0,2.0,5.0,7.0,8.0,0.0,2.0,2.0,1.0,4.0,3.0,8.0,0.0,3.0,0.0,2.0,9.0,6.0,7.0,1.0,2.0,0.0,3.0,6.0,7.0,14.0,1.0,D
Newcastle,Sunderland,A Taylor,16425.0,2.0,1.0,2.0,5.0,7.0,10.0,2.0,4.0,1.0,0.0,7.0,3.0,12.0,1.0,0.0,4.0,1.0,2.0,5.0,12.0,0.0,1.0,3.0,1.0,3.0,9.0,14.0,0.0,A
Stoke,Chelsea,N Swarbrick,16426.0,1.0,1.0,3.0,6.0,8.0,12.0,0.0,3.0,1.0,1.0,9.0,7.0,11.0,0.0,3.0,1.0,1.0,8.0,2.0,10.0,0.0,2.0,2.0,1.0,6.0,5.0,16.0,2.0,A
West Brom,Man City,M Clattenburg,16430.0,1.0,1.0,3.0,4.0,6.0,9.0,0.0,1.0,1.0,3.0,4.0,7.0,11.0,0.0,5.0,0.0,0.0,12.0,1.0,10.0,1.0,3.0,1.0,1.0,11.0,5.0,8.0,1.0,A
Sunderland,Hull,A Marriner,16430.0,1.0,3.0,1.0,3.0,5.0,13.0,0.0,0.0,3.0,2.0,3.0,8.0,10.0,0.0,0.0,2.0,3.0,1.0,7.0,9.0,1.0,0.0,2.0,3.0,1.0,7.0,12.0,1.0,A
Man United,Newcastle,M Jones,16430.0,4.0,1.0,0.0,11.0,3.0,10.0,0.0,4.0,1.0,0.0,10.0,2.0,12.0,0.0,1.0,1.0,3.0,4.0,8.0,12.0,2.0,2.0,1.0,2.0,6.0,7.0,10.0,1.0,H
Leicester,Tottenham,N Swarbrick,16430.0,0.0,0.0,5.0,4.0,11.0,10.0,2.0,0.0,2.0,3.0,3.0,7.0,5.0,1.0,3.0,1.0,1.0,6.0,6.0,12.0,0.0,3.0,0.0,2.0,7.0,10.0,11.0,1.0,A
Swansea,Aston Villa,R East,16430.0,2.0,1.0,2.0,6.0,6.0,8.0,1.0,3.0,1.0,1.0,8.0,4.0,10.0,0.0,2.0,2.0,1.0,5.0,4.0,13.0,2.0,1.0,2.0,2.0,2.0,4.0,13.0,1.0,H
Crystal Palace,Southampton,M Dean,16430.0,0.0,3.0,2.0,2.0,6.0,7.0,0.0,1.0,1.0,3.0,6.0,8.0,6.0,2.0,1.0,0.0,4.0,4.0,7.0,9.0,0.0,1.0,1.0,3.0,2.0,4.0,8.0,0.0,A
Chelsea,West Ham,M Oliver,16430.0,3.0,1.0,1.0,8.0,2.0,9.0,0.0,5.0,0.0,0.0,11.0,1.0,9.0,0.0,4.0,1.0,0.0,9.0,3.0,6.0,0.0,2.0,2.0,1.0,9.0,7.0,8.0,0.0,H
Burnley,Liverpool,A Taylor,16430.0,1.0,2.0,2.0,4.0,6.0,7.0,0.0,2.0,2.0,1.0,5.0,5.0,16.0,0.0,2.0,2.0,1.0,6.0,6.0,6.0,1.0,2.0,0.0,3.0,7.0,10.0,13.0,0.0,A
Arsenal,QPR,M Atkinson,16430.0,3.0,1.0,1.0,10.0,6.0,8.0,1.0,3.0,1.0,1.0,11.0,5.0,6.0,0.0,3.0,0.0,2.0,9.0,9.0,8.0,1.0,0.0,0.0,5.0,2.0,10.0,8.0,0.0,H
Everton,Stoke,L Mason,16430.0,1.0,1.0,3.0,5.0,8.0,7.0,0.0,3.0,2.0,0.0,9.0,3.0,8.0,0.0,1.0,1.0,3.0,5.0,8.0,13.0,0.0,1.0,1.0,3.0,4.0,6.0,11.0,0.0,A
West Ham,Arsenal,N Swarbrick,16432.0,3.0,1.0,1.0,8.0,5.0,6.0,0.0,4.0,1.0,0.0,8.0,2.0,5.0,0.0,3.0,1.0,1.0,11.0,7.0,8.0,2.0,2.0,1.0,2.0,8.0,7.0,14.0,1.0,A
Tottenham,Man United,J Moss,16432.0,3.0,1.0,1.0,6.0,6.0,9.0,0.0,2.0,1.0,2.0,6.0,6.0,12.0,1.0,4.0,1.0,0.0,11.0,4.0,9.0,0.0,2.0,2.0,1.0,7.0,6.0,6.0,1.0,D
Stoke,West Brom,R East,16432.0,2.0,1.0,2.0,6.0,7.0,13.0,0.0,2.0,1.0,2.0,8.0,9.0,13.0,0.0,1.0,1.0,3.0,5.0,8.0,7.0,0.0,1.0,1.0,3.0,4.0,7.0,4.0,1.0,H
Southampton,Chelsea,A Taylor,16432.0,2.0,0.0,3.0,7.0,5.0,8.0,0.0,3.0,0.0,2.0,7.0,5.0,6.0,0.0,4.0,0.0,1.0,10.0,2.0,7.0,0.0,2.0,2.0,1.0,6.0,4.0,15.0,1.0,D
QPR,Crystal Palace,M Jones,16432.0,2.0,0.0,3.0,7.0,9.0,9.0,1.0,4.0,1.0,0.0,12.0,6.0,9.0,1.0,0.0,2.0,3.0,2.0,8.0,6.0,0.0,0.0,3.0,2.0,3.0,7.0,7.0,0.0,D
Newcastle,Everton,C Pawson,16432.0,1.0,1.0,3.0,5.0,10.0,12.0,1.0,4.0,0.0,1.0,5.0,2.0,12.0,1.0,1.0,1.0,3.0,4.0,7.0,8.0,0.0,1.0,1.0,3.0,5.0,8.0,9.0,0.0,H
Man City,Burnley,K Friend,16432.0,5.0,0.0,0.0,12.0,2.0,9.0,0.0,5.0,0.0,0.0,11.0,2.0,11.0,0.0,1.0,1.0,3.0,3.0,6.0,4.0,0.0,1.0,1.0,3.0,5.0,10.0,6.0,0.0,D
Hull,Leicester,P Dowd,16432.0,1.0,2.0,2.0,4.0,5.0,9.0,1.0,1.0,1.0,3.0,3.0,4.0,8.0,1.0,0.0,0.0,5.0,3.0,10.0,9.0,2.0,0.0,0.0,5.0,3.0,11.0,11.0,1.0,A
Aston Villa,Sunderland,M Atkinson,16432.0,2.0,1.0,2.0,4.0,4.0,13.0,2.0,1.0,2.0,2.0,5.0,7.0,9.0,2.0,1.0,2.0,2.0,4.0,8.0,14.0,0.0,2.0,2.0,1.0,4.0,9.0,16.0,0.0,D
Liverpool,Swansea,A Marriner,16433.0,2.0,2.0,1.0,6.0,6.0,7.0,1.0,1.0,3.0,1.0,4.0,4.0,6.0,1.0,3.0,0.0,2.0,6.0,5.0,9.0,1.0,1.0,1.0,3.0,4.0,7.0,8.0,2.0,H
Tottenham,Chelsea,P Dowd,16436.0,3.0,2.0,0.0,6.0,3.0,10.0,0.0,2.0,2.0,1.0,5.0,4.0,12.0,1.0,3.0,1.0,1.0,8.0,3.0,8.0,0.0,2.0,2.0,1.0,6.0,4.0,12.0,0.0,H
Stoke,Man United,M Oliver,16436.0,3.0,1.0,1.0,7.0,5.0,9.0,0.0,2.0,1.0,2.0,8.0,8.0,9.0,0.0,3.0,2.0,0.0,9.0,3.0,11.0,0.0,2.0,2.0,1.0,5.0,4.0,8.0,1.0,D
Southampton,Arsenal,C Pawson,16436.0,2.0,1.0,2.0,8.0,5.0,8.0,1.0,2.0,1.0,2.0,7.0,6.0,8.0,1.0,3.0,1.0,1.0,12.0,8.0,11.0,2.0,2.0,1.0,2.0,8.0,8.0,14.0,1.0,H
QPR,Swansea,A Taylor,16436.0,2.0,1.0,2.0,7.0,7.0,9.0,1.0,3.0,2.0,0.0,10.0,6.0,11.0,1.0,2.0,0.0,3.0,5.0,9.0,7.0,1.0,1.0,1.0,3.0,4.0,9.0,7.0,2.0,D
West Ham,West Brom,J Moss,16436.0,2.0,1.0,2.0,7.0,6.0,8.0,0.0,3.0,1.0,1.0,7.0,3.0,6.0,0.0,1.0,1.0,3.0,4.0,8.0,7.0,0.0,1.0,1.0,3.0,3.0,7.0,4.0,1.0,D
Man City,Sunderland,R East,16436.0,4.0,1.0,0.0,10.0,3.0,12.0,0.0,4.0,1.0,0.0,9.0,3.0,14.0,0.0,1.0,3.0,1.0,3.0,4.0,17.0,0.0,2.0,3.0,0.0,4.0,1.0,17.0,0.0,H
Liverpool,Leicester,M Jones,16436.0,2.0,2.0,1.0,7.0,6.0,6.0,1.0,2.0,2.0,1.0,8.0,5.0,4.0,1.0,1.0,0.0,4.0,3.0,7.0,9.0,2.0,1.0,0.0,4.0,4.0,9.0,12.0,2.0,D
Hull,Everton,K Friend,16436.0,1.0,1.0,3.0,3.0,5.0,8.0,2.0,0.0,1.0,4.0,1.0,5.0,7.0,2.0,1.0,0.0,4.0,5.0,9.0,9.0,0.0,0.0,1.0,4.0,4.0,10.0,9.0,0.0,H
Aston Villa,Crystal Palace,R Madley,16436.0,1.0,2.0,2.0,3.0,4.0,12.0,3.0,1.0,3.0,1.0,5.0,5.0,10.0,3.0,0.0,3.0,2.0,2.0,7.0,5.0,0.0,0.0,3.0,2.0,1.0,5.0,7.0,0.0,D
Newcastle,Burnley,M Dean,16436.0,2.0,0.0,3.0,7.0,11.0,12.0,1.0,4.0,0.0,1.0,7.0,4.0,14.0,1.0,1.0,1.0,3.0,4.0,7.0,3.0,0.0,1.0,1.0,3.0,5.0,10.0,5.0,0.0,D
Burnley,QPR,A Marriner,16445.0,1.0,2.0,2.0,7.0,8.0,6.0,0.0,2.0,2.0,1.0,4.0,3.0,12.0,0.0,1.0,2.0,2.0,6.0,8.0,12.0,0.0,0.0,0.0,5.0,3.0,10.0,10.0,0.0,H
Chelsea,Newcastle,R East,16445.0,3.0,1.0,1.0,10.0,6.0,6.0,0.0,5.0,0.0,0.0,11.0,1.0,5.0,0.0,1.0,1.0,3.0,8.0,13.0,12.0,0.0,1.0,1.0,3.0,5.0,9.0,8.0,1.0,H
Crystal Palace,Tottenham,A Taylor,16445.0,0.0,3.0,2.0,2.0,7.0,6.0,0.0,1.0,1.0,3.0,6.0,9.0,6.0,1.0,4.0,1.0,0.0,11.0,6.0,12.0,0.0,4.0,0.0,1.0,8.0,7.0,11.0,0.0,H
Everton,Man City,M Atkinson,16445.0,1.0,0.0,4.0,5.0,10.0,9.0,1.0,2.0,2.0,1.0,6.0,4.0,8.0,0.0,4.0,1.0,0.0,12.0,5.0,11.0,0.0,4.0,1.0,0.0,13.0,4.0,8.0,1.0,D
Leicester,Aston Villa,M Oliver,16445.0,1.0,1.0,3.0,4.0,7.0,7.0,1.0,0.0,1.0,4.0,2.0,7.0,4.0,1.0,0.0,3.0,2.0,1.0,3.0,9.0,3.0,1.0,2.0,2.0,2.0,3.0,15.0,1.0,H
Sunderland,Liverpool,C Pawson,16445.0,1.0,2.0,2.0,5.0,7.0,17.0,0.0,0.0,3.0,2.0,4.0,9.0,11.0,0.0,2.0,2.0,1.0,9.0,8.0,7.0,1.0,2.0,0.0,3.0,5.0,8.0,11.0,0.0,A
Swansea,West Ham,M Dean,16445.0,2.0,1.0,2.0,5.0,7.0,6.0,1.0,3.0,1.0,1.0,7.0,4.0,11.0,0.0,1.0,2.0,2.0,5.0,6.0,9.0,0.0,1.0,2.0,2.0,6.0,8.0,10.0,0.0,D
West Brom,Hull,N Swarbrick,16445.0,1.0,1.0,3.0,5.0,9.0,6.0,0.0,1.0,0.0,4.0,3.0,8.0,8.0,0.0,2.0,0.0,3.0,5.0,5.0,9.0,2.0,1.0,1.0,3.0,4.0,8.0,12.0,1.0,H
Man United,Southampton,P Dowd,16446.0,2.0,3.0,0.0,8.0,3.0,10.0,0.0,5.0,0.0,0.0,12.0,2.0,10.0,0.0,3.0,1.0,1.0,9.0,3.0,8.0,1.0,2.0,1.0,2.0,5.0,4.0,7.0,0.0,A
Arsenal,Stoke,J Moss,16446.0,3.0,1.0,1.0,10.0,7.0,10.0,1.0,4.0,0.0,1.0,11.0,4.0,5.0,1.0,2.0,2.0,1.0,5.0,4.0,6.0,0.0,2.0,1.0,2.0,5.0,5.0,12.0,0.0,H
Aston Villa,Liverpool,M Clattenburg,16452.0,0.0,3.0,2.0,1.0,3.0,8.0,3.0,1.0,4.0,0.0,4.0,3.0,8.0,2.0,3.0,2.0,0.0,10.0,5.0,8.0,1.0,3.0,0.0,2.0,6.0,7.0,12.0,0.0,A
Burnley,Crystal Palace,P Dowd,16452.0,1.0,2.0,2.0,8.0,9.0,7.0,0.0,2.0,2.0,1.0,5.0,4.0,8.0,0.0,1.0,2.0,2.0,3.0,7.0,9.0,0.0,0.0,4.0,1.0,1.0,4.0,5.0,0.0,A
Leicester,Stoke,A Marriner,16452.0,2.0,1.0,2.0,5.0,6.0,8.0,2.0,1.0,1.0,3.0,3.0,6.0,5.0,2.0,2.0,1.0,2.0,4.0,6.0,9.0,0.0,1.0,1.0,3.0,3.0,7.0,13.0,0.0,A
Newcastle,Southampton,R Madley,16452.0,1.0,1.0,3.0,7.0,11.0,13.0,0.0,3.0,1.0,1.0,9.0,7.0,12.0,1.0,4.0,1.0,0.0,10.0,2.0,8.0,1.0,2.0,1.0,2.0,5.0,4.0,10.0,0.0,A
QPR,Man United,N Swarbrick,16452.0,1.0,2.0,2.0,6.0,7.0,13.0,0.0,3.0,2.0,0.0,9.0,5.0,11.0,1.0,1.0,3.0,1.0,5.0,4.0,8.0,0.0,2.0,3.0,0.0,6.0,4.0,7.0,0.0,A
Swansea,Chelsea,J Moss,16452.0,2.0,2.0,1.0,5.0,6.0,3.0,1.0,2.0,2.0,1.0,6.0,4.0,6.0,0.0,3.0,1.0,1.0,10.0,6.0,5.0,0.0,1.0,2.0,2.0,7.0,8.0,8.0,0.0,A
Tottenham,Sunderland,C Foy,16452.0,3.0,1.0,1.0,10.0,7.0,11.0,0.0,3.0,2.0,0.0,9.0,5.0,12.0,0.0,1.0,1.0,3.0,4.0,7.0,16.0,1.0,1.0,3.0,1.0,3.0,3.0,17.0,0.0,H
Man City,Arsenal,M Dean,16453.0,3.0,2.0,0.0,12.0,6.0,11.0,0.0,4.0,1.0,0.0,11.0,5.0,13.0,0.0,3.0,1.0,1.0,9.0,6.0,8.0,1.0,2.0,1.0,2.0,7.0,8.0,10.0,1.0,A
West Ham,Hull,M Atkinson,16453.0,1.0,2.0,2.0,5.0,6.0,8.0,0.0,3.0,1.0,1.0,8.0,4.0,7.0,0.0,2.0,0.0,3.0,5.0,4.0,6.0,1.0,1.0,1.0,3.0,4.0,8.0,8.0,1.0,H
Everton,West Brom,M Oliver,16454.0,0.0,1.0,4.0,3.0,10.0,9.0,1.0,2.0,2.0,1.0,7.0,5.0,7.0,0.0,1.0,1.0,3.0,5.0,9.0,3.0,0.0,0.0,2.0,3.0,3.0,8.0,3.0,1.0,D
West Brom,Tottenham,K Friend,16466.0,1.0,2.0,2.0,3.0,6.0,5.0,0.0,2.0,0.0,3.0,4.0,6.0,9.0,0.0,3.0,1.0,1.0,10.0,7.0,11.0,0.0,3.0,0.0,2.0,7.0,8.0,11.0,0.0,A
Sunderland,Burnley,L Mason,16466.0,0.0,1.0,4.0,4.0,9.0,14.0,1.0,0.0,2.0,3.0,3.0,9.0,11.0,1.0,1.0,2.0,2.0,9.0,10.0,8.0,0.0,1.0,2.0,2.0,8.0,10.0,8.0,0.0,H
Stoke,QPR,M Dean,16466.0,3.0,1.0,1.0,5.0,4.0,6.0,0.0,2.0,1.0,2.0,7.0,7.0,8.0,0.0,0.0,2.0,3.0,3.0,7.0,15.0,0.0,0.0,0.0,5.0,3.0,10.0,12.0,0.0,H
Man United,Leicester,M Atkinson,16466.0,2.0,2.0,1.0,6.0,3.0,9.0,0.0,4.0,0.0,1.0,11.0,3.0,11.0,0.0,2.0,1.0,2.0,5.0,5.0,6.0,2.0,1.0,1.0,3.0,6.0,9.0,12.0,2.0,H
Hull,Newcastle,P Dowd,16466.0,2.0,0.0,3.0,5.0,6.0,7.0,1.0,1.0,1.0,3.0,3.0,4.0,8.0,2.0,1.0,1.0,3.0,8.0,12.0,9.0,0.0,0.0,1.0,4.0,3.0,11.0,11.0,1.0,A
Crystal Palace,Everton,R East,16466.0,2.0,2.0,1.0,6.0,6.0,11.0,0.0,2.0,1.0,2.0,7.0,7.0,11.0,0.0,0.0,2.0,3.0,3.0,7.0,11.0,1.0,0.0,0.0,5.0,3.0,11.0,10.0,1.0,A
Liverpool,West Ham,A Marriner,16466.0,4.0,1.0,0.0,10.0,3.0,9.0,0.0,2.0,3.0,0.0,9.0,5.0,4.0,1.0,1.0,2.0,2.0,6.0,6.0,9.0,0.0,1.0,2.0,2.0,5.0,7.0,10.0,0.0,H
Chelsea,Man City,M Clattenburg,16466.0,3.0,1.0,1.0,13.0,6.0,5.0,0.0,5.0,0.0,0.0,11.0,0.0,7.0,0.0,2.0,2.0,1.0,9.0,8.0,12.0,0.0,4.0,1.0,0.0,12.0,3.0,8.0,1.0,D
Arsenal,Aston Villa,A Taylor,16467.0,4.0,0.0,1.0,9.0,4.0,8.0,1.0,4.0,0.0,1.0,11.0,4.0,5.0,1.0,0.0,2.0,3.0,0.0,4.0,8.0,2.0,1.0,1.0,3.0,2.0,4.0,13.0,2.0,H
Southampton,Swansea,M Oliver,16467.0,4.0,1.0,0.0,9.0,3.0,9.0,1.0,2.0,1.0,2.0,7.0,6.0,8.0,1.0,1.0,2.0,2.0,4.0,11.0,1.0,1.0,1.0,1.0,3.0,5.0,10.0,4.0,2.0,A
Swansea,Sunderland,P Dowd,16473.0,1.0,2.0,2.0,4.0,11.0,1.0,1.0,2.0,1.0,2.0,5.0,8.0,6.0,0.0,1.0,1.0,3.0,5.0,6.0,13.0,1.0,1.0,2.0,2.0,4.0,5.0,16.0,0.0,D
QPR,Southampton,R East,16473.0,0.0,2.0,3.0,3.0,8.0,13.0,0.0,2.0,2.0,1.0,6.0,5.0,11.0,1.0,3.0,1.0,1.0,6.0,3.0,10.0,2.0,3.0,0.0,2.0,6.0,4.0,10.0,0.0,A
