home,away,Referee,time,H_Enemy_Acc,A_Enemy_Acc,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,H_atkPass_ratio,A_atkPass_ratio,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_poss_Acc,A_poss_Acc,H_atk_3rd_Acc,A_atk_3rd_Acc,H_atk_3rd_tot_Acc,A_atk_3rd_tot_Acc,H_red_goal_Acc,A_red_goal_Acc,H_red_on_Acc,A_red_on_Acc,H_red_tot_Acc,A_red_tot_Acc,H_chance_goal_Acc,A_chance_goal_Acc,H_chance_tot_Acc,A_chance_tot_Acc,H_successful_tackle_Acc,A_successful_tackle_Acc,H_tackle_tot_Acc,A_tackle_tot_Acc,H_successful_clearance_Acc,A_successful_clearance_Acc,H_clearance_tot_Acc,A_clearance_tot_Acc,H_interceptions_Acc,A_interceptions_Acc,H_blocks_Acc,A_blocks_Acc,HS_Acc/AS_Acc,HST_Acc/AST_Acc,H_poss_Acc/A_poss_Acc,H_atk_3rd_Acc/A_atk_3rd_Acc,H_atk_3rd_tot_Acc/A_atk_3rd_tot_Acc,H_red_goal_Acc/A_red_goal_Acc,H_red_on_Acc/A_red_on_Acc,H_red_tot_Acc/A_red_tot_Acc,H_chance_goal_Acc/A_chance_goal_Acc,H_chance_tot_Acc/A_chance_tot_Acc,H_successful_tackle_Acc/A_successful_tackle_Acc,H_tackle_tot_Acc/A_tackle_tot_Acc,H_successful_clearance_Acc/A_successful_clearance_Acc,H_clearance_tot_Acc/A_clearance_tot_Acc,H_interceptions_Acc/A_interceptions_Acc,H_blocks_Acc/A_blocks_Acc,y
Stoke,Fulham,C Foy,16193.0,8.0,1.4210526315789473,2.0,1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,3.530032899598119,0.6558641975308642,0.597972972972973,7.0,7.0,60.0,74.0,16.0,26.0,260.7,216.99999999999997,425.0,354.0,648.0,592.0,1.0,5.0,4.0,12.0,25.0,42.0,1.0,6.0,49.0,60.0,113.0,119.0,169.0,168.0,144.0,176.0,154.0,186.0,59.0,52.0,19.0,17.0,0.8108108108108109,0.6153846153846154,1.2013824884792628,1.2005649717514124,1.0945945945945945,0.2,0.3333333333333333,0.5952380952380952,0.16666666666666666,0.8166666666666667,0.9495798319327731,1.005952380952381,0.8181818181818182,0.8279569892473119,1.1346153846153846,1.1176470588235294,H
Swansea,Southampton,A Taylor,16193.0,-9.0,0.6896551724137931,3.0,0.0,2.0,5.0,2.0,1.0,2.0,2.0,-3.963707751089256,0.629126213592233,0.7048567870485679,7.0,7.0,56.0,64.0,23.0,25.0,252.5000000000001,299.5999999999999,324.0,566.0,515.0,803.0,6.0,4.0,6.0,12.0,26.0,39.0,5.0,3.0,40.0,55.0,80.0,93.0,117.0,137.0,175.0,110.0,198.0,126.0,97.0,63.0,21.0,10.0,0.875,0.92,0.8427903871829112,0.5724381625441696,0.6413449564134496,1.5,0.5,0.6666666666666666,1.6666666666666667,0.7272727272727273,0.8602150537634409,0.8540145985401459,1.5909090909090908,1.5714285714285714,1.5396825396825398,2.1,A
West Ham,Tottenham,P Dowd,16193.0,-16.0,0.6,1.0,0.0,4.0,-4.0,3.0,1.0,1.0,3.0,-27.487857352737834,0.5884244372990354,0.7113276492082826,7.0,7.0,56.0,94.0,16.0,32.0,237.30000000000027,282.7999999999999,366.0,584.0,622.0,821.0,4.0,10.0,7.0,12.0,38.0,47.0,2.0,9.0,45.0,70.0,81.0,95.0,118.0,139.0,185.0,120.0,204.0,126.0,44.0,64.0,21.0,6.0,0.5957446808510638,0.5,0.8391089108910904,0.6267123287671232,0.7576126674786845,0.4,0.5833333333333334,0.8085106382978723,0.2222222222222222,0.6428571428571429,0.8526315789473684,0.8489208633093526,1.5416666666666667,1.619047619047619,0.6875,3.5,H
Everton,Man City,L Probert,16193.0,-10.0,0.7959183673469388,3.0,0.0,2.0,3.0,3.0,1.0,1.0,6.0,-14.268540679548721,0.7246963562753036,0.7576099210822999,7.0,6.0,77.0,79.0,23.0,29.0,251.0,277.6,537.0,672.0,741.0,887.0,6.0,11.0,12.0,9.0,50.0,51.0,3.0,9.0,56.0,68.0,93.0,119.0,148.0,168.0,134.0,119.0,158.0,132.0,60.0,77.0,28.0,3.0,0.9746835443037974,0.7931034482758621,0.9041786743515849,0.7991071428571429,0.8354002254791432,0.5454545454545454,1.3333333333333333,0.9803921568627451,0.3333333333333333,0.8235294117647058,0.7815126050420168,0.8809523809523809,1.1260504201680672,1.196969696969697,0.7792207792207793,9.333333333333334,A
Aston Villa,Hull,M Dean,16193.0,-3.0,0.85,0.0,1.0,4.0,-8.0,1.0,1.0,3.0,-4.0,-10.120302092128714,0.632258064516129,0.593939393939394,7.0,7.0,46.0,44.0,15.0,18.0,235.60000000000008,240.29999999999984,392.0,392.0,620.0,660.0,2.0,3.0,5.0,8.0,19.0,29.0,2.0,2.0,39.0,34.0,90.0,90.0,125.0,127.0,135.0,167.0,152.0,179.0,46.0,80.0,10.0,11.0,1.0454545454545454,0.8333333333333334,0.9804411152725769,1.0,0.9393939393939394,0.6666666666666666,0.625,0.6551724137931034,1.0,1.1470588235294117,1.0,0.984251968503937,0.8083832335329342,0.8491620111731844,0.575,0.9090909090909091,H
Arsenal,West Brom,M Jones,16194.0,17.0,1.7727272727272727,3.0,1.0,1.0,5.0,2.0,2.0,1.0,0.0,11.419694339543206,0.7651869158878505,0.5874769797421732,5.0,8.0,71.0,59.0,30.0,25.0,285.1,177.99999999999991,655.0,319.0,856.0,543.0,10.0,6.0,14.0,9.0,50.0,30.0,8.0,4.0,51.0,41.0,82.0,103.0,126.0,149.0,175.0,168.0,188.0,192.0,68.0,89.0,11.0,20.0,1.2033898305084745,1.2,1.6016853932584278,2.053291536050157,1.576427255985267,1.6666666666666667,1.5555555555555556,1.6666666666666667,2.0,1.2439024390243902,0.7961165048543689,0.8456375838926175,1.0416666666666667,0.9791666666666666,0.7640449438202247,0.55,H
Chelsea,Norwich,N Swarbrick,16194.0,31.0,3.066666666666667,3.0,0.0,2.0,4.0,0.0,0.0,5.0,-10.0,37.69063156859294,0.7406593406593407,0.6591549295774648,3.0,7.0,107.0,55.0,32.0,18.0,269.49999999999994,245.90000000000006,674.0,468.0,910.0,710.0,4.0,2.0,13.0,8.0,58.0,32.0,5.0,1.0,81.0,34.0,91.0,89.0,121.0,137.0,163.0,99.0,171.0,108.0,59.0,86.0,10.0,17.0,1.9454545454545455,1.7777777777777777,1.0959739731598206,1.4401709401709402,1.2816901408450705,2.0,1.625,1.8125,5.0,2.3823529411764706,1.0224719101123596,0.8832116788321168,1.6464646464646464,1.5833333333333333,0.686046511627907,0.5882352941176471,D
Crystal Palace,Liverpool,M Clattenburg,16195.0,-17.0,0.6458333333333334,4.0,0.0,1.0,4.0,4.0,0.0,1.0,5.0,-13.76864821008229,0.626916524701874,0.7115869017632241,8.0,8.0,48.0,78.0,21.0,31.0,189.29999999999973,300.4000000000001,368.0,565.0,587.0,794.0,7.0,8.0,6.0,11.0,32.0,38.0,6.0,5.0,39.0,58.0,119.0,119.0,161.0,156.0,243.0,187.0,265.0,204.0,106.0,56.0,17.0,22.0,0.6153846153846154,0.6774193548387096,0.6301597869507313,0.6513274336283186,0.739294710327456,0.875,0.5454545454545454,0.8421052631578947,1.2,0.6724137931034483,1.0,1.0320512820512822,1.2994652406417113,1.2990196078431373,1.8928571428571428,0.7727272727272727,D
Man United,Hull,C Pawson,16196.0,17.0,1.894736842105263,3.0,0.0,2.0,8.0,1.0,1.0,3.0,-5.0,19.27266106442577,0.7477777777777778,0.61698956780924,3.0,3.0,68.0,41.0,25.0,17.0,299.4000000000001,239.59999999999985,673.0,414.0,900.0,671.0,10.0,3.0,7.0,8.0,43.0,29.0,7.0,2.0,50.0,33.0,78.0,82.0,107.0,115.0,157.0,186.0,170.0,200.0,53.0,81.0,13.0,11.0,1.6585365853658536,1.4705882352941178,1.2495826377295505,1.6256038647342994,1.3412816691505216,3.3333333333333335,0.875,1.4827586206896552,3.5,1.5151515151515151,0.9512195121951219,0.9304347826086956,0.8440860215053764,0.85,0.654320987654321,1.1818181818181819,H
Man City,Aston Villa,M Oliver,16197.0,29.0,2.45,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-3.0,36.133902116277646,0.7630057803468208,0.621875,3.0,4.0,82.0,51.0,27.0,23.0,274.7,235.80000000000007,660.0,398.0,865.0,640.0,10.0,5.0,10.0,10.0,52.0,25.0,9.0,4.0,70.0,38.0,117.0,78.0,180.0,107.0,110.0,146.0,122.0,162.0,85.0,56.0,4.0,10.0,1.607843137254902,1.173913043478261,1.1649703138252754,1.6582914572864322,1.3515625,2.0,1.0,2.08,2.25,1.8421052631578947,1.5,1.6822429906542056,0.7534246575342466,0.7530864197530864,1.5178571428571428,0.4,H
Sunderland,West Brom,L Mason,16197.0,5.0,1.2272727272727273,3.0,1.0,1.0,5.0,2.0,1.0,2.0,-1.0,13.180744248026073,0.6915887850467289,0.6027131782945736,4.0,3.0,71.0,54.0,20.0,20.0,222.9,176.19999999999993,370.0,311.0,535.0,516.0,9.0,4.0,4.0,7.0,38.0,28.0,6.0,3.0,54.0,41.0,78.0,95.0,139.0,136.0,137.0,167.0,166.0,190.0,68.0,83.0,20.0,21.0,1.3148148148148149,1.0,1.2650397275822933,1.189710610932476,1.0368217054263567,2.25,0.5714285714285714,1.3571428571428572,2.0,1.3170731707317074,0.8210526315789474,1.0220588235294117,0.8203592814371258,0.8736842105263158,0.8192771084337349,0.9523809523809523,H
Norwich,Arsenal,L Mason,16201.0,-26.0,0.36585365853658536,0.0,1.0,4.0,-7.0,4.0,0.0,1.0,6.0,-37.38155924658794,0.6410998552821997,0.7686996547756041,7.0,7.0,53.0,76.0,17.0,31.0,232.60000000000008,297.4000000000001,443.0,668.0,691.0,869.0,2.0,10.0,7.0,14.0,29.0,56.0,1.0,8.0,30.0,54.0,92.0,89.0,144.0,139.0,121.0,176.0,133.0,189.0,83.0,71.0,20.0,12.0,0.6973684210526315,0.5483870967741935,0.7821116341627438,0.6631736526946108,0.7951668584579977,0.2,0.5,0.5178571428571429,0.125,0.5555555555555556,1.0337078651685394,1.0359712230215827,0.6875,0.7037037037037037,1.1690140845070423,1.6666666666666667,A
West Brom,Stoke,L Probert,16201.0,-6.0,0.7777777777777778,1.0,1.0,3.0,-4.0,2.0,1.0,2.0,0.0,-6.354998795560654,0.6365159128978225,0.6856287425149701,3.0,8.0,59.0,68.0,18.0,21.0,196.89999999999992,269.0,380.0,458.0,597.0,668.0,4.0,5.0,4.0,6.0,24.0,32.0,2.0,4.0,44.0,58.0,80.0,104.0,118.0,163.0,138.0,143.0,153.0,153.0,90.0,52.0,22.0,24.0,0.8676470588235294,0.8571428571428571,0.731970260223048,0.8296943231441049,0.8937125748502994,0.8,0.6666666666666666,0.75,0.5,0.7586206896551724,0.7692307692307693,0.7239263803680982,0.965034965034965,1.0,1.7307692307692308,0.9166666666666666,A
Tottenham,Aston Villa,J Moss,16201.0,17.0,1.85,3.0,1.0,1.0,5.0,1.0,1.0,3.0,-6.0,19.46851109411923,0.6991368680641183,0.6147403685092128,8.0,3.0,91.0,44.0,31.0,17.0,294.19999999999993,211.50000000000009,567.0,367.0,811.0,597.0,10.0,4.0,13.0,6.0,46.0,19.0,9.0,3.0,66.0,33.0,112.0,82.0,154.0,105.0,137.0,147.0,145.0,163.0,66.0,66.0,9.0,9.0,2.0681818181818183,1.8235294117647058,1.391016548463356,1.5449591280653951,1.3584589614740368,2.5,2.1666666666666665,2.4210526315789473,3.0,2.0,1.3658536585365855,1.4666666666666666,0.9319727891156463,0.8895705521472392,1.0,1.0,H
Southampton,Man United,M Dean,16201.0,-4.0,0.8888888888888888,2.0,1.0,2.0,-1.0,3.0,0.0,2.0,7.0,-1.9184592304354666,0.7014218009478673,0.7732379979570991,8.0,4.0,59.0,77.0,18.0,26.0,309.4999999999999,299.0000000000001,592.0,757.0,844.0,979.0,2.0,9.0,6.0,8.0,29.0,46.0,0.0,6.0,48.0,57.0,80.0,72.0,112.0,101.0,117.0,145.0,129.0,156.0,66.0,58.0,9.0,11.0,0.7662337662337663,0.6923076923076923,1.0351170568561865,0.7820343461030383,0.8621041879468846,0.2222222222222222,0.75,0.6304347826086957,0.0,0.8421052631578947,1.1111111111111112,1.108910891089109,0.8068965517241379,0.8269230769230769,1.1379310344827587,0.8181818181818182,D
Liverpool,Newcastle,P Dowd,16201.0,26.0,2.3,3.0,1.0,1.0,1.0,1.0,0.0,4.0,-6.0,38.34999847765192,0.7319461444308446,0.6099290780141844,5.0,8.0,93.0,71.0,35.0,18.0,307.6,235.09999999999994,598.0,344.0,817.0,564.0,9.0,4.0,13.0,10.0,49.0,38.0,6.0,2.0,75.0,53.0,111.0,101.0,160.0,138.0,194.0,157.0,211.0,175.0,57.0,81.0,18.0,15.0,1.3098591549295775,1.9444444444444444,1.3083794130157385,1.7383720930232558,1.448581560283688,2.25,1.3,1.2894736842105263,3.0,1.4150943396226414,1.099009900990099,1.1594202898550725,1.2356687898089171,1.2057142857142857,0.7037037037037037,1.2,H
Fulham,Crystal Palace,K Friend,16201.0,-13.0,0.59375,2.0,1.0,2.0,-3.0,3.0,1.0,1.0,1.0,-16.62920203270237,0.578397212543554,0.6301369863013698,8.0,5.0,61.0,45.0,20.0,19.0,214.59999999999997,186.5999999999998,332.0,368.0,574.0,584.0,6.0,7.0,6.0,3.0,33.0,28.0,6.0,7.0,51.0,39.0,101.0,117.0,148.0,163.0,153.0,205.0,166.0,222.0,64.0,96.0,19.0,21.0,1.3555555555555556,1.0526315789473684,1.1500535905680611,0.9021739130434783,0.9828767123287672,0.8571428571428571,2.0,1.1785714285714286,0.8571428571428571,1.3076923076923077,0.8632478632478633,0.9079754601226994,0.7463414634146341,0.7477477477477478,0.6666666666666666,0.9047619047619048,D
Cardiff,Chelsea,M Oliver,16201.0,-32.0,0.30434782608695654,1.0,1.0,3.0,-9.0,3.0,1.0,1.0,5.0,-29.71170094207852,0.5923076923076923,0.7777777777777778,8.0,7.0,54.0,109.0,16.0,34.0,223.80000000000004,274.49999999999994,308.0,756.0,520.0,972.0,1.0,4.0,8.0,14.0,34.0,56.0,0.0,5.0,31.0,82.0,81.0,84.0,131.0,111.0,149.0,157.0,166.0,164.0,61.0,54.0,29.0,11.0,0.4954128440366973,0.47058823529411764,0.8153005464480877,0.4074074074074074,0.5349794238683128,0.25,0.5714285714285714,0.6071428571428571,0.0,0.3780487804878049,0.9642857142857143,1.1801801801801801,0.9490445859872612,1.0121951219512195,1.1296296296296295,2.6363636363636362,A
Man City,West Ham,M Atkinson,16201.0,22.0,1.8148148148148149,4.0,1.0,0.0,9.0,1.0,0.0,4.0,-3.0,34.514094974405616,0.7931769722814499,0.5910493827160493,3.0,8.0,87.0,65.0,31.0,18.0,295.4,245.20000000000027,744.0,383.0,938.0,648.0,12.0,2.0,10.0,11.0,55.0,44.0,10.0,0.0,72.0,47.0,103.0,87.0,159.0,124.0,112.0,177.0,122.0,190.0,72.0,48.0,7.0,20.0,1.3384615384615384,1.7222222222222223,1.2047308319738974,1.9425587467362924,1.4475308641975309,6.0,0.9090909090909091,1.25,inf,1.5319148936170213,1.1839080459770115,1.282258064516129,0.632768361581921,0.6421052631578947,1.5,0.35,H
Hull,Everton,H Webb,16201.0,-18.0,0.5,1.0,1.0,3.0,-6.0,2.0,0.0,3.0,-1.0,-13.937320284452866,0.6156299840510366,0.7296587926509186,4.0,7.0,38.0,72.0,16.0,19.0,239.99999999999986,267.5,386.0,556.0,627.0,762.0,3.0,5.0,7.0,10.0,26.0,46.0,3.0,4.0,31.0,55.0,87.0,94.0,127.0,147.0,159.0,131.0,171.0,150.0,81.0,59.0,11.0,28.0,0.5277777777777778,0.8421052631578947,0.8971962616822424,0.6942446043165468,0.8228346456692913,0.6,0.7,0.5652173913043478,0.75,0.5636363636363636,0.925531914893617,0.8639455782312925,1.213740458015267,1.14,1.3728813559322033,0.39285714285714285,A
Sunderland,Swansea,C Foy,16201.0,9.0,1.45,4.0,1.0,0.0,8.0,2.0,0.0,3.0,1.0,27.109494144474816,0.6798418972332015,0.5840909090909091,3.0,8.0,57.0,52.0,18.0,19.0,224.3,231.40000000000012,344.0,257.0,506.0,440.0,11.0,4.0,3.0,3.0,35.0,24.0,8.0,3.0,46.0,34.0,79.0,82.0,133.0,127.0,130.0,183.0,160.0,205.0,71.0,103.0,18.0,23.0,1.0961538461538463,0.9473684210526315,0.9693171996542779,1.33852140077821,1.15,2.75,1.0,1.4583333333333333,2.6666666666666665,1.3529411764705883,0.9634146341463414,1.047244094488189,0.7103825136612022,0.7804878048780488,0.6893203883495146,0.782608695652174,A
QPR,Hull,C Pawson,16298.0,-2.0,0.8888888888888888,0.0,1.0,4.0,-5.0,0.0,1.0,4.0,-9.0,-2.2901812451348036,0.6021505376344086,0.6526655896607432,7.0,6.0,72.0,42.0,28.0,15.0,233.70000000000007,240.0999999999998,336.0,404.0,558.0,619.0,1.0,2.0,5.0,4.0,21.0,24.0,0.0,2.0,47.0,33.0,102.0,89.0,138.0,120.0,87.0,149.0,176.0,162.0,70.0,71.0,32.0,12.0,1.7142857142857142,1.8666666666666667,0.9733444398167441,0.8316831683168316,0.901453957996769,0.5,1.25,0.875,0.0,1.4242424242424243,1.146067415730337,1.15,0.5838926174496645,1.0864197530864197,0.9859154929577465,2.6666666666666665,A
Man United,Swansea,M Dean,16298.0,11.0,1.4782608695652173,2.0,1.0,2.0,3.0,3.0,0.0,2.0,4.0,-0.9496818257537853,0.7690700104493208,0.6123456790123457,3.0,7.0,77.0,48.0,24.0,21.0,284.2000000000002,220.30000000000013,736.0,248.0,957.0,405.0,6.0,7.0,9.0,3.0,45.0,23.0,3.0,5.0,55.0,30.0,75.0,82.0,102.0,130.0,143.0,171.0,152.0,193.0,52.0,99.0,12.0,27.0,1.6041666666666667,1.1428571428571428,1.290059010440309,2.967741935483871,2.362962962962963,0.8571428571428571,3.0,1.9565217391304348,0.6,1.8333333333333333,0.9146341463414634,0.7846153846153846,0.8362573099415205,0.7875647668393783,0.5252525252525253,0.4444444444444444,A
Arsenal,Crystal Palace,J Moss,16298.0,11.0,1.3666666666666667,5.0,0.0,0.0,11.0,2.0,2.0,1.0,0.0,12.766398049402376,0.7723669309173273,0.6117216117216118,6.0,14.0,75.0,46.0,34.0,21.0,303.00000000000006,177.0999999999998,682.0,334.0,883.0,546.0,12.0,7.0,15.0,5.0,58.0,31.0,9.0,6.0,56.0,39.0,90.0,116.0,129.0,166.0,167.0,208.0,180.0,223.0,69.0,86.0,10.0,22.0,1.6304347826086956,1.619047619047619,1.7108977978543218,2.0419161676646707,1.6172161172161172,1.7142857142857142,3.0,1.8709677419354838,1.5,1.435897435897436,0.7758620689655172,0.7771084337349398,0.8028846153846154,0.8071748878923767,0.8023255813953488,0.45454545454545453,H
Stoke,Aston Villa,A Taylor,16298.0,10.0,1.5,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-8.0,16.00791643352457,0.6951724137931035,0.6400625978090767,7.0,7.0,79.0,41.0,23.0,14.0,277.1,199.60000000000008,504.0,409.0,725.0,639.0,5.0,4.0,7.0,5.0,37.0,17.0,5.0,3.0,67.0,29.0,91.0,74.0,146.0,98.0,142.0,132.0,152.0,147.0,53.0,75.0,30.0,10.0,1.9268292682926829,1.6428571428571428,1.388276553106212,1.2322738386308068,1.134585289514867,1.25,1.4,2.176470588235294,1.6666666666666667,2.310344827586207,1.2297297297297298,1.489795918367347,1.0757575757575757,1.034013605442177,0.7066666666666667,3.0,A
West Ham,Tottenham,C Foy,16298.0,-12.0,0.6923076923076923,1.0,0.0,4.0,-4.0,3.0,1.0,1.0,4.0,-18.281799893326337,0.5942760942760943,0.675603217158177,7.0,6.0,57.0,74.0,17.0,26.0,240.00000000000026,287.7999999999999,353.0,504.0,594.0,746.0,1.0,8.0,11.0,12.0,41.0,41.0,0.0,5.0,42.0,53.0,78.0,112.0,119.0,154.0,176.0,144.0,191.0,152.0,40.0,75.0,29.0,9.0,0.7702702702702703,0.6538461538461539,0.8339124391938858,0.7003968253968254,0.7962466487935657,0.125,0.9166666666666666,1.0,0.0,0.7924528301886793,0.6964285714285714,0.7727272727272727,1.2222222222222223,1.256578947368421,0.5333333333333333,3.2222222222222223,A
West Brom,Sunderland,N Swarbrick,16298.0,-6.0,0.7692307692307693,1.0,0.0,4.0,-5.0,4.0,0.0,1.0,6.0,-22.091267163842755,0.6757990867579908,0.6721014492753623,7.0,13.0,70.0,66.0,17.0,19.0,208.59999999999994,235.7,444.0,371.0,657.0,552.0,3.0,10.0,3.0,3.0,29.0,35.0,3.0,7.0,52.0,50.0,76.0,74.0,122.0,120.0,118.0,140.0,130.0,165.0,97.0,69.0,21.0,18.0,1.0606060606060606,0.8947368421052632,0.8850233347475602,1.196765498652291,1.190217391304348,0.3,1.0,0.8285714285714286,0.42857142857142855,1.04,1.027027027027027,1.0166666666666666,0.8428571428571429,0.7878787878787878,1.4057971014492754,1.1666666666666667,D
Liverpool,Southampton,M Clattenburg,16299.0,19.0,1.6333333333333333,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,19.021943189236374,0.7394859813084113,0.6994152046783626,7.0,7.0,89.0,69.0,32.0,23.0,310.6,311.4999999999999,633.0,598.0,856.0,855.0,9.0,2.0,12.0,7.0,44.0,32.0,8.0,1.0,73.0,54.0,110.0,84.0,159.0,118.0,172.0,103.0,187.0,115.0,58.0,60.0,19.0,8.0,1.289855072463768,1.391304347826087,0.9971107544141257,1.0585284280936456,1.001169590643275,4.5,1.7142857142857142,1.375,8.0,1.3518518518518519,1.3095238095238095,1.347457627118644,1.6699029126213591,1.626086956521739,0.9666666666666667,2.375,H
Newcastle,Man City,M Atkinson,16299.0,-32.0,0.3469387755102041,1.0,0.0,4.0,-3.0,5.0,0.0,0.0,11.0,-48.48257188166663,0.596958174904943,0.8187250996015937,7.0,7.0,65.0,99.0,16.0,34.0,224.69999999999987,307.2,314.0,822.0,526.0,1004.0,4.0,11.0,8.0,12.0,36.0,61.0,2.0,9.0,49.0,84.0,102.0,89.0,142.0,132.0,158.0,102.0,174.0,114.0,79.0,71.0,18.0,7.0,0.6565656565656566,0.47058823529411764,0.7314453124999997,0.3819951338199513,0.5239043824701195,0.36363636363636365,0.6666666666666666,0.5901639344262295,0.2222222222222222,0.5833333333333334,1.146067415730337,1.0757575757575757,1.5490196078431373,1.5263157894736843,1.1126760563380282,2.5714285714285716,A
Southampton,West Brom,R East,16305.0,10.0,1.5,2.0,2.0,1.0,2.0,1.0,1.0,3.0,-3.0,17.95031824276704,0.6666666666666666,0.689041095890411,6.0,7.0,62.0,70.0,22.0,19.0,287.2999999999999,236.09999999999994,484.0,503.0,726.0,730.0,3.0,4.0,7.0,3.0,31.0,30.0,2.0,3.0,46.0,54.0,106.0,68.0,147.0,109.0,106.0,114.0,118.0,124.0,67.0,86.0,10.0,16.0,0.8857142857142857,1.1578947368421053,1.216857263871241,0.9622266401590457,0.9945205479452055,0.75,2.3333333333333335,1.0333333333333334,0.6666666666666666,0.8518518518518519,1.5588235294117647,1.348623853211009,0.9298245614035088,0.9516129032258065,0.7790697674418605,0.625,D
Aston Villa,Newcastle,M Dean,16305.0,5.0,1.2941176470588236,2.0,0.0,3.0,-7.0,1.0,0.0,4.0,-4.0,13.845131166450127,0.6360808709175739,0.6106870229007634,7.0,6.0,42.0,64.0,15.0,15.0,204.10000000000008,217.59999999999985,409.0,320.0,643.0,524.0,5.0,4.0,5.0,8.0,21.0,38.0,3.0,2.0,29.0,48.0,75.0,106.0,104.0,147.0,137.0,154.0,155.0,167.0,79.0,82.0,15.0,19.0,0.65625,1.0,0.9379595588235304,1.278125,1.2270992366412214,1.25,0.625,0.5526315789473685,1.5,0.6041666666666666,0.7075471698113207,0.7074829931972789,0.8896103896103896,0.9281437125748503,0.9634146341463414,0.7894736842105263,D
Crystal Palace,West Ham,M Clattenburg,16305.0,4.0,1.1538461538461537,1.0,2.0,2.0,-2.0,1.0,0.0,4.0,-3.0,9.484354141184212,0.5855130784708249,0.6235489220563848,6.0,7.0,43.0,63.0,19.0,19.0,169.5999999999998,249.20000000000027,291.0,376.0,497.0,603.0,5.0,0.0,4.0,13.0,27.0,43.0,4.0,0.0,36.0,44.0,116.0,75.0,162.0,117.0,210.0,176.0,221.0,192.0,83.0,47.0,21.0,30.0,0.6825396825396826,1.0,0.6805778491171733,0.773936170212766,0.824212271973466,inf,0.3076923076923077,0.627906976744186,inf,0.8181818181818182,1.5466666666666666,1.3846153846153846,1.1931818181818181,1.1510416666666667,1.7659574468085106,0.7,A
Everton,Arsenal,K Friend,16305.0,-4.0,0.9024390243902439,2.0,1.0,2.0,1.0,5.0,0.0,0.0,10.0,-14.815656731735846,0.7215189873417721,0.7716115261472786,7.0,3.0,59.0,75.0,18.0,32.0,264.40000000000003,319.50000000000006,513.0,723.0,711.0,937.0,7.0,11.0,7.0,13.0,34.0,54.0,5.0,7.0,44.0,55.0,91.0,102.0,128.0,140.0,133.0,166.0,148.0,177.0,51.0,70.0,23.0,10.0,0.7866666666666666,0.5625,0.8275430359937401,0.7095435684647303,0.7588046958377801,0.6363636363636364,0.5384615384615384,0.6296296296296297,0.7142857142857143,0.8,0.8921568627450981,0.9142857142857143,0.8012048192771084,0.8361581920903954,0.7285714285714285,2.3,D
Hull,Stoke,J Moss,16306.0,-12.0,0.6,1.0,1.0,3.0,-5.0,2.0,1.0,2.0,2.0,-13.253585938880057,0.6478632478632479,0.7008310249307479,2.0,8.0,40.0,81.0,15.0,22.0,246.19999999999982,292.9,379.0,506.0,585.0,722.0,3.0,5.0,3.0,6.0,22.0,36.0,3.0,4.0,29.0,69.0,84.0,101.0,117.0,146.0,176.0,145.0,194.0,159.0,63.0,59.0,18.0,27.0,0.49382716049382713,0.6818181818181818,0.840559918060771,0.7490118577075099,0.8102493074792244,0.6,0.5,0.6111111111111112,0.75,0.42028985507246375,0.8316831683168316,0.8013698630136986,1.2137931034482758,1.220125786163522,1.0677966101694916,0.6666666666666666,D
Tottenham,QPR,A Taylor,16306.0,23.0,2.4375,4.0,0.0,1.0,5.0,0.0,1.0,4.0,-4.0,32.79002709002709,0.6769911504424779,0.5982905982905983,2.0,8.0,64.0,66.0,22.0,23.0,271.2,236.10000000000008,459.0,350.0,678.0,585.0,7.0,1.0,10.0,5.0,32.0,27.0,5.0,0.0,49.0,47.0,113.0,95.0,145.0,134.0,146.0,109.0,159.0,179.0,70.0,80.0,12.0,33.0,0.9696969696969697,0.9565217391304348,1.1486658195679793,1.3114285714285714,1.158974358974359,7.0,2.0,1.1851851851851851,inf,1.0425531914893618,1.1894736842105262,1.0820895522388059,1.3394495412844036,0.888268156424581,0.875,0.36363636363636365,H
Sunderland,Man United,M Atkinson,16306.0,-5.0,0.8387096774193549,3.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,6.171084084997133,0.6851851851851852,0.765625,8.0,8.0,66.0,82.0,18.0,27.0,240.2,283.10000000000014,370.0,686.0,540.0,896.0,9.0,7.0,3.0,9.0,37.0,50.0,8.0,3.0,49.0,60.0,88.0,71.0,121.0,95.0,136.0,123.0,157.0,132.0,83.0,57.0,10.0,8.0,0.8048780487804879,0.6666666666666666,0.8484634404803951,0.5393586005830904,0.6026785714285714,1.2857142857142858,0.3333333333333333,0.74,2.6666666666666665,0.8166666666666667,1.2394366197183098,1.2736842105263158,1.1056910569105691,1.1893939393939394,1.456140350877193,1.25,D
