home,away,Referee,time,H_Enemy_Acc,A_Enemy_Acc,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,H_atkPass_ratio,A_atkPass_ratio,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_poss_Acc,A_poss_Acc,H_atk_3rd_Acc,A_atk_3rd_Acc,H_atk_3rd_tot_Acc,A_atk_3rd_tot_Acc,H_red_goal_Acc,A_red_goal_Acc,H_red_on_Acc,A_red_on_Acc,H_red_tot_Acc,A_red_tot_Acc,H_chance_goal_Acc,A_chance_goal_Acc,H_chance_tot_Acc,A_chance_tot_Acc,H_successful_tackle_Acc,A_successful_tackle_Acc,H_tackle_tot_Acc,A_tackle_tot_Acc,H_successful_clearance_Acc,A_successful_clearance_Acc,H_clearance_tot_Acc,A_clearance_tot_Acc,H_interceptions_Acc,A_interceptions_Acc,H_blocks_Acc,A_blocks_Acc,HS_Acc/AS_Acc,HST_Acc/AST_Acc,H_poss_Acc/A_poss_Acc,H_atk_3rd_Acc/A_atk_3rd_Acc,H_atk_3rd_tot_Acc/A_atk_3rd_tot_Acc,H_red_goal_Acc/A_red_goal_Acc,H_red_on_Acc/A_red_on_Acc,H_red_tot_Acc/A_red_tot_Acc,H_chance_goal_Acc/A_chance_goal_Acc,H_chance_tot_Acc/A_chance_tot_Acc,H_successful_tackle_Acc/A_successful_tackle_Acc,H_tackle_tot_Acc/A_tackle_tot_Acc,H_successful_clearance_Acc/A_successful_clearance_Acc,H_clearance_tot_Acc/A_clearance_tot_Acc,H_interceptions_Acc/A_interceptions_Acc,H_blocks_Acc/A_blocks_Acc,y
Man City,Liverpool,M Oliver,16307.0,-3.0,0.9423076923076923,5.0,0.0,0.0,11.0,3.0,1.0,1.0,1.0,3.706369897635284,0.7964323189926548,0.7378531073446327,8.0,8.0,93.0,91.0,33.0,33.0,293.4,320.1,759.0,653.0,953.0,885.0,11.0,8.0,12.0,13.0,59.0,42.0,9.0,8.0,80.0,74.0,97.0,106.0,148.0,159.0,117.0,177.0,130.0,191.0,70.0,61.0,8.0,16.0,1.021978021978022,1.0,0.916588566073102,1.1623277182235834,1.0768361581920904,1.375,0.9230769230769231,1.4047619047619047,1.125,1.0810810810810811,0.9150943396226415,0.9308176100628931,0.6610169491525424,0.680628272251309,1.1475409836065573,0.5,H
QPR,Sunderland,R Madley,16312.0,-11.0,0.5925925925925926,0.0,0.0,5.0,-8.0,2.0,2.0,1.0,1.0,-24.885261555261557,0.5942307692307692,0.6434782608695652,2.0,2.0,60.0,56.0,19.0,14.0,216.00000000000009,224.1,309.0,296.0,520.0,460.0,1.0,6.0,5.0,2.0,28.0,30.0,0.0,6.0,45.0,44.0,107.0,91.0,155.0,131.0,108.0,140.0,167.0,157.0,83.0,84.0,34.0,12.0,1.0714285714285714,1.3571428571428572,0.9638554216867474,1.0439189189189189,1.1304347826086956,0.16666666666666666,2.5,0.9333333333333333,0.0,1.0227272727272727,1.1758241758241759,1.183206106870229,0.7714285714285715,1.0636942675159236,0.9880952380952381,2.8333333333333335,H
Newcastle,Crystal Palace,M Jones,16312.0,-11.0,0.6206896551724138,1.0,1.0,3.0,-3.0,0.0,2.0,3.0,-5.0,-6.207799785319629,0.6206896551724138,0.6064030131826742,3.0,3.0,61.0,41.0,15.0,20.0,230.09999999999985,181.29999999999973,306.0,322.0,493.0,531.0,3.0,4.0,10.0,6.0,37.0,22.0,1.0,5.0,48.0,35.0,94.0,123.0,136.0,170.0,145.0,159.0,159.0,169.0,67.0,81.0,19.0,23.0,1.4878048780487805,0.75,1.2691671263099846,0.9503105590062112,0.928436911487759,0.75,1.6666666666666667,1.6818181818181819,0.2,1.3714285714285714,0.7642276422764228,0.8,0.9119496855345912,0.9408284023668639,0.8271604938271605,0.8260869565217391,D
Everton,Chelsea,J Moss,16312.0,-9.0,0.8043478260869565,1.0,2.0,2.0,-1.0,4.0,1.0,0.0,7.0,-20.212199948224793,0.7008547008547008,0.7984994640943194,6.0,7.0,50.0,100.0,15.0,28.0,270.40000000000003,287.2999999999998,492.0,745.0,702.0,933.0,7.0,8.0,5.0,7.0,27.0,54.0,6.0,5.0,36.0,79.0,87.0,94.0,126.0,137.0,127.0,170.0,142.0,190.0,49.0,50.0,20.0,14.0,0.5,0.5357142857142857,0.9411764705882362,0.6604026845637584,0.752411575562701,0.875,0.7142857142857143,0.5,1.2,0.45569620253164556,0.925531914893617,0.9197080291970803,0.7470588235294118,0.7473684210526316,0.98,1.4285714285714286,A
West Ham,Southampton,M Dean,16312.0,-2.0,0.9354838709677419,2.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,-7.906378417624207,0.6181172291296625,0.6881868131868132,3.0,3.0,67.0,67.0,23.0,22.0,237.50000000000026,276.2999999999999,348.0,501.0,563.0,728.0,1.0,3.0,13.0,7.0,43.0,34.0,1.0,2.0,48.0,50.0,82.0,111.0,122.0,153.0,177.0,92.0,192.0,103.0,52.0,77.0,25.0,11.0,1.0,1.0454545454545454,0.859572927976838,0.6946107784431138,0.7733516483516484,0.3333333333333333,1.8571428571428572,1.2647058823529411,0.5,0.96,0.7387387387387387,0.7973856209150327,1.923913043478261,1.8640776699029127,0.6753246753246753,2.272727272727273,A
Man City,Stoke,L Mason,16312.0,19.0,1.6333333333333333,5.0,0.0,0.0,11.0,2.0,1.0,2.0,2.0,30.21562174419317,0.8120456905503635,0.7045454545454546,4.0,2.0,86.0,86.0,31.0,20.0,292.2,293.4,782.0,527.0,963.0,748.0,12.0,5.0,10.0,5.0,55.0,41.0,9.0,4.0,73.0,66.0,89.0,98.0,142.0,136.0,114.0,167.0,125.0,184.0,63.0,56.0,12.0,25.0,1.0,1.55,0.9959100204498977,1.4838709677419355,1.2874331550802138,2.4,2.0,1.3414634146341464,2.25,1.106060606060606,0.9081632653061225,1.0441176470588236,0.6826347305389222,0.6793478260869565,1.125,0.48,A
Swansea,West Brom,P Tierney,16312.0,10.0,1.5555555555555556,4.0,0.0,1.0,6.0,0.0,2.0,3.0,-4.0,25.61923589487307,0.6593406593406593,0.6731571627260083,3.0,3.0,46.0,59.0,24.0,15.0,225.1000000000001,235.39999999999992,240.0,484.0,364.0,719.0,7.0,3.0,2.0,2.0,22.0,26.0,7.0,2.0,30.0,43.0,81.0,78.0,126.0,115.0,173.0,94.0,193.0,103.0,89.0,85.0,23.0,18.0,0.7796610169491526,1.6,0.9562446898895505,0.49586776859504134,0.5062586926286509,2.3333333333333335,1.0,0.8461538461538461,3.5,0.6976744186046512,1.0384615384615385,1.0956521739130434,1.8404255319148937,1.8737864077669903,1.0470588235294118,1.2777777777777777,H
Tottenham,Liverpool,P Dowd,16313.0,-10.0,0.7959183673469388,4.0,0.0,1.0,7.0,2.0,1.0,2.0,-2.0,-5.07757122780415,0.695024077046549,0.7398720682302772,2.0,5.0,68.0,88.0,22.0,30.0,275.0,309.9000000000001,433.0,694.0,623.0,938.0,8.0,6.0,8.0,13.0,35.0,38.0,6.0,6.0,52.0,71.0,114.0,87.0,141.0,142.0,129.0,145.0,146.0,156.0,70.0,57.0,12.0,11.0,0.7727272727272727,0.7333333333333333,0.8873830267828329,0.6239193083573487,0.664179104477612,1.3333333333333333,0.6153846153846154,0.9210526315789473,1.0,0.7323943661971831,1.3103448275862069,0.9929577464788732,0.8896551724137931,0.9358974358974359,1.2280701754385965,1.0909090909090908,A
Aston Villa,Hull,M Clattenburg,16313.0,1.0,1.0526315789473684,2.0,1.0,2.0,-4.0,1.0,1.0,3.0,-5.0,9.23543938459905,0.6265060240963856,0.631858407079646,3.0,2.0,40.0,41.0,12.0,13.0,191.20000000000007,234.5999999999998,364.0,357.0,581.0,565.0,4.0,2.0,5.0,1.0,24.0,19.0,2.0,2.0,27.0,27.0,81.0,84.0,109.0,120.0,141.0,179.0,158.0,195.0,76.0,65.0,16.0,23.0,0.975609756097561,0.9230769230769231,0.8150042625745961,1.0196078431372548,1.0283185840707965,2.0,5.0,1.263157894736842,1.0,1.0,0.9642857142857143,0.9083333333333333,0.7877094972067039,0.8102564102564103,1.1692307692307693,0.6956521739130435,H
Arsenal,Man City,M Clattenburg,16326.0,-9.0,0.8043478260869565,3.0,2.0,0.0,4.0,4.0,0.0,1.0,9.0,-4.801790659978813,0.7803958529688972,0.8156934306569343,13.0,14.0,80.0,84.0,27.0,27.0,325.0,325.2,828.0,894.0,1061.0,1096.0,8.0,9.0,11.0,9.0,47.0,55.0,5.0,6.0,62.0,70.0,95.0,86.0,136.0,129.0,152.0,106.0,161.0,119.0,70.0,60.0,11.0,11.0,0.9523809523809523,1.0,0.9993849938499385,0.9261744966442953,0.968065693430657,0.8888888888888888,1.2222222222222223,0.8545454545454545,0.8333333333333334,0.8857142857142857,1.1046511627906976,1.054263565891473,1.4339622641509433,1.3529411764705883,1.1666666666666667,1.0,D
Sunderland,Tottenham,C Pawson,16326.0,-12.0,0.6666666666666666,1.0,2.0,2.0,-1.0,3.0,0.0,2.0,3.0,-14.548075921290206,0.6757281553398058,0.7082018927444795,14.0,13.0,64.0,59.0,19.0,19.0,248.7,286.3,348.0,449.0,515.0,634.0,5.0,7.0,6.0,7.0,31.0,32.0,5.0,5.0,50.0,46.0,97.0,106.0,136.0,134.0,132.0,117.0,147.0,133.0,71.0,76.0,17.0,9.0,1.0847457627118644,1.0,0.868669228082431,0.7750556792873051,0.8123028391167192,0.7142857142857143,0.8571428571428571,0.96875,1.0,1.0869565217391304,0.9150943396226415,1.0149253731343284,1.1282051282051282,1.105263157894737,0.9342105263157895,1.8888888888888888,D
West Brom,Everton,A Taylor,16326.0,-16.0,0.5294117647058824,0.0,2.0,3.0,-6.0,1.0,2.0,2.0,-2.0,-18.25212027261717,0.6759002770083102,0.7124352331606217,14.0,13.0,64.0,58.0,16.0,20.0,239.49999999999997,286.00000000000006,488.0,550.0,722.0,772.0,3.0,10.0,2.0,6.0,25.0,30.0,2.0,9.0,43.0,42.0,86.0,83.0,126.0,115.0,73.0,123.0,82.0,134.0,85.0,51.0,13.0,17.0,1.103448275862069,0.8,0.8374125874125872,0.8872727272727273,0.9352331606217616,0.3,0.3333333333333333,0.8333333333333334,0.2222222222222222,1.0238095238095237,1.036144578313253,1.0956521739130434,0.5934959349593496,0.6119402985074627,1.6666666666666667,0.7647058823529411,A
Chelsea,Swansea,K Friend,16326.0,15.0,1.4838709677419355,4.0,1.0,0.0,8.0,4.0,0.0,1.0,6.0,10.346915827800387,0.8006295907660022,0.6833333333333333,13.0,14.0,101.0,50.0,32.0,24.0,299.5999999999998,233.80000000000013,763.0,246.0,953.0,360.0,11.0,7.0,10.0,3.0,58.0,25.0,9.0,7.0,81.0,34.0,104.0,89.0,145.0,128.0,147.0,167.0,168.0,186.0,48.0,86.0,13.0,25.0,2.02,1.3333333333333333,1.2814371257485013,3.1016260162601625,2.647222222222222,1.5714285714285714,3.3333333333333335,2.32,1.2857142857142858,2.3823529411764706,1.1685393258426966,1.1328125,0.8802395209580839,0.9032258064516129,0.5581395348837209,0.52,H
Liverpool,Aston Villa,L Mason,16326.0,26.0,2.130434782608696,3.0,1.0,1.0,3.0,2.0,1.0,2.0,-5.0,23.71438163076362,0.7232375979112271,0.6146788990825688,13.0,13.0,79.0,36.0,30.0,7.0,275.0,191.10000000000008,554.0,335.0,766.0,545.0,9.0,3.0,15.0,2.0,44.0,20.0,7.0,2.0,62.0,26.0,92.0,81.0,144.0,112.0,168.0,137.0,181.0,161.0,66.0,67.0,9.0,17.0,2.1944444444444446,4.285714285714286,1.439037153322867,1.653731343283582,1.4055045871559633,3.0,7.5,2.2,3.5,2.3846153846153846,1.1358024691358024,1.2857142857142858,1.2262773722627738,1.124223602484472,0.9850746268656716,0.5294117647058824,A
Southampton,Newcastle,C Foy,16326.0,12.0,1.631578947368421,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,14.170284497381353,0.7108108108108108,0.6689536878216124,14.0,14.0,71.0,71.0,26.0,16.0,286.3999999999998,256.99999999999994,526.0,390.0,740.0,583.0,6.0,6.0,9.0,9.0,38.0,45.0,3.0,2.0,51.0,51.0,107.0,94.0,139.0,142.0,86.0,122.0,96.0,133.0,67.0,66.0,7.0,17.0,1.0,1.625,1.1143968871595327,1.3487179487179488,1.2692967409948541,1.0,1.0,0.8444444444444444,1.5,1.0,1.1382978723404256,0.9788732394366197,0.7049180327868853,0.7218045112781954,1.0151515151515151,0.4117647058823529,H
Man United,QPR,P Dowd,16327.0,14.0,1.875,1.0,3.0,1.0,1.0,1.0,0.0,4.0,-6.0,16.19304157658821,0.7587548638132295,0.6039215686274509,15.0,15.0,57.0,64.0,19.0,18.0,277.9000000000001,214.30000000000013,585.0,308.0,771.0,510.0,5.0,2.0,6.0,7.0,32.0,32.0,1.0,1.0,42.0,52.0,85.0,107.0,112.0,155.0,122.0,126.0,128.0,167.0,77.0,75.0,8.0,34.0,0.890625,1.0555555555555556,1.2967802146523562,1.8993506493506493,1.511764705882353,2.5,0.8571428571428571,1.0,1.0,0.8076923076923077,0.794392523364486,0.7225806451612903,0.9682539682539683,0.7664670658682635,1.0266666666666666,0.23529411764705882,H
Hull,West Ham,M Atkinson,16328.0,-7.0,0.7307692307692307,1.0,1.0,3.0,-4.0,2.0,0.0,3.0,-1.0,-10.525102547222364,0.6299638989169675,0.6122448979591837,15.0,16.0,43.0,62.0,14.0,22.0,234.69999999999985,216.60000000000028,349.0,330.0,554.0,539.0,3.0,1.0,2.0,11.0,18.0,37.0,3.0,1.0,28.0,40.0,85.0,96.0,124.0,129.0,171.0,181.0,188.0,199.0,71.0,58.0,21.0,28.0,0.6935483870967742,0.6363636363636364,1.0835641735918724,1.0575757575757576,1.0278293135435992,3.0,0.18181818181818182,0.4864864864864865,3.0,0.7,0.8854166666666666,0.9612403100775194,0.9447513812154696,0.9447236180904522,1.2241379310344827,0.75,D
West Ham,Liverpool,C Pawson,16333.0,-21.0,0.5625,1.0,1.0,3.0,-3.0,3.0,0.0,2.0,2.0,-19.297988026799885,0.6226765799256505,0.7137546468401487,4.0,3.0,58.0,71.0,18.0,22.0,228.60000000000028,284.6,335.0,576.0,538.0,807.0,2.0,7.0,7.0,12.0,32.0,38.0,3.0,5.0,43.0,54.0,93.0,88.0,128.0,122.0,167.0,165.0,186.0,176.0,56.0,63.0,25.0,9.0,0.8169014084507042,0.8181818181818182,0.803232607167956,0.5815972222222222,0.6666666666666666,0.2857142857142857,0.5833333333333334,0.8421052631578947,0.6,0.7962962962962963,1.0568181818181819,1.0491803278688525,1.0121212121212122,1.0568181818181819,0.8888888888888888,2.7777777777777777,H
Swansea,Southampton,J Moss,16333.0,-2.0,0.9393939393939394,4.0,0.0,1.0,5.0,2.0,2.0,1.0,5.0,4.491521643720596,0.6884272997032641,0.691044776119403,7.0,7.0,49.0,63.0,23.0,29.0,240.20000000000007,274.39999999999986,232.0,463.0,337.0,670.0,7.0,9.0,3.0,10.0,25.0,37.0,8.0,6.0,35.0,48.0,90.0,124.0,138.0,163.0,177.0,86.0,199.0,98.0,73.0,70.0,26.0,8.0,0.7777777777777778,0.7931034482758621,0.8753644314868811,0.5010799136069114,0.5029850746268657,0.7777777777777778,0.3,0.6756756756756757,1.3333333333333333,0.7291666666666666,0.7258064516129032,0.8466257668711656,2.058139534883721,2.0306122448979593,1.042857142857143,3.25,A
Aston Villa,Arsenal,M Jones,16333.0,-10.0,0.7142857142857143,3.0,1.0,1.0,0.0,2.0,3.0,0.0,3.0,-3.0587757083515292,0.6176991150442478,0.771050141911069,6.0,3.0,36.0,80.0,8.0,29.0,189.90000000000006,310.2,349.0,815.0,565.0,1057.0,4.0,9.0,2.0,12.0,23.0,44.0,2.0,6.0,24.0,61.0,78.0,107.0,105.0,152.0,146.0,139.0,171.0,147.0,69.0,82.0,20.0,9.0,0.45,0.27586206896551724,0.6121856866537719,0.42822085889570555,0.5345316934720908,0.4444444444444444,0.16666666666666666,0.5227272727272727,0.3333333333333333,0.39344262295081966,0.7289719626168224,0.6907894736842105,1.0503597122302157,1.163265306122449,0.8414634146341463,2.2222222222222223,A
Newcastle,Hull,N Swarbrick,16333.0,-4.0,0.8,0.0,2.0,3.0,-7.0,1.0,2.0,2.0,-2.0,-6.630399457831894,0.670753064798599,0.6230636833046471,7.0,4.0,58.0,52.0,14.0,18.0,252.79999999999993,230.99999999999986,383.0,362.0,571.0,581.0,3.0,5.0,8.0,2.0,37.0,22.0,1.0,3.0,40.0,33.0,86.0,99.0,125.0,140.0,101.0,208.0,116.0,225.0,67.0,88.0,11.0,24.0,1.1153846153846154,0.7777777777777778,1.0943722943722947,1.058011049723757,0.9827882960413081,0.6,4.0,1.6818181818181819,0.3333333333333333,1.2121212121212122,0.8686868686868687,0.8928571428571429,0.4855769230769231,0.5155555555555555,0.7613636363636364,0.4583333333333333,D
QPR,Stoke,M Atkinson,16333.0,-18.0,0.45454545454545453,1.0,0.0,4.0,-9.0,2.0,1.0,2.0,0.0,-18.11556652806653,0.6173361522198731,0.6868537666174298,6.0,7.0,65.0,77.0,17.0,15.0,188.1000000000001,264.7,292.0,465.0,473.0,677.0,1.0,2.0,6.0,6.0,30.0,39.0,1.0,1.0,55.0,58.0,96.0,99.0,146.0,136.0,140.0,177.0,171.0,195.0,88.0,81.0,31.0,23.0,0.8441558441558441,1.1333333333333333,0.7106157914620329,0.6279569892473118,0.6986706056129985,0.5,1.0,0.7692307692307693,1.0,0.9482758620689655,0.9696969696969697,1.0735294117647058,0.7909604519774012,0.8769230769230769,1.0864197530864197,1.3478260869565217,D
Tottenham,West Brom,K Friend,16334.0,17.0,2.0,3.0,1.0,1.0,5.0,0.0,2.0,3.0,-6.0,23.258365549962193,0.748641304347826,0.6582089552238806,2.0,8.0,62.0,62.0,22.0,14.0,295.6,233.09999999999997,551.0,441.0,736.0,670.0,9.0,3.0,8.0,5.0,35.0,31.0,5.0,2.0,50.0,41.0,108.0,95.0,139.0,141.0,95.0,67.0,114.0,77.0,84.0,82.0,9.0,11.0,1.0,1.5714285714285714,1.2681252681252684,1.2494331065759636,1.0985074626865672,3.0,1.6,1.1290322580645162,2.5,1.2195121951219512,1.1368421052631579,0.9858156028368794,1.4179104477611941,1.4805194805194806,1.024390243902439,0.8181818181818182,A
Everton,Crystal Palace,M Oliver,16334.0,8.0,1.2857142857142858,2.0,2.0,1.0,1.0,0.0,3.0,2.0,-3.0,14.130648886678657,0.7112582781456953,0.5868131868131868,2.0,8.0,60.0,54.0,20.0,22.0,281.20000000000005,180.49999999999974,537.0,267.0,755.0,455.0,9.0,5.0,5.0,12.0,28.0,37.0,8.0,4.0,44.0,42.0,81.0,124.0,108.0,167.0,146.0,186.0,157.0,201.0,44.0,73.0,18.0,18.0,1.1111111111111112,0.9090909090909091,1.5578947368421077,2.0112359550561796,1.6593406593406594,1.8,0.4166666666666667,0.7567567567567568,2.0,1.0476190476190477,0.6532258064516129,0.6467065868263473,0.7849462365591398,0.7810945273631841,0.6027397260273972,1.0,A
Man City,Chelsea,M Dean,16334.0,-2.0,0.9565217391304348,3.0,1.0,1.0,5.0,5.0,0.0,0.0,10.0,-8.305057675244008,0.8009803921568628,0.8103266596417281,3.0,3.0,81.0,107.0,26.0,37.0,305.7,283.5999999999998,817.0,769.0,1020.0,949.0,8.0,15.0,10.0,10.0,53.0,65.0,6.0,12.0,70.0,87.0,113.0,110.0,176.0,159.0,115.0,131.0,127.0,155.0,71.0,53.0,8.0,12.0,0.7570093457943925,0.7027027027027027,1.0779266572637525,1.0624187256176854,1.0748155953635405,0.5333333333333333,1.0,0.8153846153846154,0.5,0.8045977011494253,1.0272727272727273,1.1069182389937107,0.8778625954198473,0.8193548387096774,1.3396226415094339,0.6666666666666666,D
Sunderland,Swansea,C Foy,16340.0,-6.0,0.7857142857142857,0.0,4.0,1.0,-1.0,3.0,0.0,2.0,2.0,-10.732727960445349,0.7116182572614108,0.647239263803681,3.0,3.0,54.0,46.0,18.0,21.0,240.3,237.60000000000008,343.0,211.0,482.0,326.0,3.0,4.0,7.0,3.0,25.0,25.0,3.0,6.0,43.0,35.0,107.0,75.0,159.0,116.0,148.0,185.0,164.0,210.0,68.0,76.0,18.0,24.0,1.173913043478261,0.8571428571428571,1.011363636363636,1.6255924170616114,1.478527607361963,0.75,2.3333333333333335,1.0,0.5,1.2285714285714286,1.4266666666666667,1.3706896551724137,0.8,0.780952380952381,0.8947368421052632,0.75,D
Chelsea,Aston Villa,P Dowd,16340.0,24.0,2.090909090909091,4.0,1.0,0.0,9.0,3.0,1.0,1.0,0.0,19.759260304912473,0.793398533007335,0.5670995670995671,2.0,7.0,85.0,38.0,32.0,9.0,260.69999999999993,172.70000000000007,649.0,262.0,818.0,462.0,14.0,4.0,9.0,3.0,49.0,27.0,12.0,2.0,69.0,26.0,110.0,74.0,156.0,102.0,151.0,141.0,173.0,169.0,57.0,59.0,14.0,20.0,2.236842105263158,3.5555555555555554,1.5095541401273875,2.4770992366412212,1.7705627705627707,3.5,3.0,1.8148148148148149,6.0,2.6538461538461537,1.4864864864864864,1.5294117647058822,1.070921985815603,1.0236686390532543,0.9661016949152542,0.7,H
Liverpool,Everton,M Atkinson,16340.0,9.0,1.25,2.0,0.0,3.0,-1.0,1.0,2.0,2.0,-2.0,1.3515600400876266,0.6881118881118881,0.7195402298850575,3.0,3.0,69.0,66.0,22.0,22.0,280.5,301.1,492.0,626.0,715.0,870.0,6.0,9.0,11.0,5.0,38.0,35.0,3.0,7.0,51.0,46.0,91.0,86.0,120.0,121.0,177.0,161.0,186.0,170.0,64.0,42.0,9.0,19.0,1.0454545454545454,1.0,0.9315841912985718,0.7859424920127795,0.8218390804597702,0.6666666666666666,2.2,1.0857142857142856,0.42857142857142855,1.108695652173913,1.058139534883721,0.9917355371900827,1.0993788819875776,1.0941176470588236,1.5238095238095237,0.47368421052631576,D
Crystal Palace,Leicester,K Stroud,16340.0,4.0,1.1666666666666667,1.0,2.0,2.0,-2.0,2.0,2.0,1.0,1.0,-8.43307220686093,0.5785876993166287,0.6115107913669064,2.0,6.0,49.0,49.0,19.0,16.0,170.69999999999982,186.09999999999994,254.0,340.0,439.0,556.0,7.0,9.0,8.0,3.0,31.0,28.0,6.0,4.0,39.0,38.0,122.0,106.0,167.0,169.0,189.0,175.0,204.0,198.0,82.0,80.0,21.0,35.0,1.0,1.1875,0.9172487909725947,0.7470588235294118,0.789568345323741,0.7777777777777778,2.6666666666666665,1.1071428571428572,1.5,1.0263157894736843,1.150943396226415,0.9881656804733728,1.08,1.0303030303030303,1.025,0.6,H
Arsenal,Tottenham,M Oliver,16340.0,3.0,1.088235294117647,2.0,3.0,0.0,4.0,2.0,1.0,2.0,1.0,14.409878002212494,0.7617224880382775,0.7377483443708609,3.0,2.0,75.0,57.0,24.0,17.0,319.1,304.2000000000001,796.0,557.0,1045.0,755.0,9.0,7.0,9.0,5.0,38.0,34.0,7.0,5.0,57.0,47.0,104.0,103.0,150.0,138.0,132.0,102.0,143.0,122.0,92.0,81.0,10.0,9.0,1.3157894736842106,1.411764705882353,1.0489809335963178,1.429084380610413,1.3841059602649006,1.2857142857142858,1.8,1.1176470588235294,1.4,1.2127659574468086,1.0097087378640777,1.0869565217391304,1.2941176470588236,1.1721311475409837,1.1358024691358024,1.1111111111111112,D
Man United,West Ham,L Mason,16340.0,1.0,1.0344827586206897,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,-9.54458926709102,0.7563131313131313,0.6091370558375635,6.0,6.0,66.0,68.0,24.0,25.0,308.4000000000001,234.90000000000026,599.0,360.0,792.0,591.0,7.0,5.0,7.0,9.0,34.0,37.0,4.0,6.0,48.0,52.0,93.0,95.0,126.0,124.0,122.0,167.0,128.0,186.0,102.0,65.0,13.0,17.0,0.9705882352941176,0.96,1.3128991060025532,1.663888888888889,1.3401015228426396,1.4,0.7777777777777778,0.918918918918919,0.6666666666666666,0.9230769230769231,0.9789473684210527,1.0161290322580645,0.7305389221556886,0.6881720430107527,1.5692307692307692,0.7647058823529411,H
Southampton,QPR,M Clattenburg,16340.0,20.0,2.3333333333333335,3.0,1.0,1.0,6.0,1.0,1.0,3.0,-8.0,24.528210978729412,0.7024320457796852,0.6277372262773723,3.0,7.0,59.0,76.0,27.0,19.0,272.7999999999999,207.80000000000013,491.0,344.0,699.0,548.0,9.0,2.0,11.0,7.0,39.0,34.0,6.0,2.0,48.0,61.0,126.0,91.0,163.0,131.0,84.0,148.0,96.0,158.0,77.0,69.0,9.0,18.0,0.7763157894736842,1.4210526315789473,1.3128007699711248,1.427325581395349,1.2755474452554745,4.5,1.5714285714285714,1.1470588235294117,3.0,0.7868852459016393,1.3846153846153846,1.2442748091603053,0.5675675675675675,0.6075949367088608,1.1159420289855073,0.5,H
Hull,Man City,A Taylor,16340.0,-21.0,0.5,1.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,-18.52253778149496,0.5965909090909091,0.7792746113989637,2.0,2.0,50.0,69.0,18.0,23.0,223.79999999999984,295.7,315.0,752.0,528.0,965.0,6.0,8.0,3.0,10.0,23.0,45.0,5.0,6.0,34.0,54.0,99.0,128.0,144.0,203.0,234.0,115.0,250.0,126.0,94.0,69.0,31.0,10.0,0.7246376811594203,0.782608695652174,0.7568481569157925,0.41888297872340424,0.5471502590673575,0.75,0.3,0.5111111111111111,0.8333333333333334,0.6296296296296297,0.7734375,0.7093596059113301,2.034782608695652,1.9841269841269842,1.3623188405797102,3.1,A
West Brom,Burnley,J Moss,16341.0,1.0,1.0526315789473684,1.0,2.0,2.0,-4.0,0.0,3.0,2.0,-3.0,5.526442705228547,0.6386292834890965,0.5824964131994261,3.0,8.0,55.0,58.0,14.0,15.0,226.89999999999992,218.6,410.0,406.0,642.0,697.0,3.0,1.0,4.0,8.0,26.0,28.0,2.0,1.0,37.0,41.0,95.0,81.0,140.0,132.0,85.0,131.0,102.0,152.0,74.0,61.0,9.0,15.0,0.9482758620689655,0.9333333333333333,1.037968892955169,1.0098522167487685,0.921090387374462,3.0,0.5,0.9285714285714286,2.0,0.9024390243902439,1.1728395061728396,1.0606060606060606,0.648854961832061,0.6710526315789473,1.2131147540983607,0.6,H
Stoke,Newcastle,C Pawson,16342.0,18.0,2.125,1.0,2.0,2.0,-1.0,0.0,3.0,2.0,-6.0,13.22884270032548,0.6585365853658537,0.6908077994428969,5.0,4.0,70.0,75.0,15.0,19.0,254.5,283.5999999999999,405.0,496.0,615.0,718.0,4.0,5.0,7.0,11.0,40.0,45.0,2.0,3.0,52.0,53.0,110.0,81.0,156.0,113.0,185.0,94.0,205.0,110.0,83.0,63.0,22.0,10.0,0.9333333333333333,0.7894736842105263,0.8973906911142457,0.8165322580645161,0.8565459610027855,0.8,0.6363636363636364,0.8888888888888888,0.6666666666666666,0.9811320754716981,1.3580246913580247,1.3805309734513274,1.9680851063829787,1.8636363636363635,1.3174603174603174,2.2,H
Liverpool,West Brom,M Oliver,16347.0,23.0,2.0454545454545454,1.0,1.0,3.0,-2.0,2.0,1.0,2.0,0.0,4.446250674182718,0.7058029689608637,0.6736214605067065,2.0,6.0,81.0,65.0,25.0,15.0,270.9,231.89999999999992,523.0,452.0,741.0,671.0,4.0,5.0,13.0,5.0,45.0,31.0,1.0,5.0,59.0,42.0,102.0,87.0,131.0,127.0,151.0,95.0,158.0,114.0,57.0,84.0,8.0,9.0,1.2461538461538462,1.6666666666666667,1.1681759379042693,1.157079646017699,1.1043219076005961,0.8,2.6,1.4516129032258065,0.2,1.4047619047619047,1.1724137931034482,1.031496062992126,1.5894736842105264,1.3859649122807018,0.6785714285714286,0.8888888888888888,H
