home,away,Referee,time,HRestTime,ARestTime,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_Poss_Acc,A_Poss_Acc,H_atkPass_tot_Acc,A_atkPass_tot_Acc,H_atkPass_Ok_Acc,A_atkPass_OK_Acc,H_ins_Acc,A_ins_Acc,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,y
Everton,Swansea,M Oliver,16151.0,7.0,7.0,73.0,66.0,20.0,23.0,315.5,303.60000000000014,896.0,581.0,674.0,395.0,56.0,87.0,18.0,1.9473684210526316,3.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,18.563884601908505,H
Chelsea,Arsenal,A Marriner,16151.0,3.0,5.0,84.0,57.0,26.0,25.0,279.6,277.2,718.0,906.0,486.0,688.0,52.0,80.0,6.0,1.146341463414634,3.0,1.0,1.0,6.0,2.0,1.0,2.0,-1.0,10.66536999312926,H
Man City,Fulham,J Moss,16151.0,7.0,7.0,91.0,50.0,25.0,18.0,318.10000000000014,202.09999999999994,1001.0,555.0,767.0,302.0,57.0,68.0,33.0,3.2,3.0,1.0,1.0,6.0,1.0,1.0,3.0,-4.0,30.550430485446057,H
West Ham,Man United,L Mason,16151.0,7.0,2.0,46.0,78.0,17.0,22.0,188.30000000000027,288.00000000000017,556.0,847.0,282.0,640.0,42.0,83.0,-12.0,0.6571428571428571,3.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,-8.676358217705687,A
Newcastle,Crystal Palace,L Probert,16151.0,7.0,7.0,77.0,50.0,26.0,22.0,257.7,169.99999999999974,648.0,549.0,389.0,300.0,82.0,104.0,7.0,1.2692307692307692,2.0,0.0,3.0,-4.0,1.0,2.0,2.0,-1.0,-1.960612805176968,H
Norwich,Sunderland,P Dowd,16151.0,7.0,7.0,52.0,65.0,21.0,19.0,226.30000000000007,240.29999999999995,648.0,564.0,394.0,369.0,55.0,47.0,-3.0,0.88,1.0,1.0,3.0,-6.0,2.0,1.0,2.0,-1.0,-9.300372522214623,H
Aston Villa,Stoke,M Clattenburg,16152.0,7.0,8.0,67.0,45.0,17.0,22.0,262.00000000000006,207.2,708.0,483.0,450.0,262.0,69.0,66.0,-1.0,0.9615384615384616,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,-6.338884170134634,A
Tottenham,Southampton,A Taylor,16152.0,2.0,8.0,62.0,81.0,20.0,23.0,275.6,315.7,757.0,758.0,535.0,520.0,64.0,69.0,7.0,1.2592592592592593,2.0,0.0,3.0,-1.0,3.0,0.0,2.0,-1.0,-2.503938433713799,H
Newcastle,Everton,L Mason,16154.0,3.0,3.0,86.0,69.0,28.0,20.0,289.39999999999986,284.9,734.0,802.0,466.0,590.0,74.0,60.0,-4.0,0.8918918918918919,3.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,-7.940259744511021,A
Arsenal,Swansea,L Probert,16154.0,3.0,3.0,58.0,70.0,24.0,24.0,267.0,300.9000000000001,825.0,615.0,623.0,432.0,80.0,114.0,19.0,2.0,2.0,1.0,2.0,-3.0,0.0,2.0,3.0,-3.0,20.024986901997806,D
Man United,Man City,M Oliver,16154.0,2.0,3.0,63.0,89.0,20.0,27.0,267.80000000000007,319.9000000000001,704.0,1043.0,499.0,801.0,86.0,57.0,-13.0,0.7291666666666666,3.0,1.0,1.0,4.0,3.0,1.0,1.0,7.0,-9.767505933370614,A
Liverpool,Sunderland,K Friend,16155.0,4.0,4.0,90.0,59.0,38.0,15.0,283.1,238.39999999999995,815.0,577.0,596.0,371.0,58.0,52.0,21.0,1.84,5.0,0.0,0.0,11.0,1.0,1.0,3.0,-4.0,32.03714306585833,H
West Ham,Hull,M Dean,16155.0,3.0,4.0,46.0,64.0,16.0,23.0,200.90000000000026,227.59999999999974,603.0,566.0,321.0,320.0,50.0,106.0,2.0,1.1,2.0,0.0,3.0,-1.0,2.0,0.0,3.0,0.0,1.6866791766762326,H
Southampton,Newcastle,A Marriner,16158.0,6.0,3.0,77.0,89.0,20.0,26.0,302.1,294.7999999999999,695.0,770.0,474.0,520.0,75.0,66.0,-6.0,0.8,2.0,0.0,3.0,-3.0,3.0,0.0,2.0,1.0,-3.578720395462888,H
Crystal Palace,Chelsea,L Mason,16158.0,7.0,7.0,48.0,90.0,17.0,33.0,163.29999999999978,272.6,592.0,672.0,344.0,446.0,97.0,50.0,-23.0,0.5306122448979592,0.0,2.0,3.0,-4.0,4.0,0.0,1.0,12.0,-30.43958091553837,H
Arsenal,Man City,M Dean,16158.0,3.0,3.0,54.0,77.0,23.0,28.0,270.1,301.7000000000001,889.0,1071.0,683.0,822.0,82.0,72.0,-12.0,0.7647058823529411,2.0,1.0,2.0,-3.0,4.0,1.0,0.0,11.0,-22.34928274890652,D
West Brom,Cardiff,M Oliver,16158.0,7.0,7.0,72.0,69.0,17.0,22.0,243.29999999999995,207.90000000000003,777.0,589.0,506.0,382.0,88.0,75.0,2.0,1.1428571428571428,1.0,2.0,2.0,-4.0,1.0,0.0,4.0,-7.0,8.596350634600327,D
Swansea,Norwich,J Moss,16158.0,3.0,7.0,65.0,53.0,23.0,23.0,276.10000000000014,228.60000000000008,575.0,665.0,406.0,416.0,122.0,59.0,-3.0,0.8636363636363636,0.0,2.0,3.0,-3.0,2.0,1.0,2.0,-2.0,-11.15024879121157,H
Man United,Aston Villa,M Atkinson,16158.0,3.0,5.0,67.0,63.0,22.0,19.0,278.1000000000001,244.60000000000005,705.0,671.0,526.0,434.0,85.0,69.0,8.0,1.3333333333333333,3.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.714029310636189,H
Stoke,Hull,N Swarbrick,16158.0,5.0,2.0,48.0,62.0,23.0,22.0,221.1,246.4999999999998,492.0,592.0,277.0,354.0,60.0,85.0,8.0,1.4,3.0,1.0,1.0,5.0,2.0,0.0,3.0,0.0,20.28960800770058,H
Liverpool,Tottenham,P Dowd,16159.0,3.0,7.0,90.0,62.0,38.0,18.0,275.30000000000007,276.0,812.0,749.0,611.0,508.0,66.0,57.0,9.0,1.2432432432432432,5.0,0.0,0.0,11.0,2.0,0.0,3.0,-4.0,25.190480938461555,H
Fulham,Everton,A Taylor,16159.0,8.0,4.0,46.0,66.0,15.0,23.0,203.39999999999992,276.0,527.0,727.0,305.0,527.0,70.0,56.0,-24.0,0.38461538461538464,1.0,1.0,3.0,-8.0,4.0,0.0,1.0,5.0,-24.395486334269187,A
Sunderland,West Ham,H Webb,16160.0,4.0,4.0,55.0,43.0,14.0,12.0,228.29999999999995,196.30000000000027,595.0,566.0,380.0,322.0,52.0,52.0,-3.0,0.88,0.0,1.0,4.0,-8.0,2.0,0.0,3.0,-2.0,-11.403913264910711,A
Chelsea,Stoke,L Probert,16165.0,2.0,7.0,86.0,56.0,27.0,24.0,292.99999999999994,251.1,702.0,560.0,455.0,328.0,46.0,62.0,18.0,1.6428571428571428,3.0,0.0,2.0,10.0,4.0,1.0,0.0,7.0,-3.3326456152543145,H
Cardiff,Crystal Palace,P Dowd,16165.0,7.0,7.0,57.0,47.0,22.0,15.0,210.00000000000003,162.79999999999978,525.0,520.0,313.0,305.0,74.0,107.0,-14.0,0.5,1.0,1.0,3.0,-3.0,1.0,2.0,2.0,-1.0,-16.16335240475999,A
Aston Villa,Fulham,M Oliver,16165.0,7.0,6.0,55.0,62.0,14.0,20.0,234.10000000000005,204.99999999999997,644.0,551.0,414.0,341.0,58.0,61.0,6.0,1.4,2.0,0.0,3.0,-3.0,1.0,0.0,4.0,-10.0,6.011468826390892,A
Norwich,West Brom,M Clattenburg,16165.0,7.0,7.0,48.0,76.0,24.0,22.0,229.00000000000009,244.89999999999992,658.0,810.0,405.0,523.0,67.0,82.0,6.0,1.375,1.0,1.0,3.0,-6.0,1.0,2.0,2.0,-4.0,-0.4911562998405081,A
Newcastle,Man United,K Friend,16165.0,7.0,3.0,71.0,62.0,23.0,23.0,287.5999999999999,267.50000000000006,713.0,667.0,481.0,490.0,54.0,74.0,-7.0,0.7941176470588235,2.0,0.0,3.0,-4.0,3.0,0.0,2.0,2.0,-18.17598788846913,A
Man City,Southampton,C Foy,16165.0,6.0,7.0,77.0,75.0,30.0,26.0,286.30000000000007,286.1,1016.0,690.0,763.0,467.0,79.0,77.0,22.0,1.8148148148148149,4.0,1.0,0.0,11.0,3.0,0.0,2.0,3.0,23.43449784791966,H
Hull,Swansea,H Webb,16165.0,7.0,7.0,55.0,67.0,19.0,25.0,246.7999999999998,288.2000000000001,611.0,625.0,369.0,459.0,84.0,119.0,1.0,1.0526315789473684,1.0,0.0,4.0,-5.0,1.0,2.0,2.0,1.0,-5.479666501992476,H
West Ham,Liverpool,A Taylor,16166.0,5.0,7.0,44.0,80.0,13.0,33.0,204.10000000000028,280.50000000000006,568.0,800.0,328.0,600.0,47.0,60.0,-20.0,0.5833333333333334,2.0,0.0,3.0,-3.0,5.0,0.0,0.0,14.0,-31.29562716498337,A
Everton,Arsenal,M Atkinson,16166.0,7.0,7.0,72.0,52.0,28.0,17.0,284.4000000000001,253.1,714.0,790.0,512.0,581.0,55.0,81.0,4.0,1.1081081081081081,5.0,0.0,0.0,8.0,1.0,2.0,2.0,-6.0,17.4001554521259,H
Tottenham,Sunderland,L Mason,16167.0,8.0,6.0,68.0,74.0,20.0,18.0,258.29999999999995,245.2,708.0,655.0,476.0,429.0,59.0,42.0,15.0,1.6818181818181819,2.0,0.0,3.0,-7.0,0.0,1.0,4.0,-7.0,19.519157203900328,H
Southampton,Cardiff,J Moss,16172.0,7.0,7.0,67.0,62.0,25.0,24.0,285.19999999999993,233.5,683.0,564.0,468.0,337.0,76.0,72.0,13.0,1.9285714285714286,3.0,0.0,2.0,3.0,1.0,1.0,3.0,-5.0,18.666851255901484,A
Crystal Palace,Aston Villa,H Webb,16172.0,7.0,7.0,53.0,57.0,19.0,18.0,168.39999999999978,238.90000000000006,510.0,644.0,307.0,417.0,117.0,47.0,8.0,1.4,2.0,1.0,2.0,2.0,2.0,0.0,3.0,-3.0,10.202050055207941,H
Fulham,Norwich,M Dean,16172.0,7.0,7.0,71.0,53.0,25.0,24.0,212.99999999999997,253.50000000000009,581.0,691.0,374.0,433.0,57.0,54.0,-1.0,0.9473684210526315,2.0,0.0,3.0,-7.0,1.0,1.0,3.0,-4.0,12.742792602134706,H
West Brom,Tottenham,N Swarbrick,16172.0,7.0,4.0,68.0,82.0,22.0,25.0,212.69999999999993,258.79999999999995,721.0,698.0,449.0,474.0,83.0,60.0,-21.0,0.46153846153846156,2.0,1.0,2.0,-3.0,2.0,0.0,3.0,-4.0,-13.283252388716338,D
Stoke,Newcastle,M Jones,16172.0,6.0,7.0,52.0,68.0,22.0,20.0,256.6,279.5999999999999,526.0,679.0,319.0,458.0,54.0,64.0,4.0,1.1666666666666667,3.0,1.0,1.0,3.0,1.0,0.0,4.0,-11.0,25.852299563297002,H
Sunderland,Everton,L Probert,16172.0,4.0,6.0,75.0,64.0,19.0,33.0,249.1,258.3,634.0,650.0,408.0,449.0,54.0,62.0,-24.0,0.4418604651162791,0.0,1.0,4.0,-8.0,5.0,0.0,0.0,10.0,-41.877400630428205,A
Liverpool,Man City,M Clattenburg,16173.0,7.0,8.0,85.0,73.0,36.0,31.0,301.60000000000014,255.80000000000007,860.0,875.0,656.0,629.0,56.0,81.0,-1.0,0.9807692307692307,5.0,0.0,0.0,12.0,4.0,1.0,0.0,13.0,1.6286181307710095,H
Swansea,Chelsea,P Dowd,16173.0,8.0,4.0,72.0,87.0,22.0,27.0,276.4000000000001,286.0999999999999,617.0,755.0,442.0,511.0,115.0,52.0,-27.0,0.41304347826086957,1.0,1.0,3.0,0.0,3.0,0.0,2.0,11.0,-24.472559415088266,A
Arsenal,West Ham,K Friend,16175.0,2.0,9.0,57.0,49.0,20.0,13.0,253.6,209.20000000000027,809.0,596.0,606.0,347.0,84.0,49.0,9.0,1.36,1.0,2.0,2.0,-8.0,2.0,0.0,3.0,-3.0,9.398485411837775,H
Everton,Crystal Palace,A Marriner,16176.0,4.0,4.0,65.0,61.0,30.0,22.0,243.90000000000003,175.29999999999978,583.0,528.0,380.0,340.0,52.0,123.0,12.0,1.3870967741935485,5.0,0.0,0.0,10.0,3.0,1.0,1.0,4.0,13.509893905515014,A
Man City,Sunderland,M Atkinson,16176.0,3.0,4.0,78.0,80.0,33.0,23.0,264.00000000000006,231.29999999999995,921.0,615.0,680.0,400.0,84.0,64.0,30.0,2.5789473684210527,3.0,1.0,1.0,10.0,0.0,0.0,5.0,-9.0,43.272834448263204,D
Newcastle,Swansea,C Foy,16179.0,7.0,6.0,69.0,64.0,18.0,22.0,270.0999999999999,251.70000000000007,656.0,562.0,449.0,391.0,66.0,106.0,8.0,1.5,1.0,0.0,4.0,-11.0,1.0,1.0,3.0,0.0,-0.8598340598475112,A
Chelsea,Sunderland,M Dean,16179.0,6.0,2.0,101.0,81.0,26.0,24.0,295.1999999999999,228.2,885.0,582.0,647.0,394.0,56.0,63.0,27.0,2.4210526315789473,3.0,0.0,2.0,8.0,0.0,1.0,4.0,-7.0,25.4201541982833,A
Tottenham,Fulham,L Probert,16179.0,7.0,7.0,96.0,71.0,31.0,22.0,280.99999999999994,204.7,783.0,577.0,533.0,358.0,62.0,60.0,16.0,1.7619047619047619,2.0,1.0,2.0,0.0,3.0,0.0,2.0,-4.0,2.128335585661233,H
Aston Villa,Southampton,L Mason,16179.0,7.0,7.0,54.0,75.0,18.0,29.0,240.60000000000008,289.0999999999999,639.0,774.0,409.0,557.0,44.0,76.0,-8.0,0.7037037037037037,1.0,0.0,4.0,-7.0,2.0,0.0,3.0,1.0,-9.637253167001067,D
West Ham,Crystal Palace,M Atkinson,16179.0,3.0,2.0,53.0,56.0,13.0,21.0,202.70000000000027,169.5999999999998,579.0,545.0,345.0,359.0,49.0,123.0,-6.0,0.8064516129032258,2.0,0.0,3.0,-3.0,4.0,0.0,1.0,5.0,-17.65439545274459,A
Cardiff,Stoke,H Webb,16179.0,7.0,7.0,49.0,56.0,19.0,22.0,218.9,257.4,504.0,573.0,288.0,358.0,73.0,55.0,-14.0,0.5333333333333333,1.0,1.0,3.0,-6.0,4.0,0.0,1.0,4.0,-19.699365278232825,D
Norwich,Liverpool,A Marriner,16180.0,8.0,7.0,53.0,78.0,22.0,33.0,255.80000000000007,296.60000000000014,683.0,834.0,440.0,629.0,67.0,61.0,-32.0,0.37254901960784315,1.0,0.0,4.0,-5.0,5.0,0.0,0.0,10.0,-51.825305944429914,A
Hull,Arsenal,J Moss,16180.0,7.0,4.0,50.0,64.0,20.0,25.0,241.49999999999986,273.8,643.0,909.0,395.0,697.0,95.0,68.0,-14.0,0.5882352941176471,2.0,0.0,3.0,-1.0,1.0,2.0,2.0,-7.0,-13.10936618099688,A
Everton,Man United,M Clattenburg,16180.0,3.0,10.0,73.0,56.0,29.0,22.0,273.40000000000003,268.90000000000003,702.0,651.0,491.0,470.0,56.0,72.0,4.0,1.1111111111111112,4.0,0.0,1.0,8.0,3.0,0.0,2.0,3.0,5.936011253553389,H
Man City,West Brom,P Dowd,16181.0,4.0,9.0,72.0,60.0,25.0,24.0,253.6,199.09999999999994,897.0,662.0,665.0,390.0,86.0,86.0,28.0,2.473684210526316,2.0,2.0,1.0,5.0,2.0,2.0,1.0,0.0,21.86753201280513,H
Man United,Norwich,L Probert,16186.0,6.0,6.0,52.0,60.0,23.0,24.0,281.9000000000001,261.50000000000006,732.0,746.0,534.0,501.0,69.0,76.0,20.0,2.25,3.0,0.0,2.0,4.0,1.0,0.0,4.0,-4.0,30.190188539530645,H
Southampton,Everton,M Oliver,16186.0,7.0,6.0,62.0,82.0,25.0,28.0,294.6999999999999,266.6,773.0,748.0,537.0,535.0,65.0,61.0,-15.0,0.6428571428571429,1.0,1.0,3.0,-1.0,4.0,0.0,1.0,7.0,-24.09287904746192,H
Stoke,Tottenham,A Marriner,16186.0,7.0,7.0,53.0,93.0,18.0,34.0,259.8,284.39999999999986,613.0,805.0,388.0,556.0,63.0,69.0,-9.0,0.7567567567567568,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,-6.611186935227856,A
Swansea,Aston Villa,M Clattenburg,16186.0,7.0,7.0,53.0,47.0,17.0,15.0,244.70000000000007,233.30000000000007,517.0,608.0,334.0,388.0,94.0,40.0,1.0,1.0588235294117647,2.0,1.0,2.0,2.0,0.0,1.0,4.0,-8.0,16.94097367163728,H
West Brom,West Ham,M Dean,16186.0,4.0,7.0,57.0,56.0,23.0,16.0,191.79999999999993,223.90000000000026,601.0,603.0,346.0,363.0,86.0,44.0,-6.0,0.76,1.0,2.0,2.0,-3.0,2.0,0.0,3.0,-2.0,-1.8881348264020161,H
Fulham,Hull,L Mason,16186.0,7.0,6.0,70.0,48.0,23.0,19.0,203.39999999999995,229.49999999999986,572.0,635.0,342.0,379.0,55.0,94.0,-2.0,0.9,2.0,0.0,3.0,-7.0,2.0,0.0,3.0,-2.0,2.5074535626006202,D
Sunderland,Cardiff,P Dowd,16187.0,7.0,8.0,76.0,52.0,23.0,20.0,226.6,229.5,531.0,543.0,352.0,323.0,64.0,73.0,5.0,1.2941176470588236,1.0,1.0,3.0,-5.0,1.0,2.0,2.0,-5.0,2.765912841500352,H
Liverpool,Chelsea,M Atkinson,16187.0,7.0,4.0,73.0,117.0,30.0,39.0,287.4000000000001,296.4999999999999,742.0,929.0,549.0,694.0,66.0,53.0,5.0,1.108695652173913,5.0,0.0,0.0,8.0,3.0,0.0,2.0,8.0,22.204714229787754,A
Crystal Palace,Man City,H Webb,16187.0,8.0,5.0,59.0,78.0,23.0,27.0,176.29999999999978,275.8,514.0,896.0,325.0,682.0,116.0,77.0,-16.0,0.6595744680851063,5.0,0.0,0.0,7.0,2.0,2.0,1.0,4.0,-1.0821161789249913,A
Arsenal,Newcastle,N Swarbrick,16188.0,8.0,9.0,64.0,62.0,26.0,14.0,284.0,245.09999999999988,983.0,631.0,751.0,401.0,73.0,80.0,15.0,1.7142857142857142,2.0,2.0,1.0,2.0,0.0,0.0,5.0,-13.0,33.950420658096405,H
Everton,Man City,L Probert,16193.0,7.0,6.0,77.0,79.0,23.0,29.0,251.0,277.6,741.0,887.0,537.0,672.0,60.0,77.0,-10.0,0.7959183673469388,3.0,0.0,2.0,3.0,3.0,1.0,1.0,6.0,-14.268540679548721,A
Swansea,Southampton,A Taylor,16193.0,7.0,7.0,56.0,64.0,23.0,25.0,252.5000000000001,299.5999999999999,515.0,803.0,324.0,566.0,97.0,63.0,-9.0,0.6896551724137931,3.0,0.0,2.0,5.0,2.0,1.0,2.0,2.0,-3.963707751089256,A
West Ham,Tottenham,P Dowd,16193.0,7.0,7.0,56.0,94.0,16.0,32.0,237.30000000000027,282.7999999999999,622.0,821.0,366.0,584.0,44.0,64.0,-16.0,0.6,1.0,0.0,4.0,-4.0,3.0,1.0,1.0,3.0,-27.487857352737834,H
Newcastle,Cardiff,M Atkinson,16193.0,4.0,6.0,54.0,49.0,14.0,18.0,228.79999999999993,235.90000000000003,546.0,535.0,327.0,322.0,78.0,61.0,6.0,1.4285714285714286,0.0,0.0,5.0,-13.0,1.0,2.0,2.0,-6.0,-13.939171122994644,H
Man United,Sunderland,H Webb,16193.0,6.0,6.0,61.0,71.0,27.0,23.0,288.2000000000001,226.1,804.0,524.0,588.0,362.0,70.0,67.0,14.0,1.56,3.0,0.0,2.0,6.0,2.0,1.0,2.0,0.0,6.027264372302714,A
Aston Villa,Hull,M Dean,16193.0,7.0,7.0,46.0,44.0,15.0,18.0,235.60000000000008,240.29999999999984,620.0,660.0,392.0,392.0,46.0,80.0,-3.0,0.85,0.0,1.0,4.0,-8.0,1.0,1.0,3.0,-4.0,-10.120302092128714,H
Stoke,Fulham,C Foy,16193.0,7.0,7.0,60.0,74.0,16.0,26.0,260.7,216.99999999999997,648.0,592.0,425.0,354.0,59.0,52.0,8.0,1.4210526315789473,2.0,1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,3.530032899598119,H
Chelsea,Norwich,N Swarbrick,16194.0,3.0,7.0,107.0,55.0,32.0,18.0,269.49999999999994,245.90000000000006,910.0,710.0,674.0,468.0,59.0,86.0,31.0,3.066666666666667,3.0,0.0,2.0,4.0,0.0,0.0,5.0,-10.0,37.69063156859294,D
Arsenal,West Brom,M Jones,16194.0,5.0,8.0,71.0,59.0,30.0,25.0,285.1,177.99999999999991,856.0,543.0,655.0,319.0,68.0,89.0,17.0,1.7727272727272727,3.0,1.0,1.0,5.0,2.0,2.0,1.0,0.0,11.419694339543206,H
Crystal Palace,Liverpool,M Clattenburg,16195.0,8.0,8.0,48.0,78.0,21.0,31.0,189.29999999999973,300.4000000000001,587.0,794.0,368.0,565.0,106.0,56.0,-17.0,0.6458333333333334,4.0,0.0,1.0,4.0,4.0,0.0,1.0,5.0,-13.76864821008229,D
Man United,Hull,C Pawson,16196.0,3.0,3.0,68.0,41.0,25.0,17.0,299.4000000000001,239.59999999999985,900.0,671.0,673.0,414.0,53.0,81.0,17.0,1.894736842105263,3.0,0.0,2.0,8.0,1.0,1.0,3.0,-5.0,19.27266106442577,H
Man City,Aston Villa,M Oliver,16197.0,3.0,4.0,82.0,51.0,27.0,23.0,274.7,235.80000000000007,865.0,640.0,660.0,398.0,85.0,56.0,29.0,2.45,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-3.0,36.133902116277646,H
Sunderland,West Brom,L Mason,16197.0,4.0,3.0,71.0,54.0,20.0,20.0,222.9,176.19999999999993,535.0,516.0,370.0,311.0,68.0,83.0,5.0,1.2272727272727273,3.0,1.0,1.0,5.0,2.0,1.0,2.0,-1.0,13.180744248026073,H
Fulham,Crystal Palace,K Friend,16201.0,8.0,5.0,61.0,45.0,20.0,19.0,214.59999999999997,186.5999999999998,574.0,584.0,332.0,368.0,64.0,96.0,-13.0,0.59375,2.0,1.0,2.0,-3.0,3.0,1.0,1.0,1.0,-16.62920203270237,D
West Brom,Stoke,L Probert,16201.0,3.0,8.0,59.0,68.0,18.0,21.0,196.89999999999992,269.0,597.0,668.0,380.0,458.0,90.0,52.0,-6.0,0.7777777777777778,1.0,1.0,3.0,-4.0,2.0,1.0,2.0,0.0,-6.354998795560654,A
Tottenham,Aston Villa,J Moss,16201.0,8.0,3.0,91.0,44.0,31.0,17.0,294.19999999999993,211.50000000000009,811.0,597.0,567.0,367.0,66.0,66.0,17.0,1.85,3.0,1.0,1.0,5.0,1.0,1.0,3.0,-6.0,19.46851109411923,H
Southampton,Man United,M Dean,16201.0,8.0,4.0,59.0,77.0,18.0,26.0,309.4999999999999,299.0000000000001,844.0,979.0,592.0,757.0,66.0,58.0,-4.0,0.8888888888888888,2.0,1.0,2.0,-1.0,3.0,0.0,2.0,7.0,-1.9184592304354666,D
Man City,West Ham,M Atkinson,16201.0,3.0,8.0,87.0,65.0,31.0,18.0,295.4,245.20000000000027,938.0,648.0,744.0,383.0,72.0,48.0,22.0,1.8148148148148149,4.0,1.0,0.0,9.0,1.0,0.0,4.0,-3.0,34.514094974405616,H
Hull,Everton,H Webb,16201.0,4.0,7.0,38.0,72.0,16.0,19.0,239.99999999999986,267.5,627.0,762.0,386.0,556.0,81.0,59.0,-18.0,0.5,1.0,1.0,3.0,-6.0,2.0,0.0,3.0,-1.0,-13.937320284452866,A
Cardiff,Chelsea,M Oliver,16201.0,8.0,7.0,54.0,109.0,16.0,34.0,223.80000000000004,274.49999999999994,520.0,972.0,308.0,756.0,61.0,54.0,-32.0,0.30434782608695654,1.0,1.0,3.0,-9.0,3.0,1.0,1.0,5.0,-29.71170094207852,A
Norwich,Arsenal,L Mason,16201.0,7.0,7.0,53.0,76.0,17.0,31.0,232.60000000000008,297.4000000000001,691.0,869.0,443.0,668.0,83.0,71.0,-26.0,0.36585365853658536,0.0,1.0,4.0,-7.0,4.0,0.0,1.0,6.0,-37.38155924658794,A
Liverpool,Newcastle,P Dowd,16201.0,5.0,8.0,93.0,71.0,35.0,18.0,307.6,235.09999999999994,817.0,564.0,598.0,344.0,57.0,81.0,26.0,2.3,3.0,1.0,1.0,1.0,1.0,0.0,4.0,-6.0,38.34999847765192,H
Sunderland,Swansea,C Foy,16201.0,3.0,8.0,57.0,52.0,18.0,19.0,224.3,231.40000000000012,506.0,440.0,344.0,257.0,71.0,103.0,9.0,1.45,4.0,1.0,0.0,8.0,2.0,0.0,3.0,1.0,27.109494144474816,A
QPR,Hull,C Pawson,16298.0,7.0,6.0,72.0,42.0,28.0,15.0,233.70000000000007,240.0999999999998,558.0,619.0,336.0,404.0,70.0,71.0,-2.0,0.8888888888888888,0.0,1.0,4.0,-5.0,0.0,1.0,4.0,-9.0,-2.2901812451348036,A
Man United,Swansea,M Dean,16298.0,3.0,7.0,77.0,48.0,24.0,21.0,284.2000000000002,220.30000000000013,957.0,405.0,736.0,248.0,52.0,99.0,11.0,1.4782608695652173,2.0,1.0,2.0,3.0,3.0,0.0,2.0,4.0,-0.9496818257537853,A
Arsenal,Crystal Palace,J Moss,16298.0,6.0,14.0,75.0,46.0,34.0,21.0,303.00000000000006,177.0999999999998,883.0,546.0,682.0,334.0,69.0,86.0,11.0,1.3666666666666667,5.0,0.0,0.0,11.0,2.0,2.0,1.0,0.0,12.766398049402376,H
West Brom,Sunderland,N Swarbrick,16298.0,7.0,13.0,70.0,66.0,17.0,19.0,208.59999999999994,235.7,657.0,552.0,444.0,371.0,97.0,69.0,-6.0,0.7692307692307693,1.0,0.0,4.0,-5.0,4.0,0.0,1.0,6.0,-22.091267163842755,D
West Ham,Tottenham,C Foy,16298.0,7.0,6.0,57.0,74.0,17.0,26.0,240.00000000000026,287.7999999999999,594.0,746.0,353.0,504.0,40.0,75.0,-12.0,0.6923076923076923,1.0,0.0,4.0,-4.0,3.0,1.0,1.0,4.0,-18.281799893326337,A
Stoke,Aston Villa,A Taylor,16298.0,7.0,7.0,79.0,41.0,23.0,14.0,277.1,199.60000000000008,725.0,639.0,504.0,409.0,53.0,75.0,10.0,1.5,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-8.0,16.00791643352457,A
Liverpool,Southampton,M Clattenburg,16299.0,7.0,7.0,89.0,69.0,32.0,23.0,310.6,311.4999999999999,856.0,855.0,633.0,598.0,58.0,60.0,19.0,1.6333333333333333,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,19.021943189236374,H
Newcastle,Man City,M Atkinson,16299.0,7.0,7.0,65.0,99.0,16.0,34.0,224.69999999999987,307.2,526.0,1004.0,314.0,822.0,79.0,71.0,-32.0,0.3469387755102041,1.0,0.0,4.0,-3.0,5.0,0.0,0.0,11.0,-48.48257188166663,A
Everton,Arsenal,K Friend,16305.0,7.0,3.0,59.0,75.0,18.0,32.0,264.40000000000003,319.50000000000006,711.0,937.0,513.0,723.0,51.0,70.0,-4.0,0.9024390243902439,2.0,1.0,2.0,1.0,5.0,0.0,0.0,10.0,-14.815656731735846,D
Southampton,West Brom,R East,16305.0,6.0,7.0,62.0,70.0,22.0,19.0,287.2999999999999,236.09999999999994,726.0,730.0,484.0,503.0,67.0,86.0,10.0,1.5,2.0,2.0,1.0,2.0,1.0,1.0,3.0,-3.0,17.95031824276704,D
Crystal Palace,West Ham,M Clattenburg,16305.0,6.0,7.0,43.0,63.0,19.0,19.0,169.5999999999998,249.20000000000027,497.0,603.0,291.0,376.0,83.0,47.0,4.0,1.1538461538461537,1.0,2.0,2.0,-2.0,1.0,0.0,4.0,-3.0,9.484354141184212,A
Aston Villa,Newcastle,M Dean,16305.0,7.0,6.0,42.0,64.0,15.0,15.0,204.10000000000008,217.59999999999985,643.0,524.0,409.0,320.0,79.0,82.0,5.0,1.2941176470588236,2.0,0.0,3.0,-7.0,1.0,0.0,4.0,-4.0,13.845131166450127,D
