home,away,Referee,time,HRestDay,ARestDay,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_Poss_Acc,A_Poss_Acc,H_atk_3rd_tot_Acc,A_atk_3rd_tot_Acc,H_atk_3rd_Acc,A_atk_3rd_Acc,H_interceptions_Acc,A_interceptions_Acc,H_Enemy_Acc,A_Enemy_Acc,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,H_atkPass_ratio,A_atkPass_ratio,y
Tottenham,Everton,A Marriner,15802.0,2.0,7.0,72.0,64.0,43.0,39.0,251.5,262.90000000000003,504.0,802.0,309.0,543.0,88.0,84.0,135.0,162.0,6.0,1.1714285714285715,3.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,0.3382513465440127,0.6130952380952381,0.6770573566084788,D
Man United,Man City,M Dean,15803.0,7.0,9.0,63.0,78.0,38.0,49.0,281.7000000000001,278.50000000000006,812.0,836.0,603.0,600.0,81.0,64.0,116.0,122.0,13.0,1.3170731707317074,5.0,0.0,0.0,10.0,3.0,0.0,2.0,3.0,24.63534072926862,0.7426108374384236,0.7177033492822966,A
Reading,Liverpool,M Clattenburg,15808.0,7.0,6.0,39.0,61.0,16.0,41.0,193.9,265.10000000000014,590.0,697.0,343.0,447.0,94.0,81.0,164.0,125.0,-20.0,0.42857142857142855,0.0,0.0,5.0,-9.0,3.0,1.0,1.0,4.0,-32.770631170144355,0.5813559322033899,0.6413199426111909,D
Southampton,West Ham,M Dean,15808.0,7.0,6.0,74.0,57.0,40.0,34.0,285.0999999999999,196.80000000000013,790.0,633.0,502.0,376.0,124.0,63.0,123.0,155.0,10.0,1.5,3.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,9.820470200427756,0.6354430379746835,0.593996840442338,D
Aston Villa,Fulham,P Dowd,15808.0,7.0,6.0,59.0,47.0,33.0,23.0,266.7000000000002,250.4,704.0,569.0,457.0,396.0,118.0,87.0,136.0,122.0,1.0,1.0416666666666667,3.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,-2.4152173913043526,0.6491477272727273,0.6959578207381371,D
Everton,QPR,L Mason,15808.0,6.0,6.0,64.0,63.0,36.0,35.0,248.00000000000009,206.70000000000007,745.0,499.0,493.0,304.0,80.0,79.0,152.0,106.0,12.0,1.5714285714285714,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,14.74432687301092,0.661744966442953,0.6092184368737475,H
Arsenal,Norwich,M Jones,15808.0,7.0,7.0,83.0,32.0,51.0,20.0,285.7000000000001,192.70000000000016,935.0,577.0,727.0,317.0,87.0,106.0,126.0,143.0,19.0,1.8636363636363635,4.0,0.0,1.0,6.0,0.0,3.0,2.0,-5.0,26.293934622881984,0.7775401069518717,0.5493934142114385,H
Newcastle,Sunderland,H Webb,15809.0,2.0,7.0,62.0,51.0,28.0,24.0,229.30000000000007,241.79999999999993,552.0,626.0,368.0,417.0,69.0,58.0,135.0,150.0,3.0,1.15,2.0,0.0,3.0,-4.0,0.0,2.0,3.0,-4.0,8.065723165723178,0.6666666666666666,0.6661341853035144,A
Stoke,Man United,J Moss,15809.0,8.0,5.0,46.0,69.0,18.0,39.0,236.00000000000009,279.7000000000001,618.0,799.0,349.0,582.0,75.0,72.0,121.0,124.0,-29.0,0.43137254901960786,0.0,1.0,4.0,-5.0,4.0,0.0,1.0,7.0,-41.85195509097948,0.5647249190938511,0.7284105131414268,A
Arsenal,Everton,N Swarbrick,15811.0,3.0,3.0,69.0,67.0,44.0,41.0,289.8000000000001,253.00000000000009,938.0,750.0,719.0,495.0,79.0,77.0,128.0,146.0,5.0,1.1388888888888888,4.0,0.0,1.0,7.0,4.0,1.0,0.0,7.0,-1.9903580088115405,0.7665245202558635,0.66,D
Fulham,Chelsea,M Dean,15812.0,4.0,3.0,35.0,74.0,17.0,45.0,241.0,280.59999999999985,504.0,842.0,338.0,626.0,87.0,74.0,120.0,132.0,-10.0,0.7142857142857143,2.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,-4.009684856984993,0.6706349206349206,0.7434679334916865,A
Man City,Wigan,J Moss,15812.0,3.0,3.0,80.0,71.0,50.0,45.0,277.80000000000007,292.7000000000001,867.0,728.0,638.0,545.0,51.0,90.0,154.0,116.0,20.0,1.9523809523809523,4.0,0.0,1.0,6.0,3.0,1.0,1.0,1.0,15.647013661120205,0.7358708189158016,0.7486263736263736,H
West Ham,Man United,L Probert,15812.0,4.0,3.0,55.0,65.0,32.0,34.0,197.30000000000013,286.0000000000001,595.0,750.0,355.0,540.0,63.0,64.0,147.0,130.0,-34.0,0.37037037037037035,2.0,2.0,1.0,1.0,4.0,0.0,1.0,7.0,-25.996563824013258,0.5966386554621849,0.72,D
QPR,Stoke,C Foy,15815.0,7.0,6.0,66.0,49.0,37.0,20.0,213.20000000000007,226.1,504.0,578.0,322.0,327.0,84.0,84.0,115.0,152.0,2.0,1.105263157894737,1.0,1.0,3.0,-2.0,0.0,1.0,4.0,-6.0,8.593647103110019,0.6388888888888888,0.5657439446366782,A
West Ham,Wigan,N Swarbrick,15815.0,2.0,2.0,55.0,65.0,29.0,43.0,182.90000000000006,272.2000000000001,593.0,703.0,362.0,511.0,73.0,103.0,175.0,136.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,-3.0,3.5476255590570425,0.6104553119730185,0.7268847795163584,H
Swansea,Southampton,M Halsey,15815.0,14.0,7.0,55.0,72.0,25.0,42.0,303.8000000000001,279.5999999999999,681.0,737.0,491.0,471.0,112.0,112.0,142.0,127.0,-2.0,0.9285714285714286,1.0,1.0,3.0,-3.0,3.0,2.0,0.0,5.0,-18.32018796992482,0.7209985315712188,0.6390773405698779,D
Norwich,Reading,M Dean,15815.0,7.0,7.0,36.0,34.0,24.0,15.0,189.70000000000016,193.9,568.0,566.0,314.0,318.0,109.0,93.0,130.0,170.0,5.0,1.3125,0.0,3.0,2.0,-3.0,0.0,1.0,4.0,-7.0,7.23283649503162,0.5528169014084507,0.5618374558303887,H
Fulham,Arsenal,A Marriner,15815.0,2.0,3.0,39.0,69.0,20.0,44.0,243.3,286.10000000000014,527.0,949.0,348.0,731.0,94.0,76.0,133.0,126.0,-16.0,0.6097560975609756,2.0,1.0,2.0,-2.0,4.0,1.0,0.0,8.0,-21.224805196570834,0.6603415559772297,0.7702845100105374,A
Sunderland,Everton,P Dowd,15815.0,6.0,3.0,47.0,59.0,25.0,34.0,226.49999999999991,236.10000000000005,588.0,704.0,377.0,443.0,75.0,73.0,150.0,166.0,-14.0,0.6111111111111112,1.0,1.0,3.0,-1.0,3.0,2.0,0.0,5.0,-26.73291439743053,0.641156462585034,0.6292613636363636,H
West Brom,Newcastle,M Jones,15815.0,14.0,6.0,62.0,63.0,31.0,30.0,255.19999999999987,258.2000000000001,657.0,556.0,436.0,368.0,53.0,50.0,140.0,125.0,-1.0,0.9565217391304348,1.0,1.0,3.0,-3.0,2.0,0.0,3.0,-6.0,-4.895137658040891,0.6636225266362252,0.6618705035971223,D
Liverpool,Chelsea,K Friend,15816.0,8.0,3.0,79.0,83.0,49.0,54.0,277.3000000000002,274.79999999999984,758.0,854.0,487.0,626.0,79.0,80.0,120.0,115.0,-3.0,0.9210526315789473,2.0,2.0,1.0,0.0,4.0,0.0,1.0,6.0,-5.66004154725217,0.6424802110817942,0.7330210772833724,D
Tottenham,Man City,L Mason,15816.0,9.0,3.0,66.0,75.0,37.0,43.0,251.7,281.20000000000005,616.0,853.0,402.0,638.0,99.0,62.0,150.0,141.0,1.0,1.024390243902439,2.0,1.0,2.0,0.0,4.0,0.0,1.0,5.0,-6.45130271949067,0.6525974025974026,0.7479484173505275,H
Man United,Aston Villa,A Taylor,15817.0,4.0,9.0,67.0,64.0,33.0,35.0,287.5000000000001,268.2000000000002,670.0,656.0,469.0,427.0,62.0,122.0,120.0,118.0,27.0,2.08,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,18.97231612428169,0.7,0.6509146341463414,H
Stoke,Norwich,A Taylor,15822.0,7.0,7.0,53.0,52.0,20.0,31.0,233.5,194.30000000000013,594.0,607.0,334.0,350.0,74.0,108.0,152.0,122.0,-4.0,0.8260869565217391,1.0,1.0,3.0,-3.0,1.0,2.0,2.0,-2.0,-5.185767843009408,0.5622895622895623,0.5766062602965404,H
Southampton,West Brom,R Madley,15822.0,7.0,7.0,66.0,62.0,40.0,31.0,265.7999999999999,265.29999999999984,725.0,661.0,465.0,423.0,125.0,45.0,126.0,132.0,8.0,1.4,3.0,2.0,0.0,5.0,1.0,2.0,2.0,-2.0,19.969050949050953,0.6413793103448275,0.6399394856278366,A
Wigan,Tottenham,M Atkinson,15822.0,7.0,6.0,68.0,66.0,42.0,40.0,283.50000000000006,257.5,761.0,657.0,561.0,441.0,86.0,102.0,123.0,155.0,-24.0,0.42857142857142855,2.0,1.0,2.0,-1.0,2.0,1.0,2.0,1.0,-17.662070527826017,0.7371879106438897,0.6712328767123288,D
Man City,West Ham,H Webb,15822.0,6.0,7.0,66.0,57.0,38.0,31.0,283.1,183.30000000000013,846.0,586.0,615.0,369.0,64.0,80.0,163.0,165.0,16.0,1.6666666666666667,3.0,0.0,2.0,2.0,2.0,3.0,0.0,4.0,2.951360677088452,0.7269503546099291,0.6296928327645052,H
Newcastle,Liverpool,A Marriner,15822.0,7.0,6.0,59.0,92.0,30.0,57.0,244.80000000000013,287.8000000000002,510.0,803.0,319.0,528.0,57.0,74.0,121.0,117.0,-12.0,0.6666666666666666,1.0,1.0,3.0,-7.0,1.0,3.0,1.0,-1.0,-15.106534393925692,0.6254901960784314,0.6575342465753424,A
Everton,Fulham,J Moss,15822.0,7.0,7.0,56.0,40.0,34.0,23.0,259.1,231.6,740.0,513.0,464.0,344.0,57.0,102.0,146.0,136.0,11.0,1.4583333333333333,2.0,2.0,1.0,2.0,1.0,1.0,3.0,-4.0,16.74571694065331,0.6270270270270271,0.6705653021442495,H
Arsenal,Man United,P Dowd,15823.0,8.0,5.0,64.0,60.0,40.0,30.0,314.2000000000001,282.60000000000014,1017.0,631.0,797.0,431.0,79.0,68.0,121.0,126.0,-9.0,0.8269230769230769,4.0,1.0,0.0,7.0,3.0,1.0,1.0,5.0,-1.693203881510911,0.783677482792527,0.6830427892234548,D
Chelsea,Swansea,M Clattenburg,15823.0,2.0,8.0,67.0,59.0,41.0,25.0,264.89999999999986,295.4000000000001,814.0,701.0,578.0,511.0,86.0,125.0,123.0,148.0,12.0,1.4615384615384615,3.0,1.0,1.0,5.0,0.0,2.0,3.0,-4.0,21.363459404206438,0.7100737100737101,0.7289586305278174,H
Reading,QPR,K Friend,15823.0,8.0,8.0,38.0,76.0,17.0,40.0,206.9,212.30000000000007,563.0,462.0,315.0,305.0,80.0,72.0,171.0,112.0,-4.0,0.8,0.0,1.0,4.0,-7.0,0.0,1.0,4.0,-6.0,1.6892758906488865,0.5595026642984015,0.6601731601731602,D
Aston Villa,Sunderland,L Probert,15824.0,6.0,9.0,54.0,48.0,33.0,26.0,257.80000000000024,212.59999999999994,675.0,551.0,453.0,350.0,120.0,86.0,150.0,168.0,-3.0,0.88,2.0,1.0,2.0,-1.0,2.0,1.0,2.0,2.0,-5.858426018426016,0.6711111111111111,0.6352087114337568,H
West Brom,Wigan,L Probert,15829.0,7.0,7.0,61.0,61.0,34.0,36.0,259.39999999999986,272.70000000000005,641.0,747.0,408.0,548.0,25.0,83.0,130.0,144.0,4.0,1.2105263157894737,1.0,2.0,2.0,0.0,1.0,2.0,2.0,-2.0,1.4089629882312806,0.6365054602184087,0.7336010709504686,A
West Ham,Newcastle,P Dowd,15829.0,7.0,6.0,52.0,55.0,29.0,27.0,181.80000000000013,247.80000000000013,600.0,565.0,388.0,365.0,72.0,47.0,177.0,137.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,-12.0,9.363757981149284,0.6466666666666666,0.6460176991150443,D
Tottenham,Southampton,M Clattenburg,15829.0,7.0,7.0,65.0,65.0,38.0,32.0,265.0,279.5999999999999,678.0,678.0,459.0,445.0,96.0,138.0,139.0,110.0,12.0,1.4285714285714286,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,10.53360841127207,0.6769911504424779,0.6563421828908554,H
QPR,Arsenal,J Moss,15829.0,6.0,6.0,73.0,60.0,34.0,39.0,226.30000000000013,295.9000000000001,503.0,975.0,329.0,735.0,81.0,75.0,106.0,155.0,-24.0,0.45454545454545453,0.0,2.0,3.0,-5.0,3.0,2.0,0.0,4.0,-37.483028454339056,0.6540755467196819,0.7538461538461538,A
Fulham,Reading,N Swarbrick,15829.0,7.0,6.0,37.0,46.0,20.0,23.0,229.4,209.8,492.0,558.0,320.0,312.0,112.0,86.0,151.0,137.0,7.0,1.411764705882353,0.0,1.0,4.0,-6.0,0.0,2.0,3.0,-6.0,-0.03522067363530468,0.6504065040650406,0.5591397849462365,A
Swansea,Man City,M Jones,15829.0,6.0,7.0,61.0,65.0,29.0,37.0,287.80000000000007,285.7000000000001,662.0,840.0,498.0,616.0,118.0,66.0,159.0,156.0,-17.0,0.575,0.0,2.0,3.0,-5.0,4.0,0.0,1.0,5.0,-27.80573431703086,0.7522658610271903,0.7333333333333333,D
Norwich,Aston Villa,K Friend,15829.0,7.0,4.0,50.0,62.0,28.0,42.0,211.90000000000012,253.20000000000027,626.0,675.0,357.0,446.0,92.0,130.0,119.0,154.0,-4.0,0.8333333333333334,1.0,1.0,3.0,-3.0,2.0,1.0,2.0,3.0,-13.716386659981005,0.5702875399361023,0.6607407407407407,A
Liverpool,Everton,M Oliver,15830.0,7.0,8.0,95.0,58.0,61.0,35.0,282.50000000000017,259.0,808.0,744.0,551.0,483.0,75.0,72.0,116.0,144.0,-1.0,0.972972972972973,2.0,3.0,0.0,7.0,2.0,2.0,1.0,2.0,3.6271342771342816,0.681930693069307,0.6491935483870968,D
Man United,Chelsea,H Webb,15830.0,7.0,2.0,60.0,64.0,29.0,41.0,269.4000000000001,252.89999999999984,597.0,813.0,408.0,571.0,72.0,93.0,146.0,129.0,10.0,1.25,2.0,2.0,1.0,4.0,3.0,1.0,1.0,5.0,6.6906332457567075,0.6834170854271356,0.7023370233702337,A
Sunderland,Stoke,L Mason,15831.0,6.0,9.0,39.0,52.0,22.0,19.0,191.99999999999991,232.50000000000003,484.0,589.0,286.0,311.0,99.0,77.0,163.0,145.0,6.0,1.3157894736842106,2.0,0.0,3.0,-3.0,2.0,0.0,3.0,-2.0,7.7007896300465895,0.5909090909090909,0.5280135823429541,D
Man City,West Brom,P Dowd,15832.0,3.0,3.0,58.0,69.0,34.0,40.0,284.0,255.7999999999998,860.0,653.0,638.0,409.0,77.0,26.0,159.0,124.0,17.0,1.7391304347826086,3.0,1.0,1.0,1.0,1.0,1.0,3.0,-1.0,26.44343477446816,0.7418604651162791,0.6263399693721287,H
Wigan,Swansea,K Friend,15832.0,3.0,3.0,61.0,59.0,38.0,28.0,272.00000000000006,269.00000000000006,706.0,634.0,518.0,466.0,105.0,119.0,142.0,163.0,1.0,1.0476190476190477,1.0,2.0,2.0,-2.0,0.0,3.0,2.0,-3.0,4.09723580915745,0.7337110481586402,0.7350157728706624,A
Chelsea,Tottenham,M Dean,15833.0,3.0,4.0,72.0,60.0,43.0,36.0,254.99999999999986,255.0,860.0,634.0,612.0,424.0,85.0,106.0,151.0,146.0,3.0,1.075,4.0,1.0,0.0,7.0,3.0,2.0,0.0,4.0,5.084448093626527,0.7116279069767442,0.668769716088328,D
Aston Villa,Chelsea,L Mason,15836.0,7.0,2.0,64.0,73.0,41.0,44.0,253.00000000000026,237.39999999999984,688.0,782.0,444.0,537.0,112.0,87.0,139.0,171.0,-15.0,0.6341463414634146,3.0,1.0,1.0,5.0,3.0,2.0,0.0,6.0,-16.23362705837614,0.6453488372093024,0.6867007672634271,A
Stoke,Tottenham,K Friend,15837.0,5.0,3.0,53.0,64.0,21.0,35.0,238.90000000000003,273.6,597.0,658.0,314.0,442.0,62.0,106.0,137.0,160.0,-22.0,0.4634146341463415,2.0,1.0,2.0,-1.0,2.0,3.0,0.0,3.0,-25.553124782413835,0.525963149078727,0.6717325227963525,A
Man United,Swansea,J Moss,15837.0,7.0,4.0,54.0,58.0,26.0,31.0,273.1000000000001,253.10000000000008,588.0,553.0,412.0,405.0,71.0,118.0,145.0,147.0,23.0,1.9583333333333333,2.0,2.0,1.0,4.0,1.0,3.0,1.0,-1.0,18.420296853901647,0.7006802721088435,0.7323688969258589,H
QPR,Newcastle,L Probert,15837.0,7.0,8.0,68.0,61.0,29.0,32.0,215.80000000000013,265.60000000000014,521.0,566.0,335.0,363.0,88.0,45.0,127.0,119.0,-3.0,0.8636363636363636,0.0,2.0,3.0,-5.0,1.0,2.0,2.0,-8.0,-8.045038485541923,0.6429942418426103,0.6413427561837456,A
Everton,West Ham,P Dowd,15837.0,7.0,8.0,60.0,51.0,34.0,28.0,266.1,192.70000000000007,764.0,588.0,508.0,378.0,76.0,72.0,139.0,161.0,13.0,1.5909090909090908,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,7.769004719004716,0.6649214659685864,0.6428571428571429,H
Fulham,Liverpool,M Halsey,15837.0,8.0,7.0,50.0,95.0,30.0,57.0,228.0,283.8000000000002,529.0,784.0,347.0,532.0,115.0,71.0,148.0,131.0,-13.0,0.6176470588235294,0.0,1.0,4.0,-7.0,1.0,4.0,0.0,6.0,-27.359553830321406,0.6559546313799622,0.6785714285714286,A
Norwich,West Brom,H Webb,15837.0,8.0,4.0,50.0,72.0,27.0,40.0,218.40000000000006,241.69999999999982,647.0,623.0,371.0,383.0,95.0,33.0,123.0,144.0,-6.0,0.7391304347826086,1.0,1.0,3.0,-3.0,1.0,1.0,3.0,0.0,-8.25475276755764,0.5734157650695518,0.6147672552166934,H
Sunderland,Southampton,M Dean,15837.0,5.0,8.0,44.0,62.0,25.0,30.0,200.99999999999991,279.2999999999999,464.0,662.0,272.0,429.0,103.0,140.0,128.0,116.0,-2.0,0.92,2.0,1.0,2.0,-2.0,1.0,2.0,2.0,-2.0,5.096580086580076,0.5862068965517241,0.648036253776435,D
Arsenal,Wigan,M Dean,15839.0,9.0,2.0,62.0,59.0,44.0,39.0,306.60000000000014,257.3,1077.0,649.0,830.0,463.0,86.0,117.0,150.0,143.0,23.0,2.0952380952380953,3.0,2.0,0.0,4.0,1.0,1.0,3.0,-3.0,31.604542087958514,0.7706592386258124,0.7134052388289677,H
Reading,Man City,M Atkinson,15839.0,10.0,2.0,62.0,70.0,34.0,38.0,230.9,282.6,634.0,825.0,380.0,616.0,73.0,85.0,125.0,128.0,-23.0,0.46511627906976744,1.0,2.0,2.0,-1.0,3.0,1.0,1.0,1.0,-21.67510077201613,0.5993690851735016,0.7466666666666667,A
West Brom,Man United,M Oliver,15844.0,7.0,7.0,64.0,61.0,40.0,32.0,241.69999999999982,267.4000000000001,599.0,654.0,370.0,479.0,28.0,72.0,122.0,147.0,-25.0,0.46808510638297873,1.0,1.0,3.0,-3.0,2.0,2.0,1.0,3.0,-29.591463964543802,0.6176961602671118,0.7324159021406728,D
Chelsea,Everton,A Taylor,15844.0,3.0,7.0,71.0,69.0,42.0,37.0,246.99999999999991,270.6,771.0,759.0,531.0,528.0,77.0,86.0,172.0,140.0,4.0,1.1081081081081081,3.0,2.0,0.0,4.0,2.0,2.0,1.0,2.0,12.410727697428001,0.688715953307393,0.6956521739130435,H
Wigan,Aston Villa,N Swarbrick,15844.0,4.0,8.0,61.0,65.0,38.0,40.0,260.2,241.80000000000027,641.0,671.0,453.0,450.0,124.0,133.0,146.0,157.0,-2.0,0.9130434782608695,1.0,1.0,3.0,-5.0,2.0,1.0,2.0,2.0,-7.1341072363665425,0.7067082683307332,0.6706408345752608,D
Tottenham,Sunderland,A Marriner,15844.0,7.0,7.0,68.0,42.0,40.0,27.0,279.0,198.69999999999987,642.0,469.0,443.0,262.0,100.0,87.0,144.0,120.0,17.0,1.7083333333333333,3.0,2.0,0.0,4.0,2.0,2.0,1.0,-1.0,18.12543023784275,0.6900311526479751,0.55863539445629,H
Southampton,Stoke,L Probert,15844.0,7.0,7.0,65.0,53.0,36.0,22.0,282.6999999999999,226.0,646.0,575.0,412.0,302.0,130.0,61.0,124.0,156.0,8.0,1.4444444444444444,0.0,3.0,2.0,-4.0,2.0,1.0,2.0,0.0,-1.3635582500008958,0.6377708978328174,0.5252173913043479,D
Man City,Norwich,M Halsey,15844.0,4.0,7.0,87.0,49.0,54.0,26.0,293.6,231.80000000000013,887.0,617.0,677.0,359.0,69.0,85.0,127.0,118.0,26.0,2.5294117647058822,3.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,29.963574638441216,0.7632468996617813,0.5818476499189628,A
Newcastle,Arsenal,H Webb,15844.0,7.0,4.0,51.0,71.0,29.0,49.0,259.80000000000007,286.10000000000014,560.0,1000.0,331.0,772.0,54.0,94.0,113.0,149.0,-19.0,0.5681818181818182,1.0,2.0,2.0,-8.0,3.0,2.0,0.0,5.0,-26.61464311416714,0.5910714285714286,0.772,A
Liverpool,QPR,M Atkinson,15844.0,7.0,7.0,96.0,70.0,59.0,30.0,270.3000000000002,239.90000000000006,691.0,561.0,471.0,346.0,66.0,63.0,130.0,129.0,21.0,2.3125,2.0,3.0,0.0,8.0,0.0,1.0,4.0,-6.0,35.77443050585465,0.6816208393632417,0.6167557932263814,H
West Ham,Reading,M Dean,15844.0,7.0,4.0,52.0,65.0,26.0,38.0,189.2000000000001,230.1,591.0,594.0,374.0,377.0,72.0,62.0,166.0,138.0,1.0,1.05,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,-1.0,-0.12327861377108817,0.6328257191201354,0.6346801346801347,H
Swansea,Fulham,L Mason,15844.0,7.0,7.0,47.0,52.0,24.0,35.0,235.7000000000001,225.1,498.0,535.0,356.0,354.0,115.0,111.0,170.0,157.0,3.0,1.1428571428571428,1.0,2.0,2.0,-2.0,0.0,0.0,5.0,-9.0,17.49186776879901,0.714859437751004,0.6616822429906543,A
Swansea,Man United,P Dowd,15934.0,8.0,6.0,52.0,58.0,28.0,31.0,245.40000000000012,265.50000000000006,583.0,656.0,437.0,493.0,113.0,75.0,163.0,149.0,-24.0,0.48936170212765956,1.0,1.0,3.0,-5.0,2.0,2.0,1.0,3.0,-26.65036109272684,0.7495711835334476,0.7515243902439024,A
Arsenal,Aston Villa,A Taylor,15934.0,7.0,7.0,70.0,55.0,46.0,35.0,278.6000000000001,239.10000000000028,979.0,683.0,746.0,460.0,89.0,128.0,138.0,154.0,20.0,1.8333333333333333,4.0,1.0,0.0,6.0,2.0,1.0,2.0,2.0,24.061182947610483,0.7620020429009193,0.6734992679355783,A
Liverpool,Stoke,M Atkinson,15934.0,6.0,7.0,97.0,47.0,64.0,21.0,276.60000000000014,220.8,732.0,570.0,525.0,302.0,63.0,59.0,131.0,131.0,19.0,2.0555555555555554,3.0,2.0,0.0,9.0,2.0,2.0,1.0,2.0,17.946372100517685,0.7172131147540983,0.5298245614035088,H
Norwich,Everton,M Oliver,15934.0,7.0,6.0,56.0,75.0,28.0,41.0,239.50000000000009,283.9,627.0,803.0,384.0,578.0,76.0,88.0,120.0,140.0,-14.0,0.5882352941176471,3.0,0.0,2.0,4.0,2.0,1.0,2.0,1.0,-3.4982279716931934,0.6124401913875598,0.7198007471980075,D
Sunderland,Fulham,N Swarbrick,15934.0,9.0,7.0,40.0,49.0,24.0,34.0,196.29999999999993,207.9,458.0,459.0,249.0,299.0,78.0,99.0,138.0,146.0,-3.0,0.875,1.0,2.0,2.0,-5.0,1.0,0.0,4.0,-3.0,5.136933976135516,0.5436681222707423,0.6514161220043573,A
West Brom,Southampton,K Friend,15934.0,7.0,7.0,71.0,61.0,44.0,32.0,219.8999999999998,284.4999999999999,625.0,677.0,400.0,437.0,30.0,113.0,146.0,122.0,-6.0,0.7692307692307693,1.0,1.0,3.0,-3.0,0.0,3.0,2.0,-4.0,-5.319917961295676,0.64,0.6454948301329394,A
Man City,Newcastle,A Marriner,15936.0,9.0,8.0,88.0,43.0,52.0,22.0,299.2000000000001,244.70000000000007,917.0,532.0,723.0,300.0,66.0,64.0,102.0,137.0,18.0,1.8181818181818181,3.0,1.0,1.0,3.0,1.0,2.0,2.0,-6.0,15.064228167597584,0.7884405670665212,0.5639097744360902,H
Chelsea,Aston Villa,K Friend,15938.0,3.0,4.0,83.0,56.0,37.0,34.0,247.09999999999994,227.20000000000027,744.0,602.0,518.0,375.0,58.0,119.0,169.0,146.0,14.0,1.5185185185185186,4.0,1.0,0.0,5.0,3.0,1.0,1.0,7.0,14.406878658592632,0.696236559139785,0.6229235880398671,H
Southampton,Sunderland,L Mason,15941.0,7.0,7.0,59.0,52.0,29.0,23.0,292.4999999999999,217.69999999999993,656.0,526.0,432.0,312.0,93.0,64.0,116.0,126.0,10.0,1.5555555555555556,1.0,2.0,2.0,-3.0,0.0,2.0,3.0,-7.0,13.563231948327399,0.6585365853658537,0.5931558935361216,D
Newcastle,West Ham,P Dowd,15941.0,4.0,7.0,38.0,64.0,17.0,27.0,238.40000000000006,211.1000000000001,517.0,627.0,300.0,381.0,66.0,54.0,155.0,132.0,-5.0,0.8148148148148148,1.0,1.0,3.0,-10.0,2.0,1.0,2.0,1.0,-9.560064935064933,0.5802707930367504,0.6076555023923444,D
Fulham,Arsenal,H Webb,15941.0,7.0,2.0,47.0,76.0,30.0,43.0,221.29999999999995,271.2000000000001,452.0,885.0,296.0,657.0,72.0,87.0,126.0,137.0,-15.0,0.6341463414634146,2.0,0.0,3.0,-1.0,3.0,1.0,1.0,3.0,-17.301109048270472,0.6548672566371682,0.7423728813559322,A
Everton,West Brom,R East,15941.0,7.0,7.0,86.0,71.0,42.0,36.0,287.2999999999999,228.29999999999973,839.0,644.0,631.0,411.0,91.0,32.0,138.0,144.0,15.0,1.8823529411764706,2.0,2.0,1.0,2.0,0.0,1.0,4.0,-7.0,27.383479484885882,0.7520858164481525,0.6381987577639752,D
Aston Villa,Liverpool,M Clattenburg,15941.0,2.0,7.0,45.0,100.0,22.0,63.0,202.5000000000002,274.9000000000001,571.0,773.0,338.0,566.0,110.0,60.0,162.0,111.0,-13.0,0.675,2.0,1.0,2.0,1.0,4.0,1.0,0.0,10.0,-15.602481013232062,0.5919439579684763,0.7322121604139715,A
Tottenham,Swansea,N Swarbrick,15942.0,2.0,2.0,83.0,58.0,46.0,26.0,299.1,250.90000000000006,740.0,648.0,526.0,479.0,99.0,106.0,130.0,172.0,21.0,1.9545454545454546,4.0,1.0,0.0,4.0,1.0,1.0,3.0,-6.0,30.333041593416084,0.7108108108108108,0.7391975308641975,H
Man United,Chelsea,M Atkinson,15943.0,8.0,4.0,63.0,83.0,33.0,34.0,259.9000000000001,264.99999999999994,678.0,735.0,508.0,503.0,77.0,52.0,147.0,146.0,3.0,1.0681818181818181,2.0,2.0,1.0,3.0,4.0,1.0,0.0,5.0,-5.507175594345675,0.7492625368731564,0.6843537414965987,D
Norwich,Southampton,H Webb,15948.0,3.0,3.0,53.0,60.0,25.0,31.0,235.80000000000013,297.39999999999986,648.0,682.0,416.0,448.0,84.0,73.0,139.0,114.0,-7.0,0.75,2.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,-1.765798319327729,0.6419753086419753,0.656891495601173,H
West Ham,Stoke,J Moss,15948.0,3.0,2.0,61.0,48.0,22.0,22.0,217.90000000000006,216.4,601.0,533.0,347.0,310.0,46.0,62.0,114.0,144.0,8.0,1.4705882352941178,2.0,2.0,1.0,2.0,1.0,2.0,2.0,-1.0,9.500712830013214,0.5773710482529119,0.5816135084427767,A
