home,away,Referee,time,prevTimeDiff,HAccP,AAccP,hw,hd,hl,H goal Diff,aw,ad,al,A goal diff,y
Liverpool,Cardiff,L Probert,16060.0,5.0,43.0,21.0,3.0,1.0,1.0,10.0,1.0,2.0,2.0,-4.0,H
Man United,West Ham,M Jones,16060.0,2.0,30.0,18.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,-4.0,H
Stoke,Aston Villa,C Pawson,16060.0,2.0,23.0,26.0,2.0,2.0,1.0,-1.0,1.0,2.0,2.0,-4.0,H
Sunderland,Norwich,M Atkinson,16060.0,3.0,11.0,24.0,0.0,2.0,3.0,-4.0,2.0,1.0,2.0,-2.0,D
West Brom,Hull,J Moss,16060.0,7.0,16.0,23.0,0.0,1.0,4.0,-5.0,1.0,2.0,2.0,-1.0,D
Southampton,Tottenham,C Foy,16061.0,8.0,26.0,37.0,0.0,2.0,3.0,-5.0,2.0,1.0,2.0,-9.0,A
Swansea,Everton,L Mason,16061.0,7.0,24.0,38.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,8.0,A
Arsenal,Chelsea,M Dean,16062.0,9.0,45.0,43.0,3.0,1.0,1.0,4.0,4.0,0.0,1.0,6.0,D
Man City,Liverpool,L Mason,16065.0,5.0,41.0,43.0,4.0,1.0,0.0,9.0,4.0,0.0,1.0,12.0,H
Cardiff,Southampton,A Marriner,16065.0,5.0,20.0,26.0,1.0,1.0,3.0,-6.0,0.0,2.0,3.0,-4.0,A
Chelsea,Swansea,M Jones,16065.0,2.0,41.0,23.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,-1.0,H
Everton,Sunderland,L Probert,16065.0,3.0,38.0,12.0,4.0,1.0,0.0,9.0,0.0,3.0,2.0,-2.0,A
West Ham,Arsenal,P Dowd,16065.0,5.0,18.0,45.0,1.0,1.0,3.0,-3.0,2.0,2.0,1.0,2.0,A
Aston Villa,Crystal Palace,H Webb,16065.0,5.0,23.0,16.0,1.0,1.0,3.0,-5.0,2.0,0.0,3.0,-2.0,A
Newcastle,Stoke,M Atkinson,16065.0,5.0,34.0,23.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,-2.0,H
Norwich,Fulham,J Moss,16065.0,5.0,25.0,16.0,2.0,2.0,1.0,-1.0,1.0,0.0,4.0,-7.0,A
Tottenham,West Brom,A Taylor,16065.0,4.0,37.0,17.0,3.0,1.0,1.0,-2.0,0.0,1.0,4.0,-5.0,D
Hull,Man United,M Oliver,16065.0,5.0,23.0,32.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,A
Man City,Crystal Palace,A Marriner,16067.0,1.0,41.0,18.0,4.0,1.0,0.0,7.0,3.0,0.0,2.0,0.0,H
Aston Villa,Swansea,R East,16067.0,2.0,20.0,20.0,1.0,0.0,4.0,-6.0,1.0,2.0,2.0,1.0,D
Norwich,Man United,P Dowd,16067.0,2.0,25.0,35.0,1.0,2.0,2.0,-3.0,3.0,0.0,2.0,4.0,A
Cardiff,Sunderland,C Foy,16067.0,2.0,19.0,14.0,1.0,1.0,3.0,-6.0,1.0,2.0,2.0,-1.0,D
West Ham,West Brom,M Dean,16067.0,2.0,17.0,18.0,0.0,1.0,4.0,-8.0,0.0,2.0,3.0,-4.0,D
Hull,Fulham,R Madley,16067.0,2.0,22.0,19.0,0.0,3.0,2.0,-3.0,2.0,0.0,3.0,-3.0,H
Chelsea,Liverpool,H Webb,16068.0,3.0,43.0,42.0,3.0,1.0,1.0,2.0,4.0,0.0,1.0,13.0,H
Everton,Southampton,M Clattenburg,16068.0,3.0,37.0,29.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,H
Newcastle,Arsenal,L Probert,16068.0,3.0,36.0,45.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,A
Tottenham,Stoke,K Friend,16068.0,3.0,37.0,22.0,3.0,1.0,1.0,-2.0,2.0,2.0,1.0,-2.0,H
Southampton,Chelsea,M Atkinson,16071.0,3.0,28.0,43.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,A
Arsenal,Cardiff,J Moss,16071.0,3.0,45.0,19.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,-6.0,H
Crystal Palace,Norwich,M Dean,16071.0,4.0,17.0,22.0,2.0,0.0,3.0,-2.0,1.0,2.0,2.0,0.0,D
Fulham,West Ham,M Clattenburg,16071.0,4.0,19.0,18.0,2.0,0.0,3.0,-8.0,0.0,2.0,3.0,-7.0,H
Stoke,Everton,A Marriner,16071.0,2.0,22.0,37.0,2.0,1.0,2.0,-5.0,3.0,1.0,1.0,4.0,D
Liverpool,Hull,C Pawson,16071.0,2.0,39.0,24.0,3.0,0.0,2.0,8.0,1.0,3.0,1.0,5.0,H
Sunderland,Aston Villa,M Jones,16071.0,3.0,14.0,21.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,-7.0,A
Swansea,Man City,P Dowd,16071.0,4.0,21.0,41.0,0.0,3.0,2.0,-2.0,4.0,1.0,0.0,7.0,A
West Brom,Newcastle,L Mason,16071.0,4.0,19.0,33.0,0.0,3.0,2.0,-3.0,3.0,1.0,1.0,7.0,H
Man United,Tottenham,H Webb,16071.0,4.0,35.0,37.0,4.0,0.0,1.0,6.0,3.0,1.0,1.0,0.0,A
Cardiff,West Ham,L Mason,16081.0,7.0,18.0,15.0,1.0,1.0,3.0,-6.0,0.0,2.0,3.0,-5.0,A
Hull,Chelsea,M Clattenburg,16081.0,7.0,23.0,43.0,1.0,2.0,2.0,3.0,4.0,1.0,0.0,6.0,A
Fulham,Sunderland,M Dean,16081.0,7.0,19.0,14.0,2.0,0.0,3.0,-9.0,1.0,3.0,1.0,0.0,A
Tottenham,Crystal Palace,M Oliver,16081.0,6.0,37.0,17.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,-4.0,H
Man United,Swansea,C Foy,16081.0,3.0,34.0,21.0,4.0,0.0,1.0,6.0,0.0,2.0,3.0,-3.0,H
Southampton,West Brom,H Webb,16081.0,7.0,27.0,21.0,1.0,1.0,3.0,-2.0,1.0,3.0,1.0,0.0,H
Everton,Norwich,K Friend,16081.0,7.0,38.0,20.0,3.0,1.0,1.0,4.0,0.0,3.0,2.0,-2.0,H
Newcastle,Man City,M Jones,16082.0,8.0,33.0,44.0,2.0,1.0,2.0,5.0,5.0,0.0,0.0,8.0,A
Stoke,Liverpool,A Taylor,16082.0,8.0,22.0,39.0,1.0,2.0,2.0,-6.0,3.0,0.0,2.0,7.0,A
Aston Villa,Arsenal,N Swarbrick,16083.0,9.0,23.0,45.0,1.0,1.0,3.0,-4.0,3.0,1.0,1.0,2.0,A
Liverpool,Aston Villa,J Moss,16088.0,5.0,39.0,20.0,3.0,0.0,2.0,4.0,1.0,1.0,3.0,-2.0,D
Arsenal,Fulham,L Probert,16088.0,4.0,48.0,16.0,4.0,1.0,0.0,6.0,2.0,0.0,3.0,-9.0,H
Crystal Palace,Stoke,M Clattenburg,16088.0,7.0,17.0,22.0,1.0,1.0,3.0,-5.0,1.0,1.0,3.0,-8.0,H
Man City,Cardiff,N Swarbrick,16088.0,2.0,44.0,18.0,5.0,0.0,0.0,7.0,0.0,1.0,4.0,-9.0,H
Sunderland,Southampton,C Foy,16088.0,7.0,17.0,27.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,-1.0,D
West Ham,Newcastle,A Marriner,16088.0,7.0,15.0,33.0,1.0,1.0,3.0,-3.0,2.0,0.0,3.0,3.0,A
Norwich,Hull,H Webb,16088.0,3.0,19.0,23.0,0.0,2.0,3.0,-4.0,1.0,1.0,3.0,1.0,H
Chelsea,Man United,P Dowd,16089.0,8.0,43.0,34.0,4.0,1.0,0.0,7.0,4.0,0.0,1.0,5.0,H
Swansea,Tottenham,M Atkinson,16089.0,7.0,21.0,37.0,0.0,1.0,4.0,-5.0,4.0,1.0,0.0,7.0,A
West Brom,Everton,M Oliver,16090.0,9.0,21.0,40.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,D
Man United,Cardiff,C Pawson,16098.0,5.0,33.0,15.0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,-9.0,H
Liverpool,Everton,M Atkinson,16098.0,3.0,37.0,40.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,H
Crystal Palace,Hull,R East,16098.0,3.0,20.0,20.0,2.0,1.0,2.0,-1.0,1.0,0.0,4.0,0.0,H
Norwich,Newcastle,C Foy,16098.0,10.0,22.0,35.0,1.0,1.0,3.0,-3.0,2.0,0.0,3.0,2.0,D
Swansea,Fulham,M Oliver,16098.0,3.0,21.0,16.0,0.0,1.0,4.0,-6.0,2.0,0.0,3.0,-9.0,H
Southampton,Arsenal,L Mason,16098.0,3.0,27.0,48.0,2.0,1.0,2.0,0.0,5.0,0.0,0.0,8.0,D
Aston Villa,West Brom,M Clattenburg,16099.0,10.0,21.0,21.0,1.0,2.0,2.0,-1.0,1.0,3.0,1.0,0.0,H
Chelsea,West Ham,N Swarbrick,16099.0,3.0,43.0,14.0,5.0,0.0,0.0,9.0,1.0,1.0,3.0,-3.0,D
Sunderland,Stoke,R Madley,16099.0,4.0,17.0,19.0,2.0,2.0,1.0,3.0,0.0,1.0,4.0,-10.0,H
Tottenham,Man City,A Marriner,16099.0,10.0,37.0,47.0,4.0,1.0,0.0,8.0,5.0,0.0,0.0,7.0,A
Fulham,Southampton,M Jones,16102.0,3.0,16.0,28.0,1.0,0.0,4.0,-12.0,1.0,2.0,2.0,-3.0,A
Cardiff,Norwich,M Clattenburg,16102.0,3.0,14.0,20.0,0.0,1.0,4.0,-8.0,1.0,2.0,2.0,-2.0,H
Everton,Aston Villa,R Madley,16102.0,3.0,39.0,24.0,2.0,2.0,1.0,-1.0,2.0,2.0,1.0,1.0,H
Hull,Tottenham,A Taylor,16102.0,3.0,20.0,37.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,4.0,D
Stoke,Man United,N Swarbrick,16102.0,2.0,16.0,36.0,0.0,1.0,4.0,-7.0,3.0,0.0,2.0,2.0,H
West Ham,Swansea,H Webb,16102.0,2.0,15.0,21.0,1.0,2.0,2.0,-1.0,1.0,1.0,3.0,-3.0,H
Newcastle,Sunderland,P Dowd,16102.0,3.0,33.0,20.0,1.0,1.0,3.0,-2.0,2.0,2.0,1.0,3.0,A
Arsenal,Crystal Palace,J Moss,16103.0,4.0,46.0,20.0,4.0,1.0,0.0,6.0,2.0,1.0,2.0,-1.0,H
West Brom,Liverpool,K Friend,16103.0,3.0,21.0,37.0,1.0,2.0,2.0,-1.0,3.0,1.0,1.0,7.0,D
Man City,Chelsea,M Dean,16104.0,4.0,47.0,43.0,5.0,0.0,0.0,10.0,4.0,1.0,0.0,8.0,A
Aston Villa,West Ham,M Dean,16109.0,7.0,24.0,17.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,A
Liverpool,Arsenal,M Oliver,16109.0,6.0,37.0,46.0,3.0,2.0,0.0,8.0,4.0,1.0,0.0,7.0,H
Crystal Palace,West Brom,C Foy,16109.0,5.0,20.0,21.0,2.0,1.0,2.0,-2.0,1.0,2.0,2.0,-1.0,H
Chelsea,Newcastle,H Webb,16109.0,4.0,46.0,30.0,4.0,1.0,0.0,8.0,1.0,1.0,3.0,-4.0,H
Norwich,Man City,J Moss,16109.0,7.0,20.0,46.0,1.0,2.0,2.0,-2.0,4.0,0.0,1.0,8.0,D
Southampton,Stoke,C Pawson,16109.0,7.0,30.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,-3.0,D
Swansea,Cardiff,A Marriner,16109.0,7.0,20.0,16.0,1.0,0.0,4.0,-5.0,1.0,0.0,4.0,-7.0,H
Sunderland,Hull,M Jones,16109.0,7.0,23.0,20.0,3.0,1.0,1.0,6.0,0.0,1.0,4.0,-6.0,A
Man United,Fulham,K Friend,16110.0,8.0,33.0,15.0,2.0,0.0,3.0,0.0,1.0,0.0,4.0,-9.0,D
Tottenham,Everton,M Clattenburg,16110.0,8.0,35.0,39.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,-1.0,H
Cardiff,Aston Villa,C Foy,16112.0,2.0,16.0,21.0,1.0,0.0,4.0,-8.0,1.0,1.0,3.0,-3.0,D
Hull,Southampton,M Atkinson,16112.0,3.0,20.0,28.0,1.0,1.0,3.0,-2.0,2.0,3.0,0.0,4.0,A
West Brom,Chelsea,A Taylor,16112.0,3.0,18.0,46.0,0.0,2.0,3.0,-4.0,4.0,1.0,0.0,8.0,D
West Ham,Norwich,M Oliver,16112.0,3.0,20.0,21.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,-2.0,H
Arsenal,Man United,M Clattenburg,16113.0,4.0,43.0,34.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,D
Fulham,Liverpool,P Dowd,16113.0,2.0,16.0,40.0,0.0,1.0,4.0,-10.0,3.0,2.0,0.0,10.0,A
Newcastle,Tottenham,N Swarbrick,16113.0,4.0,30.0,35.0,1.0,1.0,3.0,-6.0,3.0,1.0,1.0,1.0,A
Stoke,Swansea,J Moss,16113.0,4.0,19.0,20.0,1.0,1.0,3.0,-3.0,2.0,0.0,3.0,-1.0,D
West Brom,Fulham,M Dean,16123.0,10.0,16.0,16.0,0.0,3.0,2.0,-3.0,0.0,1.0,4.0,-8.0,D
West Ham,Southampton,M Clattenburg,16123.0,10.0,23.0,28.0,3.0,1.0,1.0,4.0,2.0,3.0,0.0,4.0,H
Arsenal,Sunderland,A Marriner,16123.0,2.0,41.0,23.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,5.0,H
Cardiff,Hull,H Webb,16123.0,7.0,14.0,17.0,1.0,1.0,3.0,-6.0,1.0,1.0,3.0,-1.0,A
Chelsea,Everton,L Probert,16123.0,6.0,46.0,36.0,3.0,2.0,0.0,6.0,2.0,1.0,2.0,-2.0,H
Crystal Palace,Man United,M Oliver,16123.0,14.0,23.0,35.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,-1.0,A
Man City,Stoke,C Foy,16123.0,3.0,44.0,20.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,-1.0,H
Newcastle,Aston Villa,M Atkinson,16124.0,10.0,30.0,19.0,1.0,1.0,3.0,-8.0,1.0,2.0,2.0,-2.0,H
Norwich,Tottenham,C Pawson,16124.0,11.0,18.0,37.0,1.0,2.0,2.0,-2.0,3.0,1.0,1.0,3.0,H
Liverpool,Swansea,M Jones,16124.0,6.0,40.0,21.0,3.0,2.0,0.0,9.0,2.0,1.0,2.0,1.0,H
Everton,West Ham,J Moss,16130.0,7.0,33.0,23.0,1.0,1.0,3.0,-5.0,4.0,1.0,0.0,8.0,H
Fulham,Chelsea,M Clattenburg,16130.0,7.0,14.0,46.0,0.0,2.0,3.0,-6.0,3.0,2.0,0.0,5.0,A
Hull,Newcastle,K Friend,16130.0,4.0,19.0,30.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,-9.0,A
Southampton,Liverpool,L Probert,16130.0,7.0,25.0,40.0,2.0,2.0,1.0,2.0,4.0,1.0,0.0,10.0,A
Stoke,Arsenal,M Jones,16130.0,7.0,20.0,43.0,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,1.0,H
Aston Villa,Norwich,A Taylor,16131.0,7.0,18.0,21.0,1.0,1.0,3.0,-3.0,1.0,2.0,2.0,-2.0,H
Swansea,Crystal Palace,M Dean,16131.0,2.0,21.0,23.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,D
Tottenham,Cardiff,P Dowd,16131.0,2.0,37.0,14.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,-8.0,H
Chelsea,Tottenham,M Oliver,16137.0,7.0,46.0,37.0,4.0,1.0,0.0,7.0,3.0,1.0,1.0,5.0,H
Cardiff,Fulham,M Atkinson,16137.0,5.0,14.0,11.0,1.0,1.0,3.0,-7.0,0.0,2.0,3.0,-6.0,H
Crystal Palace,Southampton,H Webb,16137.0,5.0,24.0,24.0,2.0,1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,A
West Brom,Man United,J Moss,16137.0,14.0,16.0,35.0,0.0,3.0,2.0,-3.0,2.0,2.0,1.0,3.0,A
Norwich,Stoke,A Marriner,16137.0,5.0,21.0,22.0,1.0,1.0,3.0,-5.0,2.0,2.0,1.0,1.0,D
Aston Villa,Chelsea,C Foy,16144.0,12.0,21.0,46.0,1.0,1.0,3.0,-1.0,4.0,1.0,0.0,10.0,H
Everton,Cardiff,R East,16144.0,7.0,36.0,16.0,2.0,0.0,3.0,-4.0,1.0,1.0,3.0,-6.0,H
Fulham,Newcastle,H Webb,16144.0,7.0,11.0,32.0,0.0,2.0,3.0,-5.0,2.0,0.0,3.0,-6.0,H
Hull,Man City,L Mason,16144.0,6.0,19.0,47.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,6.0,A
Southampton,Norwich,K Friend,16144.0,7.0,24.0,21.0,2.0,1.0,2.0,-3.0,1.0,2.0,2.0,-4.0,H
Stoke,West Ham,C Pawson,16144.0,7.0,23.0,23.0,1.0,3.0,1.0,0.0,4.0,0.0,1.0,7.0,H
Sunderland,Crystal Palace,N Swarbrick,16144.0,6.0,23.0,24.0,2.0,1.0,2.0,-1.0,1.0,1.0,3.0,-3.0,D
Swansea,West Brom,M Atkinson,16144.0,12.0,19.0,15.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,-5.0,A
Man United,Liverpool,M Clattenburg,16145.0,8.0,37.0,42.0,2.0,2.0,1.0,4.0,4.0,1.0,0.0,9.0,A
Tottenham,Arsenal,M Dean,16145.0,2.0,34.0,40.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,A
Man City,Fulham,J Moss,16151.0,7.0,47.0,14.0,3.0,1.0,1.0,6.0,1.0,1.0,3.0,-4.0,H
Chelsea,Arsenal,A Marriner,16151.0,3.0,46.0,40.0,3.0,1.0,1.0,6.0,2.0,1.0,2.0,-1.0,H
Everton,Swansea,M Oliver,16151.0,7.0,36.0,18.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,H
West Ham,Man United,L Mason,16151.0,7.0,22.0,34.0,3.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,A
Cardiff,Liverpool,N Swarbrick,16151.0,7.0,13.0,42.0,1.0,1.0,3.0,-4.0,5.0,0.0,0.0,12.0,A
Newcastle,Crystal Palace,L Probert,16151.0,7.0,32.0,25.0,2.0,0.0,3.0,-4.0,1.0,2.0,2.0,-1.0,H
Norwich,Sunderland,P Dowd,16151.0,7.0,21.0,24.0,1.0,1.0,3.0,-6.0,2.0,1.0,2.0,-1.0,H
Hull,West Brom,C Foy,16151.0,7.0,19.0,18.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,-4.0,H
Aston Villa,Stoke,M Clattenburg,16152.0,7.0,24.0,25.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,A
Tottenham,Southampton,A Taylor,16152.0,2.0,33.0,26.0,2.0,0.0,3.0,-1.0,3.0,0.0,2.0,-1.0,H
Arsenal,Swansea,L Probert,16154.0,3.0,37.0,18.0,2.0,1.0,2.0,-3.0,0.0,2.0,3.0,-3.0,D
Man United,Man City,M Oliver,16154.0,2.0,34.0,47.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,7.0,A
Newcastle,Everton,L Mason,16154.0,3.0,32.0,36.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,A
Liverpool,Sunderland,K Friend,16155.0,4.0,45.0,24.0,5.0,0.0,0.0,11.0,1.0,1.0,3.0,-4.0,H
West Ham,Hull,M Dean,16155.0,3.0,21.0,19.0,2.0,0.0,3.0,-1.0,2.0,0.0,3.0,0.0,H
Arsenal,Man City,M Dean,16158.0,3.0,38.0,50.0,2.0,1.0,2.0,-3.0,4.0,1.0,0.0,11.0,D
Crystal Palace,Chelsea,L Mason,16158.0,7.0,25.0,48.0,0.0,2.0,3.0,-4.0,4.0,0.0,1.0,12.0,H
Man United,Aston Villa,M Atkinson,16158.0,3.0,31.0,23.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,H
Southampton,Newcastle,A Marriner,16158.0,6.0,23.0,29.0,2.0,0.0,3.0,-3.0,3.0,0.0,2.0,1.0,H
Stoke,Hull,N Swarbrick,16158.0,5.0,27.0,19.0,3.0,1.0,1.0,5.0,2.0,0.0,3.0,0.0,H
Swansea,Norwich,J Moss,16158.0,3.0,18.0,21.0,0.0,2.0,3.0,-3.0,2.0,1.0,2.0,-2.0,H
West Brom,Cardiff,M Oliver,16158.0,7.0,15.0,13.0,1.0,2.0,2.0,-4.0,1.0,0.0,4.0,-7.0,D
Fulham,Everton,A Taylor,16159.0,8.0,14.0,38.0,1.0,1.0,3.0,-8.0,4.0,0.0,1.0,5.0,A
Liverpool,Tottenham,P Dowd,16159.0,3.0,45.0,36.0,5.0,0.0,0.0,11.0,2.0,0.0,3.0,-4.0,H
Sunderland,West Ham,H Webb,16160.0,4.0,21.0,24.0,0.0,1.0,4.0,-8.0,2.0,0.0,3.0,-2.0,A
Aston Villa,Fulham,M Oliver,16165.0,7.0,20.0,14.0,2.0,0.0,3.0,-3.0,1.0,0.0,4.0,-10.0,A
Cardiff,Crystal Palace,P Dowd,16165.0,7.0,13.0,27.0,1.0,1.0,3.0,-3.0,1.0,2.0,2.0,-1.0,A
Chelsea,Stoke,L Probert,16165.0,2.0,45.0,27.0,3.0,0.0,2.0,10.0,4.0,1.0,0.0,7.0,H
Hull,Swansea,H Webb,16165.0,7.0,19.0,18.0,1.0,0.0,4.0,-5.0,1.0,2.0,2.0,1.0,H
Man City,Southampton,C Foy,16165.0,6.0,48.0,26.0,4.0,1.0,0.0,11.0,3.0,0.0,2.0,3.0,H
Newcastle,Man United,K Friend,16165.0,7.0,26.0,33.0,2.0,0.0,3.0,-4.0,3.0,0.0,2.0,2.0,A
Norwich,West Brom,M Clattenburg,16165.0,7.0,21.0,15.0,1.0,1.0,3.0,-6.0,1.0,2.0,2.0,-4.0,A
Everton,Arsenal,M Atkinson,16166.0,7.0,40.0,36.0,5.0,0.0,0.0,8.0,1.0,2.0,2.0,-6.0,H
West Ham,Liverpool,A Taylor,16166.0,5.0,27.0,47.0,2.0,0.0,3.0,-3.0,5.0,0.0,0.0,14.0,A
Tottenham,Sunderland,L Mason,16167.0,8.0,36.0,21.0,2.0,0.0,3.0,-7.0,0.0,1.0,4.0,-7.0,H
Southampton,Cardiff,J Moss,16172.0,7.0,26.0,13.0,3.0,0.0,2.0,3.0,1.0,1.0,3.0,-5.0,A
Stoke,Newcastle,M Jones,16172.0,6.0,27.0,23.0,3.0,1.0,1.0,3.0,1.0,0.0,4.0,-11.0,H
Sunderland,Everton,L Probert,16172.0,4.0,18.0,42.0,0.0,1.0,4.0,-8.0,5.0,0.0,0.0,10.0,A
West Brom,Tottenham,N Swarbrick,16172.0,7.0,17.0,38.0,2.0,1.0,2.0,-3.0,2.0,0.0,3.0,-4.0,D
Crystal Palace,Aston Villa,H Webb,16172.0,7.0,27.0,19.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,-3.0,H
Fulham,Norwich,M Dean,16172.0,7.0,17.0,18.0,2.0,0.0,3.0,-7.0,1.0,1.0,3.0,-4.0,H
Liverpool,Man City,M Clattenburg,16173.0,7.0,50.0,51.0,5.0,0.0,0.0,12.0,4.0,1.0,0.0,13.0,H
Swansea,Chelsea,P Dowd,16173.0,8.0,18.0,45.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,11.0,A
Arsenal,West Ham,K Friend,16175.0,2.0,33.0,24.0,1.0,2.0,2.0,-8.0,2.0,0.0,3.0,-3.0,H
Everton,Crystal Palace,A Marriner,16176.0,4.0,42.0,30.0,5.0,0.0,0.0,10.0,3.0,1.0,1.0,4.0,A
Man City,Sunderland,M Atkinson,16176.0,3.0,48.0,18.0,3.0,1.0,1.0,10.0,0.0,0.0,5.0,-9.0,D
Chelsea,Sunderland,M Dean,16179.0,6.0,45.0,18.0,3.0,0.0,2.0,8.0,0.0,1.0,4.0,-7.0,A
Newcastle,Swansea,C Foy,16179.0,7.0,23.0,15.0,1.0,0.0,4.0,-11.0,1.0,1.0,3.0,0.0,A
Tottenham,Fulham,L Probert,16179.0,7.0,36.0,20.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,-4.0,H
West Ham,Crystal Palace,M Atkinson,16179.0,3.0,24.0,30.0,2.0,0.0,3.0,-3.0,4.0,0.0,1.0,5.0,A
Aston Villa,Southampton,L Mason,16179.0,7.0,18.0,26.0,1.0,0.0,4.0,-7.0,2.0,0.0,3.0,1.0,D
Cardiff,Stoke,H Webb,16179.0,7.0,15.0,29.0,1.0,1.0,3.0,-6.0,4.0,0.0,1.0,4.0,D
Everton,Man United,M Clattenburg,16180.0,3.0,39.0,35.0,4.0,0.0,1.0,8.0,3.0,0.0,2.0,3.0,H
Hull,Arsenal,J Moss,16180.0,7.0,19.0,33.0,2.0,0.0,3.0,-1.0,1.0,2.0,2.0,-7.0,A
Norwich,Liverpool,A Marriner,16180.0,8.0,18.0,50.0,1.0,0.0,4.0,-5.0,5.0,0.0,0.0,10.0,A
Man City,West Brom,P Dowd,16181.0,4.0,46.0,18.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,0.0,H
Stoke,Tottenham,A Marriner,16186.0,7.0,27.0,36.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,A
Fulham,Hull,L Mason,16186.0,7.0,17.0,19.0,2.0,0.0,3.0,-7.0,2.0,0.0,3.0,-2.0,D
Southampton,Everton,M Oliver,16186.0,7.0,26.0,41.0,1.0,1.0,3.0,-1.0,4.0,0.0,1.0,7.0,H
Swansea,Aston Villa,M Clattenburg,16186.0,7.0,17.0,16.0,2.0,1.0,2.0,2.0,0.0,1.0,4.0,-8.0,H
West Brom,West Ham,M Dean,16186.0,4.0,18.0,24.0,1.0,2.0,2.0,-3.0,2.0,0.0,3.0,-2.0,H
Man United,Norwich,L Probert,16186.0,6.0,35.0,15.0,3.0,0.0,2.0,4.0,1.0,0.0,4.0,-4.0,H
Crystal Palace,Man City,H Webb,16187.0,8.0,30.0,46.0,5.0,0.0,0.0,7.0,2.0,2.0,1.0,4.0,A
Liverpool,Chelsea,M Atkinson,16187.0,7.0,50.0,45.0,5.0,0.0,0.0,8.0,3.0,0.0,2.0,8.0,A
Sunderland,Cardiff,P Dowd,16187.0,7.0,21.0,16.0,1.0,1.0,3.0,-5.0,1.0,2.0,2.0,-5.0,H
Arsenal,Newcastle,N Swarbrick,16188.0,8.0,35.0,20.0,2.0,2.0,1.0,2.0,0.0,0.0,5.0,-13.0,H
Man United,Sunderland,H Webb,16193.0,6.0,38.0,24.0,3.0,0.0,2.0,6.0,2.0,1.0,2.0,0.0,A
Aston Villa,Hull,M Dean,16193.0,7.0,16.0,19.0,0.0,1.0,4.0,-8.0,1.0,1.0,3.0,-4.0,H
Newcastle,Cardiff,M Atkinson,16193.0,4.0,19.0,13.0,0.0,0.0,5.0,-13.0,1.0,2.0,2.0,-6.0,H
Stoke,Fulham,C Foy,16193.0,7.0,26.0,18.0,2.0,1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,H
Swansea,Southampton,A Taylor,16193.0,7.0,19.0,28.0,3.0,0.0,2.0,5.0,2.0,1.0,2.0,2.0,A
Everton,Man City,L Probert,16193.0,7.0,38.0,48.0,3.0,0.0,2.0,3.0,3.0,1.0,1.0,6.0,A
West Ham,Tottenham,P Dowd,16193.0,7.0,23.0,39.0,1.0,0.0,4.0,-4.0,3.0,1.0,1.0,3.0,H
Arsenal,West Brom,M Jones,16194.0,5.0,38.0,21.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,0.0,H
