home,away,Referee,time,prevTimeDiff,HAccP,AAccP,hw,hd,hl,H goal Diff,aw,ad,al,A goal diff,y
Southampton,Norwich,J Moss,16677.0,2.0,23.0,17.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,-2.0,H
Swansea,Man United,M Atkinson,16677.0,4.0,31.0,40.0,1.0,2.0,2.0,-1.0,2.0,3.0,0.0,2.0,H
Arsenal,Stoke,J Moss,16690.0,14.0,43.0,27.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,H
Man United,Liverpool,M Oliver,16690.0,13.0,37.0,34.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,-6.0,H
Crystal Palace,Man City,M Jones,16690.0,14.0,34.0,44.0,4.0,0.0,1.0,4.0,5.0,0.0,0.0,12.0,A
Everton,Chelsea,A Marriner,16690.0,13.0,29.0,39.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,-1.0,H
West Brom,Southampton,S Attwell,16690.0,14.0,26.0,23.0,1.0,1.0,3.0,-6.0,1.0,2.0,2.0,-2.0,D
Leicester,Aston Villa,M Dean,16691.0,15.0,32.0,20.0,3.0,2.0,0.0,7.0,1.0,1.0,3.0,-2.0,H
Sunderland,Tottenham,C Pawson,16691.0,15.0,20.0,30.0,0.0,2.0,3.0,-6.0,1.0,3.0,1.0,0.0,A
West Ham,Newcastle,A Taylor,16692.0,16.0,17.0,14.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,-1.0,H
Aston Villa,West Brom,M Atkinson,16697.0,6.0,20.0,27.0,1.0,1.0,3.0,-2.0,1.0,2.0,2.0,-3.0,A
Man City,West Ham,R Madley,16697.0,3.0,46.0,20.0,5.0,0.0,0.0,11.0,3.0,0.0,2.0,5.0,A
Swansea,Everton,S Attwell,16697.0,7.0,31.0,29.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,D
Stoke,Leicester,A Marriner,16697.0,7.0,24.0,35.0,0.0,2.0,3.0,-4.0,3.0,2.0,0.0,4.0,D
Chelsea,Arsenal,M Dean,16697.0,2.0,38.0,43.0,1.0,1.0,3.0,-5.0,3.0,1.0,1.0,2.0,H
Liverpool,Norwich,A Taylor,16698.0,2.0,31.0,16.0,2.0,1.0,2.0,-3.0,2.0,1.0,2.0,-1.0,D
Southampton,Man United,M Clattenburg,16698.0,8.0,24.0,37.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,A
Tottenham,Crystal Palace,M Oliver,16698.0,2.0,30.0,34.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,2.0,H
Tottenham,Man City,M Clattenburg,16704.0,2.0,30.0,45.0,2.0,3.0,0.0,2.0,4.0,0.0,1.0,7.0,H
West Ham,Norwich,M Dean,16704.0,3.0,22.0,17.0,3.0,0.0,2.0,4.0,2.0,2.0,1.0,1.0,D
Leicester,Arsenal,C Pawson,16704.0,3.0,36.0,43.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,A
Liverpool,Aston Villa,J Moss,16704.0,2.0,31.0,20.0,1.0,2.0,2.0,-4.0,0.0,1.0,4.0,-4.0,H
Man United,Sunderland,M Jones,16704.0,2.0,39.0,16.0,3.0,1.0,1.0,3.0,0.0,2.0,3.0,-5.0,H
Newcastle,Chelsea,M Atkinson,16704.0,2.0,10.0,38.0,0.0,1.0,4.0,-6.0,2.0,0.0,3.0,-3.0,D
Southampton,Swansea,R East,16704.0,2.0,21.0,31.0,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,2.0,H
West Brom,Everton,R Madley,16706.0,4.0,29.0,29.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,A
Aston Villa,Stoke,M Jones,16711.0,7.0,20.0,27.0,0.0,1.0,4.0,-4.0,1.0,2.0,2.0,-2.0,A
Chelsea,Southampton,R Madley,16711.0,3.0,36.0,23.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,4.0,A
Crystal Palace,West Brom,J Moss,16711.0,6.0,33.0,26.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,H
Man City,Newcastle,K Friend,16711.0,2.0,42.0,10.0,3.0,0.0,2.0,1.0,0.0,2.0,3.0,-4.0,H
Norwich,Leicester,M Clattenburg,16711.0,7.0,17.0,36.0,1.0,3.0,1.0,-1.0,1.0,3.0,1.0,-2.0,A
Sunderland,West Ham,N Swarbrick,16711.0,7.0,16.0,22.0,0.0,2.0,3.0,-6.0,3.0,1.0,1.0,5.0,D
Arsenal,Man United,A Taylor,16712.0,4.0,43.0,39.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,H
Everton,Liverpool,M Atkinson,16712.0,5.0,32.0,31.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,-4.0,D
Swansea,Tottenham,M Dean,16712.0,8.0,31.0,33.0,1.0,2.0,2.0,-2.0,3.0,2.0,0.0,5.0,D
Southampton,Leicester,P Tierney,16725.0,13.0,26.0,38.0,3.0,1.0,1.0,6.0,2.0,2.0,1.0,-1.0,D
Chelsea,Aston Villa,R East,16725.0,13.0,35.0,20.0,1.0,1.0,3.0,-3.0,0.0,1.0,4.0,-4.0,H
Everton,Man United,J Moss,16725.0,13.0,32.0,39.0,2.0,3.0,0.0,3.0,3.0,0.0,2.0,2.0,A
Crystal Palace,West Ham,M Clattenburg,16725.0,14.0,36.0,22.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,6.0,A
Tottenham,Liverpool,C Pawson,16725.0,13.0,33.0,29.0,3.0,2.0,0.0,5.0,1.0,2.0,2.0,-4.0,D
West Brom,Sunderland,M Atkinson,16725.0,14.0,25.0,16.0,2.0,1.0,2.0,-1.0,0.0,2.0,3.0,-6.0,H
Newcastle,Norwich,A Taylor,16726.0,15.0,10.0,17.0,0.0,1.0,4.0,-9.0,1.0,2.0,2.0,-2.0,H
Swansea,Stoke,R Madley,16727.0,15.0,29.0,27.0,1.0,2.0,2.0,-2.0,2.0,1.0,2.0,-1.0,A
Norwich,West Brom,K Friend,16732.0,6.0,14.0,25.0,1.0,2.0,2.0,-3.0,2.0,1.0,2.0,-1.0,A
Arsenal,Everton,L Mason,16732.0,3.0,43.0,32.0,4.0,0.0,1.0,9.0,2.0,2.0,1.0,0.0,H
Aston Villa,Swansea,N Swarbrick,16732.0,7.0,20.0,26.0,0.0,0.0,5.0,-6.0,0.0,2.0,3.0,-4.0,A
West Ham,Chelsea,J Moss,16732.0,7.0,25.0,35.0,3.0,2.0,0.0,5.0,2.0,1.0,2.0,0.0,H
Leicester,Crystal Palace,M Dean,16732.0,7.0,39.0,33.0,2.0,2.0,1.0,-1.0,2.0,0.0,3.0,-1.0,H
Liverpool,Southampton,A Marriner,16733.0,2.0,27.0,27.0,1.0,3.0,1.0,-1.0,2.0,2.0,1.0,3.0,D
Man United,Man City,M Clattenburg,16733.0,3.0,39.0,45.0,4.0,0.0,1.0,6.0,3.0,0.0,2.0,6.0,D
Sunderland,Newcastle,R Madley,16733.0,8.0,16.0,10.0,0.0,1.0,4.0,-7.0,1.0,1.0,3.0,-4.0,H
Man City,Norwich,R Madley,16739.0,2.0,43.0,14.0,2.0,1.0,2.0,5.0,0.0,2.0,3.0,-6.0,H
Chelsea,Liverpool,M Clattenburg,16739.0,3.0,34.0,25.0,2.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,A
Crystal Palace,Man United,M Jones,16739.0,2.0,33.0,37.0,2.0,0.0,3.0,-1.0,3.0,1.0,1.0,4.0,D
Newcastle,Stoke,R East,16739.0,6.0,10.0,24.0,1.0,1.0,3.0,-5.0,3.0,1.0,1.0,1.0,D
Watford,West Ham,K Stroud,16739.0,7.0,23.0,28.0,2.0,1.0,2.0,-1.0,3.0,2.0,0.0,4.0,H
West Brom,Leicester,A Taylor,16739.0,7.0,28.0,41.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0,-1.0,A
Swansea,Arsenal,K Friend,16739.0,7.0,29.0,43.0,1.0,2.0,2.0,-2.0,4.0,0.0,1.0,8.0,A
Everton,Sunderland,A Marriner,16740.0,4.0,32.0,18.0,1.0,2.0,2.0,-3.0,1.0,1.0,3.0,-3.0,H
Southampton,Bournemouth,C Pawson,16740.0,3.0,25.0,18.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,-7.0,H
Tottenham,Aston Villa,M Dean,16741.0,8.0,31.0,17.0,3.0,2.0,0.0,8.0,0.0,0.0,5.0,-6.0,H
Man United,West Brom,M Dean,16746.0,3.0,35.0,25.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,-2.0,H
Bournemouth,Newcastle,L Mason,16746.0,5.0,17.0,11.0,0.0,1.0,4.0,-11.0,1.0,2.0,2.0,-4.0,A
Leicester,Watford,R East,16746.0,7.0,44.0,25.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,H
Norwich,Swansea,M Clattenburg,16746.0,7.0,13.0,29.0,0.0,1.0,4.0,-7.0,1.0,1.0,3.0,-5.0,H
Sunderland,Southampton,M Jones,16746.0,6.0,18.0,27.0,1.0,1.0,3.0,-5.0,3.0,2.0,0.0,6.0,A
West Ham,Everton,P Tierney,16746.0,7.0,28.0,32.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,D
Stoke,Chelsea,A Taylor,16746.0,7.0,25.0,31.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,-3.0,H
Arsenal,Tottenham,M Atkinson,16747.0,3.0,43.0,34.0,5.0,0.0,0.0,13.0,3.0,2.0,0.0,9.0,D
Aston Villa,Man City,C Pawson,16747.0,5.0,14.0,46.0,0.0,0.0,5.0,-7.0,3.0,1.0,1.0,7.0,D
Liverpool,Crystal Palace,N Swarbrick,16747.0,2.0,25.0,31.0,2.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,A
Newcastle,Leicester,M Jones,16760.0,14.0,14.0,44.0,2.0,1.0,2.0,-3.0,4.0,1.0,0.0,4.0,A
Everton,Aston Villa,M Oliver,16760.0,14.0,30.0,15.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,-6.0,H
Man City,Liverpool,J Moss,16760.0,13.0,44.0,25.0,3.0,2.0,0.0,10.0,1.0,3.0,1.0,1.0,A
Chelsea,Norwich,C Pawson,16760.0,13.0,28.0,16.0,1.0,0.0,4.0,-4.0,1.0,0.0,4.0,-6.0,H
Southampton,Stoke,L Mason,16760.0,14.0,27.0,28.0,3.0,2.0,0.0,5.0,3.0,1.0,1.0,1.0,A
Swansea,Bournemouth,A Marriner,16760.0,14.0,26.0,16.0,1.0,1.0,3.0,-4.0,0.0,1.0,4.0,-11.0,D
West Brom,Arsenal,M Clattenburg,16760.0,14.0,25.0,41.0,2.0,0.0,3.0,-3.0,4.0,1.0,0.0,10.0,H
Watford,Man United,R Madley,16760.0,14.0,24.0,35.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,A
Tottenham,West Ham,A Taylor,16761.0,13.0,32.0,26.0,2.0,3.0,0.0,6.0,2.0,2.0,1.0,1.0,H
Crystal Palace,Sunderland,M Atkinson,16762.0,14.0,31.0,18.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,-3.0,A
Aston Villa,Watford,L Mason,16767.0,7.0,15.0,23.0,0.0,1.0,4.0,-9.0,2.0,0.0,3.0,-1.0,A
Bournemouth,Everton,K Friend,16767.0,7.0,16.0,30.0,0.0,1.0,4.0,-11.0,2.0,1.0,2.0,4.0,D
Crystal Palace,Newcastle,S Attwell,16767.0,4.0,28.0,14.0,1.0,1.0,3.0,-3.0,2.0,1.0,2.0,-1.0,H
Leicester,Man United,C Pawson,16767.0,7.0,44.0,35.0,4.0,1.0,0.0,6.0,3.0,2.0,0.0,6.0,D
Man City,Southampton,R East,16767.0,2.0,44.0,27.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,H
Sunderland,Stoke,M Dean,16767.0,4.0,18.0,31.0,2.0,0.0,3.0,-2.0,3.0,1.0,1.0,1.0,H
Liverpool,Swansea,A Taylor,16768.0,2.0,28.0,24.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,-4.0,H
Norwich,Arsenal,J Moss,16768.0,8.0,13.0,38.0,1.0,0.0,4.0,-6.0,3.0,1.0,1.0,6.0,D
Tottenham,Chelsea,M Oliver,16768.0,2.0,34.0,28.0,3.0,2.0,0.0,9.0,2.0,0.0,3.0,-1.0,D
West Ham,West Brom,M Atkinson,16768.0,6.0,26.0,28.0,2.0,1.0,2.0,-2.0,3.0,0.0,2.0,0.0,D
Arsenal,Sunderland,R Madley,16774.0,5.0,36.0,21.0,2.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0,H
Chelsea,Bournemouth,M Jones,16774.0,6.0,26.0,16.0,1.0,1.0,3.0,-3.0,0.0,2.0,3.0,-7.0,A
Man United,West Ham,M Clattenburg,16774.0,6.0,33.0,26.0,2.0,3.0,0.0,3.0,1.0,2.0,2.0,-4.0,D
Southampton,Aston Villa,A Taylor,16774.0,2.0,24.0,14.0,2.0,1.0,2.0,0.0,0.0,1.0,4.0,-8.0,D
Stoke,Man City,M Atkinson,16774.0,3.0,30.0,47.0,2.0,1.0,2.0,-2.0,2.0,2.0,1.0,0.0,H
Swansea,Leicester,M Oliver,16774.0,5.0,23.0,42.0,1.0,1.0,3.0,-4.0,4.0,1.0,0.0,6.0,A
Watford,Norwich,M Dean,16774.0,7.0,25.0,14.0,3.0,0.0,2.0,3.0,1.0,1.0,3.0,-2.0,H
West Brom,Tottenham,J Moss,16774.0,6.0,29.0,35.0,2.0,1.0,2.0,-1.0,3.0,2.0,0.0,9.0,D
Newcastle,Liverpool,A Marriner,16775.0,8.0,14.0,28.0,1.0,1.0,3.0,-9.0,3.0,1.0,1.0,5.0,H
Everton,Crystal Palace,C Pawson,16776.0,5.0,30.0,28.0,2.0,2.0,1.0,7.0,2.0,1.0,2.0,3.0,D
Sunderland,Watford,G Scott,16781.0,7.0,20.0,27.0,2.0,0.0,3.0,-4.0,3.0,0.0,2.0,3.0,A
West Ham,Stoke,A Marriner,16781.0,7.0,27.0,30.0,0.0,3.0,2.0,-5.0,3.0,1.0,1.0,2.0,D
Bournemouth,Man United,A Taylor,16781.0,6.0,18.0,34.0,1.0,2.0,2.0,-2.0,2.0,3.0,0.0,3.0,H
Crystal Palace,Southampton,M Dean,16781.0,4.0,29.0,25.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,H
Man City,Swansea,R Madley,16781.0,3.0,44.0,23.0,2.0,1.0,2.0,-2.0,0.0,1.0,4.0,-8.0,H
Norwich,Everton,M Atkinson,16781.0,7.0,14.0,28.0,1.0,1.0,3.0,-3.0,2.0,3.0,0.0,8.0,D
Aston Villa,Arsenal,K Friend,16782.0,8.0,12.0,38.0,0.0,2.0,3.0,-7.0,2.0,2.0,1.0,4.0,A
Liverpool,West Brom,C Pawson,16782.0,2.0,27.0,27.0,3.0,0.0,2.0,3.0,1.0,2.0,2.0,-2.0,D
Tottenham,Newcastle,R East,16782.0,2.0,33.0,17.0,2.0,3.0,0.0,5.0,2.0,1.0,2.0,-4.0,A
Leicester,Chelsea,M Clattenburg,16783.0,9.0,42.0,25.0,4.0,1.0,0.0,8.0,1.0,1.0,3.0,-3.0,H
Everton,Leicester,J Moss,16788.0,7.0,26.0,45.0,1.0,4.0,0.0,4.0,4.0,1.0,0.0,8.0,A
Newcastle,Aston Villa,M Atkinson,16788.0,5.0,20.0,12.0,3.0,0.0,2.0,-3.0,0.0,2.0,3.0,-7.0,D
Man United,Norwich,M Oliver,16788.0,6.0,34.0,15.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,-2.0,A
Stoke,Crystal Palace,R Madley,16788.0,7.0,30.0,32.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,A
Southampton,Tottenham,K Friend,16788.0,7.0,24.0,32.0,1.0,1.0,3.0,-3.0,1.0,3.0,1.0,2.0,A
West Brom,Bournemouth,M Dean,16788.0,5.0,27.0,20.0,1.0,3.0,1.0,-1.0,2.0,2.0,1.0,1.0,A
Chelsea,Sunderland,R East,16788.0,4.0,22.0,17.0,1.0,1.0,3.0,-2.0,2.0,0.0,3.0,-1.0,H
Swansea,West Ham,L Mason,16789.0,8.0,20.0,27.0,0.0,1.0,4.0,-6.0,0.0,4.0,1.0,-3.0,D
Watford,Liverpool,M Clattenburg,16789.0,8.0,29.0,28.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,H
Arsenal,Man City,A Marriner,16790.0,8.0,38.0,44.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,-2.0,H
Newcastle,Everton,L Mason,16795.0,6.0,21.0,26.0,2.0,1.0,2.0,-4.0,1.0,3.0,1.0,3.0,A
Aston Villa,West Ham,M Dean,16795.0,6.0,10.0,25.0,0.0,2.0,3.0,-7.0,0.0,4.0,1.0,-3.0,D
Bournemouth,Crystal Palace,M Oliver,16795.0,7.0,22.0,35.0,3.0,2.0,0.0,3.0,3.0,1.0,1.0,5.0,D
Chelsea,Watford,A Marriner,16795.0,7.0,22.0,31.0,2.0,1.0,2.0,1.0,4.0,0.0,1.0,6.0,D
Man City,Sunderland,A Taylor,16795.0,4.0,41.0,14.0,2.0,0.0,3.0,-3.0,2.0,0.0,3.0,-2.0,H
Southampton,Arsenal,J Moss,16795.0,7.0,24.0,41.0,0.0,1.0,4.0,-6.0,3.0,1.0,1.0,4.0,H
Stoke,Man United,K Friend,16795.0,7.0,30.0,34.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,-1.0,H
Swansea,West Brom,R East,16795.0,5.0,18.0,24.0,0.0,2.0,3.0,-5.0,1.0,3.0,1.0,0.0,H
Tottenham,Norwich,M Jones,16795.0,7.0,35.0,18.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,-2.0,H
Liverpool,Leicester,M Atkinson,16795.0,6.0,25.0,45.0,2.0,1.0,2.0,-1.0,4.0,1.0,0.0,8.0,H
Man United,Chelsea,M Atkinson,16797.0,2.0,31.0,22.0,0.0,2.0,3.0,-4.0,1.0,2.0,2.0,0.0,D
Arsenal,Bournemouth,R East,16797.0,1.0,40.0,22.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,3.0,H
Everton,Stoke,M Clattenburg,16797.0,1.0,29.0,30.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,A
Crystal Palace,Swansea,N Swarbrick,16797.0,2.0,36.0,18.0,3.0,2.0,0.0,6.0,1.0,1.0,3.0,-4.0,D
Norwich,Aston Villa,G Scott,16797.0,2.0,18.0,8.0,1.0,2.0,2.0,-4.0,0.0,3.0,2.0,-3.0,H
West Brom,Newcastle,M Jones,16797.0,2.0,23.0,20.0,0.0,3.0,2.0,-2.0,2.0,1.0,2.0,-2.0,H
West Ham,Southampton,M Oliver,16797.0,2.0,26.0,27.0,0.0,5.0,0.0,0.0,1.0,1.0,3.0,-1.0,H
Watford,Tottenham,A Taylor,16797.0,2.0,31.0,38.0,4.0,1.0,0.0,7.0,2.0,2.0,1.0,4.0,A
Leicester,Man City,C Pawson,16798.0,3.0,42.0,41.0,3.0,1.0,1.0,4.0,3.0,0.0,2.0,3.0,D
Sunderland,Liverpool,K Friend,16799.0,4.0,13.0,27.0,1.0,0.0,4.0,-6.0,2.0,1.0,2.0,-3.0,A
Norwich,Southampton,M Clattenburg,16802.0,5.0,20.0,24.0,2.0,1.0,2.0,-2.0,1.0,1.0,3.0,0.0,H
Arsenal,Newcastle,A Taylor,16802.0,4.0,42.0,20.0,4.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,H
Man United,Swansea,J Moss,16802.0,4.0,31.0,19.0,0.0,2.0,3.0,-4.0,1.0,2.0,2.0,-3.0,H
Leicester,Bournemouth,A Marriner,16802.0,3.0,42.0,21.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,D
Sunderland,Aston Villa,C Pawson,16802.0,2.0,12.0,8.0,0.0,0.0,5.0,-9.0,0.0,3.0,2.0,-4.0,H
West Brom,Stoke,L Mason,16802.0,5.0,23.0,32.0,1.0,2.0,2.0,-1.0,3.0,1.0,1.0,4.0,H
West Ham,Liverpool,R Madley,16802.0,4.0,29.0,30.0,1.0,4.0,0.0,1.0,2.0,1.0,2.0,-3.0,H
Watford,Man City,M Atkinson,16802.0,5.0,30.0,39.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,A
Crystal Palace,Chelsea,K Friend,16803.0,6.0,34.0,23.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,A
Everton,Tottenham,M Oliver,16803.0,6.0,26.0,38.0,1.0,2.0,2.0,-1.0,3.0,1.0,1.0,5.0,D
Aston Villa,Crystal Palace,M Clattenburg,16812.0,3.0,8.0,31.0,0.0,2.0,3.0,-6.0,2.0,2.0,1.0,-1.0,H
Bournemouth,West Ham,M Atkinson,16812.0,3.0,21.0,32.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,3.0,A
Newcastle,Man United,M Dean,16812.0,3.0,17.0,33.0,1.0,1.0,3.0,-2.0,1.0,1.0,3.0,-3.0,D
Southampton,Watford,C Pawson,16813.0,4.0,24.0,29.0,1.0,0.0,4.0,-1.0,2.0,1.0,2.0,2.0,H
Chelsea,West Brom,A Taylor,16813.0,3.0,23.0,26.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,D
Man City,Everton,R East,16813.0,4.0,39.0,27.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,-1.0,D
Swansea,Sunderland,G Scott,16813.0,3.0,19.0,15.0,1.0,2.0,2.0,-1.0,1.0,0.0,4.0,-5.0,A
Stoke,Norwich,N Swarbrick,16813.0,4.0,29.0,23.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,H
Tottenham,Leicester,L Mason,16813.0,2.0,36.0,40.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,A
Liverpool,Arsenal,M Jones,16813.0,4.0,30.0,42.0,2.0,1.0,2.0,-3.0,4.0,0.0,1.0,2.0,D
Aston Villa,Leicester,R East,16816.0,3.0,8.0,40.0,1.0,2.0,2.0,-3.0,2.0,2.0,1.0,1.0,D
Bournemouth,Norwich,R Madley,16816.0,3.0,21.0,23.0,1.0,2.0,2.0,-3.0,3.0,0.0,2.0,-1.0,H
Chelsea,Everton,M Jones,16816.0,2.0,23.0,27.0,2.0,3.0,0.0,5.0,1.0,2.0,2.0,-1.0,D
Man City,Crystal Palace,J Moss,16816.0,2.0,37.0,28.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,-3.0,H
Newcastle,West Ham,N Swarbrick,16816.0,3.0,17.0,32.0,0.0,2.0,3.0,-3.0,3.0,2.0,0.0,5.0,H
Southampton,West Brom,M Atkinson,16816.0,2.0,26.0,27.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,H
Tottenham,Sunderland,M Dean,16816.0,2.0,36.0,18.0,3.0,1.0,1.0,5.0,2.0,0.0,3.0,-2.0,H
Liverpool,Man United,M Clattenburg,16817.0,3.0,28.0,31.0,2.0,1.0,2.0,-3.0,1.0,2.0,2.0,-2.0,A
Stoke,Arsenal,C Pawson,16817.0,3.0,32.0,43.0,3.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,D
Swansea,Watford,M Oliver,16818.0,4.0,18.0,28.0,1.0,2.0,2.0,-2.0,1.0,1.0,3.0,-1.0,H
Sunderland,Bournemouth,R East,16823.0,7.0,18.0,24.0,2.0,0.0,3.0,-3.0,1.0,2.0,2.0,-1.0,D
Leicester,Stoke,M Dean,16823.0,2.0,38.0,32.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,4.0,H
Man United,Southampton,M Jones,16823.0,6.0,31.0,29.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,7.0,A
West Ham,Man City,C Pawson,16823.0,7.0,32.0,37.0,3.0,1.0,1.0,4.0,3.0,2.0,0.0,8.0,D
Crystal Palace,Tottenham,M Atkinson,16823.0,7.0,28.0,38.0,0.0,2.0,3.0,-8.0,3.0,1.0,1.0,6.0,A
Watford,Newcastle,A Marriner,16823.0,4.0,27.0,20.0,0.0,1.0,4.0,-5.0,1.0,1.0,3.0,-2.0,H
West Brom,Aston Villa,R Madley,16823.0,3.0,26.0,9.0,2.0,1.0,2.0,-2.0,1.0,2.0,2.0,-3.0,D
Norwich,Liverpool,L Mason,16823.0,7.0,20.0,25.0,2.0,0.0,3.0,-5.0,2.0,1.0,2.0,-1.0,A
Arsenal,Chelsea,M Clattenburg,16824.0,6.0,41.0,24.0,2.0,2.0,1.0,-1.0,1.0,4.0,0.0,3.0,A
Everton,Swansea,A Taylor,16824.0,8.0,25.0,18.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,-1.0,A
Crystal Palace,Bournemouth,M Jones,16833.0,3.0,25.0,22.0,0.0,1.0,4.0,-10.0,1.0,2.0,2.0,-1.0,A
Norwich,Tottenham,K Friend,16833.0,10.0,19.0,40.0,2.0,0.0,3.0,-3.0,3.0,1.0,1.0,5.0,A
Leicester,Liverpool,A Marriner,16833.0,10.0,40.0,27.0,2.0,3.0,0.0,4.0,2.0,1.0,2.0,-1.0,H
West Brom,Swansea,N Swarbrick,16833.0,3.0,27.0,20.0,2.0,2.0,1.0,-1.0,2.0,1.0,2.0,-1.0,D
Arsenal,Southampton,L Mason,16833.0,3.0,40.0,31.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,4.0,D
Sunderland,Man City,S Attwell,16833.0,10.0,18.0,35.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0,5.0,A
West Ham,Aston Villa,J Moss,16833.0,2.0,33.0,10.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,-3.0,H
Man United,Stoke,R East,16833.0,3.0,30.0,31.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,-1.0,H
Everton,Newcastle,C Pawson,16834.0,3.0,25.0,19.0,0.0,3.0,2.0,-2.0,1.0,1.0,3.0,-2.0,H
Watford,Chelsea,M Dean,16834.0,4.0,29.0,24.0,1.0,0.0,4.0,-4.0,2.0,3.0,0.0,4.0,D
Newcastle,West Brom,L Mason,16837.0,2.0,19.0,25.0,1.0,1.0,3.0,-4.0,1.0,3.0,1.0,-2.0,H
Aston Villa,Norwich,M Atkinson,16837.0,3.0,9.0,19.0,1.0,2.0,2.0,-3.0,1.0,0.0,4.0,-8.0,H
Liverpool,Sunderland,R Madley,16837.0,3.0,27.0,17.0,1.0,1.0,3.0,-4.0,2.0,1.0,2.0,0.0,D
Man City,Leicester,A Taylor,16837.0,3.0,35.0,42.0,3.0,2.0,0.0,6.0,3.0,2.0,0.0,6.0,A
Stoke,Everton,A Marriner,16837.0,3.0,31.0,27.0,1.0,1.0,3.0,-5.0,1.0,3.0,1.0,2.0,A
Swansea,Crystal Palace,M Dean,16837.0,3.0,18.0,22.0,2.0,1.0,2.0,-1.0,0.0,0.0,5.0,-11.0,D
Tottenham,Watford,R East,16837.0,3.0,42.0,30.0,3.0,1.0,1.0,7.0,1.0,1.0,3.0,-3.0,H
Southampton,West Ham,M Clattenburg,16837.0,3.0,29.0,33.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,H
Bournemouth,Arsenal,K Friend,16838.0,4.0,24.0,38.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,A
Chelsea,Man United,M Oliver,16838.0,3.0,25.0,33.0,2.0,3.0,0.0,4.0,3.0,1.0,1.0,4.0,D
Chelsea,Newcastle,R Madley,16844.0,5.0,26.0,22.0,1.0,4.0,0.0,1.0,2.0,1.0,2.0,-2.0,H
Everton,West Brom,M Oliver,16844.0,7.0,27.0,24.0,2.0,2.0,1.0,5.0,0.0,3.0,2.0,-4.0,A
